공시연도,학교코드,학교명,psbs_div_cd,본분교명,schl_div_cd,대학구분,schl_knd_cd,학교종류,schl_estb_div_cd,설립유형,pbnf_area_cd,지역명,schl_cprt_cd,대표학교코드,schl_stat_cd,학교상태,신입생경쟁률(학부),신입생경쟁률(학부)_기준년도,gn_ie_fm_cn_re_unit,ge_et_re,ge_et_re_year,ge_et_re_unit,st_gn_sd_fm_tr_1_ps_py_st_ct,st_gn_sd_fm_tr_1_ps_py_st_ct_year,st_gn_sd_fm_tr_1_ps_py_st_ct_unit,학생1인당교육비,학생1인당교육비_기준년도,st_1_ps_py_et_unit,학생1인당도서자료수,학생1인당도서자료수_기준년도,st_1_ps_py_bk_ct_unit,학생1인당연간장학금(학부),학생1인당연간장학금(학부)_기준년도,st_1_ps_py_sp_unit,기숙사수용률,기숙사수용률_기준년도,be_ae_re_unit,fr_fd_ct,fr_fd_ct_year,fr_fd_ct_unit,평균등록금(학부),평균등록금(학부)_기준년도,ae_tn_unit,fm_tr_le_ce_re,fm_tr_le_ce_re_year,fm_tr_le_ce_re_unit,재학생수(학부),재학생수(학부)_기준년도,et_st_ct_unit,입학정원(학부),입학정원(학부)_기준년도,fm_el_gn_ct_unit,졸업생수(학부),졸업생수(학부)_기준년도,gn_mn_ct_unit,전임교원수(학부+대학원),전임교원수(학부+대학원)_기준년도,fr_fm_tr_sn_ct_unit,st_gn_sd_fm_tr_ee_re,st_gn_sd_fm_tr_ee_re_year,st_gn_sd_fm_tr_ee_re_unit,st_sd_fm_tr_ee_re,st_sd_fm_tr_ee_re_year,st_sd_fm_tr_ee_re_unit,신입생충원율(학부),신입생충원율(학부)_기준년도,gn_ie_fm_rt_re_unit
2026,0000068,계명대학교,1,본교,02,대학,03,대학교,3,사립,22,대구,00044,0000068,6,기존,7.2,2025,:1,54.4,2025,%,26.51,2025,명,15309.8,2025,천원,93.0,2025,권,4291930,2025,원,13.4,2025,%,3044,2025,명,8079.0,2025,천원,76.0,2025,%,20491,2025,명,4663,2025,명,4901,2025,명,837,2025,명,80.4,2025,%,78.01,2025,%,100.0,2025,%
2026,0000425,계명문화대학교,1,본교,01,전문대학,20,전문대학,3,사립,22,대구,00044,0000425,6,기존,4.4,2025,:1,62.4,2025,%,41.54,2025,명,15105.9,2025,천원,42.2,2025,권,5091336.9,2025,원,9.1,2025,%,255,2025,명,6309.4,2025,천원,38.1,2025,%,4449,2025,명,2018,2025,명,1791,2025,명,110,2025,명,50.93,2025,%,52.38,2025,%,94.6,2025,%
2026,0002643,계약신학대학원대학교,1,본교,04,대학원대학,10,전문대학원,3,사립,41,경기,00045,0002643,1,폐교,-,2025,:1,0.0,2025,%,0.0,2025,명,0.0,2025,천원,0.0,2025,권,-,2025,원,0.0,2025,%,0,2025,명,0.0,2025,천원,0.0,2025,%,0,2025,명,0,2025,명,0,2025,명,0,2025,명,0.0,2025,%,0.0,2025,%,0.0,2025,%
2026,0000426,계원예술대학교,1,본교,01,전문대학,20,전문대학,3,사립,41,경기,00046,0000426,6,기존,5,2025,:1,59.9,2025,%,32.76,2025,명,13371.9,2025,천원,48.9,2025,권,3835362.6,2025,원,0.0,2025,%,2,2025,명,8044.8,2025,천원,31.0,2025,%,2753,2025,명,994,2025,명,1083,2025,명,74,2025,명,60.66,2025,%,53.62,2025,%,100.0,2025,%
2026,0000069,고려대학교,1,본교,02,대학,03,대학교,3,사립,11,서울,00048,0000069,6,기존,14.7,2025,:1,69.9,2025,%,19.33,2025,명,33158.6,2025,천원,109.0,2025,권,3663136.6,2025,원,11.5,2025,%,4471,2025,명,8814.5,2025,천원,54.3,2025,%,21772,2025,명,4142,2025,명,4206,2025,명,1601,2025,명,110.41,2025,%,96.91,2025,%,98.9,2025,%
2026,0000070,고려대학교(세종),2,분교,02,대학,03,대학교,3,사립,50,세종,00048,0000069,6,기존,8.6,2025,:1,59.9,2025,%,26.99,2025,명,22191.6,2025,천원,63.5,2025,권,3968998.2,2025,원,35.6,2025,%,596,2025,명,8939.5,2025,천원,61.3,2025,%,6714,2025,명,1626,2025,명,1424,2025,명,257,2025,명,80.82,2025,%,69.46,2025,%,100.0,2025,%
2026,0000328,고려사이버대학교,1,본교,02,대학,13,사이버대학(대학),3,사립,11,서울,00048,0000328,6,기존,1.8,2025,:1,79.8,2025,%,169.29,2025,명,2825.8,2025,천원,5.2,2025,권,1153852.3,2025,원,0.0,2025,%,172,2025,명,2571.2,2025,천원,51.5,2025,%,10301,2025,명,2449,2025,명,2673,2025,명,45,2025,명,115.38,2025,%,84.91,2025,%,92.4,2025,%
2026,0000071,고신대학교,1,본교,02,대학,03,대학교,3,사립,21,부산,00049,0000071,6,기존,6.8,2025,:1,66.8,2025,%,20.12,2025,명,16445.0,2025,천원,128.5,2025,권,4193417.4,2025,원,44.0,2025,%,79,2025,명,7057.2,2025,천원,78.0,2025,%,3263,2025,명,753,2025,명,645,2025,명,252,2025,명,96.18,2025,%,117.76,2025,%,98.5,2025,%
2026,0000251,공주교육대학교,1,본교,02,대학,02,교육대학,1,국립,44,충남,00050,0000251,6,기존,5,2025,:1,63.4,2025,%,26.0,2025,명,15033.2,2025,천원,173.4,2025,권,2450583.6,2025,원,40.6,2025,%,0,2025,명,3600.0,2025,천원,68.0,2025,%,1365,2025,명,354,2025,명,293,2025,명,86,2025,명,93.48,2025,%,101.18,2025,%,100.0,2025,%
2026,0000664,과학기술연합대학원대학교,1,본교,04,대학원대학,10,전문대학원,9,기타,25,대전,00053,0000664,6,기존,-,2025,:1,80.0,2025,%,1.0,2025,명,16326.8,2025,천원,104.9,2025,권,-,2025,원,10.8,2025,%,454,2025,명,2500.0,2025,천원,96.9,2025,%,1542,2025,명,390,2025,명,341,2025,명,1379,2025,명,1998.55,2025,%,1199.13,2025,%,90.5,2025,%
2026,0000073,광신대학교,1,본교,02,대학,03,대학교,3,사립,24,광주,00055,0000073,6,기존,1.4,2025,:1,71.2,2025,%,26.98,2025,명,10298.7,2025,천원,147.3,2025,권,5156540.8,2025,원,23.5,2025,%,115,2025,명,6176.5,2025,천원,58.5,2025,%,436,2025,명,105,2025,명,122,2025,명,50,2025,명,89.29,2025,%,98.04,2025,%,100.0,2025,%
2026,0000428,광양보건대학교,1,본교,01,전문대학,20,전문대학,3,사립,46,전남,00056,0000428,6,기존,.5,2025,:1,73.1,2025,%,55.89,2025,명,27013.7,2025,천원,343.1,2025,권,3014035.1,2025,원,0.0,2025,%,0,2025,명,5884.8,2025,천원,71.5,2025,%,114,2025,명,373,2025,명,32,2025,명,18,2025,명,36.0,2025,%,300.0,2025,%,11.5,2025,%
2026,0000074,광운대학교,1,본교,02,대학,03,대학교,3,사립,11,서울,00057,0000074,6,기존,14.3,2025,:1,61.0,2025,%,29.68,2025,명,16682.0,2025,천원,72.6,2025,권,3508178.3,2025,원,12.3,2025,%,1009,2025,명,8330.8,2025,천원,63.7,2025,%,8414,2025,명,1823,2025,명,1970,2025,명,307,2025,명,72.58,2025,%,62.15,2025,%,99.7,2025,%
2026,0000075,광주가톨릭대학교,1,본교,02,대학,03,대학교,3,사립,46,전남,00058,0000075,6,기존,.6,2025,:1,0.0,2025,%,19.67,2025,명,28983.5,2025,천원,2480.4,2025,권,0,2025,원,218.6,2025,%,1,2025,명,0.0,2025,천원,77.7,2025,%,61,2025,명,40,2025,명,17,2025,명,15,2025,명,125.0,2025,%,300.0,2025,%,50.0,2025,%
2026,0000381,광주과학기술원,1,본교,02,대학,03,대학교,6,특별법법인,24,광주,00376,0000381,6,기존,18.3,2025,:1,62.1,2025,%,13.4,2025,명,88585.7,2025,천원,91.8,2025,권,6860449,2025,원,89.4,2025,%,69,2025,명,2060.0,2025,천원,56.3,2025,%,920,2025,명,200,2025,명,175,2025,명,194,2025,명,148.09,2025,%,130.2,2025,%,111.0,2025,%
2026,0000252,광주교육대학교,1,본교,02,대학,02,교육대학,1,국립,24,광주,00059,0000252,6,기존,4.7,2025,:1,57.4,2025,%,33.28,2025,명,18494.2,2025,천원,167.7,2025,권,4473380.8,2025,원,31.6,2025,%,0,2025,명,3795.3,2025,천원,64.1,2025,%,1257,2025,명,326,2025,명,300,2025,명,72,2025,명,71.29,2025,%,87.8,2025,%,99.7,2025,%
2026,0000231,광주대학교,1,본교,02,대학,03,대학교,3,사립,24,광주,00060,0000231,6,기존,5.7,2025,:1,62.9,2025,%,30.65,2025,명,14490.5,2025,천원,119.3,2025,권,4770899.3,2025,원,26.5,2025,%,692,2025,명,6919.4,2025,천원,76.2,2025,%,4900,2025,명,1363,2025,명,1343,2025,명,200,2025,명,72.46,2025,%,77.82,2025,%,90.6,2025,%
2026,0000429,광주보건대학교,1,본교,01,전문대학,20,전문대학,3,사립,24,광주,00061,0000429,6,기존,4.4,2025,:1,74.9,2025,%,32.25,2025,명,11158.3,2025,천원,58.6,2025,권,3644644.7,2025,원,14.1,2025,%,3,2025,명,5450.5,2025,천원,55.9,2025,%,3546,2025,명,1105,2025,명,1130,2025,명,102,2025,명,63.35,2025,%,58.96,2025,%,93.4,2025,%
2026,0000076,광주여자대학교,1,본교,02,대학,03,대학교,3,사립,24,광주,00062,0000076,6,기존,4.3,2025,:1,64.4,2025,%,31.79,2025,명,12413.9,2025,천원,92.5,2025,권,4915027.3,2025,원,33.2,2025,%,533,2025,명,6600.8,2025,천원,73.4,2025,%,3239,2025,명,912,2025,명,857,2025,명,123,2025,명,67.96,2025,%,73.65,2025,%,97.4,2025,%
2026,0000430,구미대학교,1,본교,01,전문대학,20,전문대학,3,사립,47,경북,00063,0000430,6,기존,3.8,2025,:1,76.7,2025,%,23.99,2025,명,13369.3,2025,천원,40.5,2025,권,5722930.7,2025,원,21.2,2025,%,182,2025,명,6180.3,2025,천원,50.3,2025,%,6249,2025,명,1351,2025,명,2003,2025,명,148,2025,명,84.57,2025,%,50.0,2025,%,100.0,2025,%
2026,0002857,구세군사관대학원대학교,1,본교,04,대학원대학,11,특수대학원,3,사립,41,경기,00064,0002857,6,기존,-,2025,:1,0.0,2025,%,33.33,2025,명,87776.4,2025,천원,1738.5,2025,권,-,2025,원,668.4,2025,%,1,2025,명,3200.0,2025,천원,48.4,2025,%,19,2025,명,40,2025,명,5,2025,명,6,2025,명,75.0,2025,%,300.0,2025,%,15.0,2025,%
2026,0000571,구세군사관학교,1,본교,01,전문대학,07,각종학교(전문),3,사립,41,경기,00064,0000571,1,폐교,0,2025,:1,0.0,2025,%,0.0,2025,명,0.0,2025,천원,0.0,2025,권,0,2025,원,0.0,2025,%,0,2025,명,0.0,2025,천원,0.0,2025,%,0,2025,명,0,2025,명,0,2025,명,0,2025,명,0.0,2025,%,0.0,2025,%,0.0,2025,%
2026,0000002,국립강릉원주대학교,A,제2캠퍼스,02,대학,03,대학교,1,국립,42,강원,00010,0000001,1,폐교,7.4,2025,:1,61.0,2025,%,24.97,2025,명,0.0,2025,천원,0.0,2025,권,3640645.7,2025,원,30.4,2025,%,8,2025,명,4274.0,2025,천원,81.4,2025,%,1958,2025,명,489,2025,명,492,2025,명,94,2025,명,83.49,2025,%,88.35,2025,%,99.8,2025,%
2026,0000001,국립강릉원주대학교,1,본교,02,대학,03,대학교,1,국립,42,강원,00010,0000001,1,폐교,6.8,2025,:1,59.7,2025,%,22.73,2025,명,22494.3,2025,천원,25.1,2025,권,3523096.9,2025,원,42.2,2025,%,299,2025,명,4256.8,2025,천원,58.5,2025,%,4723,2025,명,1241,2025,명,1105,2025,명,277,2025,명,88.67,2025,%,97.79,2025,%,99.2,2025,%
2026,0000021,국립경국대학교,1,본교,02,대학,03,대학교,1,국립,47,경북,99998,0000021,6,기존,3.6,2025,:1,56.9,2025,%,23.56,2025,명,24638.4,2025,천원,132.5,2025,권,4396874.1,2025,원,31.3,2025,%,73,2025,명,3787.9,2025,천원,66.6,2025,%,4602,2025,명,1539,2025,명,1205,2025,명,292,2025,명,92.11,2025,%,114.96,2025,%,90.3,2025,%
2026,0000008,국립공주대학교,1,본교,02,대학,03,대학교,1,국립,44,충남,00051,0000008,6,기존,9.2,2025,:1,58.9,2025,%,26.71,2025,명,17274.5,2025,천원,80.9,2025,권,2870810.8,2025,원,34.0,2025,%,307,2025,명,3858.7,2025,천원,66.6,2025,%,12357,2025,명,2815,2025,명,2814,2025,명,573,2025,명,80.0,2025,%,77.56,2025,%,100.0,2025,%
2026,0000009,국립군산대학교,1,본교,02,대학,03,대학교,1,국립,45,전북,00076,0000009,6,기존,4.4,2025,:1,54.0,2025,%,24.66,2025,명,21904.9,2025,천원,104.4,2025,권,3206940.1,2025,원,24.6,2025,%,422,2025,명,3897.3,2025,천원,73.0,2025,%,6221,2025,명,1723,2025,명,1356,2025,명,338,2025,명,85.57,2025,%,94.15,2025,%,100.0,2025,%
2026,0000010,국립금오공과대학교,1,본교,02,대학,03,대학교,1,국립,47,경북,00080,0000010,6,기존,5,2025,:1,63.5,2025,%,25.34,2025,명,22078.5,2025,천원,107.1,2025,권,3308385.3,2025,원,39.5,2025,%,30,2025,명,3770.4,2025,천원,71.0,2025,%,4895,2025,명,1239,2025,명,1179,2025,명,241,2025,명,79.54,2025,%,84.27,2025,%,99.6,2025,%
2026,0000011,국립목포대학교,1,본교,02,대학,03,대학교,1,국립,46,전남,00139,0000011,6,기존,5.5,2025,:1,67.5,2025,%,25.26,2025,명,26807.8,2025,천원,107.6,2025,권,3944312.5,2025,원,20.2,2025,%,71,2025,명,3873.2,2025,천원,76.9,2025,%,5664,2025,명,1484,2025,명,1412,2025,명,307,2025,명,86.48,2025,%,102.68,2025,%,99.9,2025,%
2026,0003312,국립목포대학교(담양캠퍼스),A,제2캠퍼스,02,대학,03,대학교,1,국립,46,전남,99998,0000011,6,기존,0,-,:1,0.0,-,%,0.0,-,명,0.0,-,천원,0.0,-,권,0,-,원,0.0,-,%,0,-,명,0.0,-,천원,0.0,-,%,0,-,명,0,-,명,0,-,명,0,-,명,0.0,-,%,0.0,-,%,0.0,-,%
2026,0000012,국립목포해양대학교,1,본교,02,대학,03,대학교,1,국립,46,전남,00140,0000012,6,기존,7.2,2025,:1,79.0,2025,%,22.7,2025,명,24878.8,2025,천원,97.7,2025,권,2540217.2,2025,원,82.6,2025,%,154,2025,명,3409.5,2025,천원,71.2,2025,%,2646,2025,명,692,2025,명,528,2025,명,127,2025,명,87.59,2025,%,90.07,2025,%,99.9,2025,%
2026,0000013,국립부경대학교,1,본교,02,대학,03,대학교,1,국립,21,부산,00150,0000013,6,기존,8.9,2025,:1,56.3,2025,%,26.68,2025,명,19373.2,2025,천원,76.6,2025,권,3128168.7,2025,원,22.4,2025,%,1115,2025,명,4046.2,2025,천원,67.3,2025,%,15131,2025,명,3338,2025,명,3713,2025,명,630,2025,명,79.65,2025,%,72.08,2025,%,99.8,2025,%
2026,0000020,국립순천대학교,1,본교,02,대학,03,대학교,1,국립,46,전남,00218,0000020,6,기존,5.2,2025,:1,57.2,2025,%,25.68,2025,명,22397.6,2025,천원,119.3,2025,권,3057082.6,2025,원,30.3,2025,%,261,2025,명,3971.6,2025,천원,67.5,2025,%,6352,2025,명,1573,2025,명,1500,2025,명,314,2025,명,82.8,2025,%,89.43,2025,%,99.7,2025,%
2026,0002928,국립암센터국제암대학원대학교,1,본교,04,대학원대학,10,전문대학원,6,특별법법인,41,경기,00389,0002928,6,기존,-,2025,:1,91.7,2025,%,11.76,2025,명,155609.5,2025,천원,55.9,2025,권,-,2025,원,54.3,2025,%,35,2025,명,4680.0,2025,천원,82.3,2025,%,70,2025,명,30,2025,명,19,2025,명,17,2025,명,170.0,2025,%,283.33,2025,%,100.0,2025,%
2026,0000028,국립창원대학교,1,본교,02,대학,03,대학교,1,국립,48,경남,00304,0000028,6,기존,6.5,2025,:1,59.3,2025,%,28.87,2025,명,21502.7,2025,천원,91.2,2025,권,3195467,2025,원,23.2,2025,%,277,2025,명,3906.3,2025,천원,58.7,2025,%,7401,2025,명,1742,2025,명,1715,2025,명,345,2025,명,75.72,2025,%,78.89,2025,%,99.5,2025,%
2026,0003297,국립창원대학교(거창캠퍼스),A,제2캠퍼스,02,대학,03,대학교,1,국립,48,경남,99998,0000028,6,기존,0,2025,:1,0.0,2025,%,0.0,2025,명,0.0,2025,천원,0.0,2025,권,0,2025,원,0.0,2025,%,0,2025,명,0.0,2025,천원,0.0,2025,%,0,2025,명,0,2025,명,0,2025,명,0,2025,명,0.0,2025,%,0.0,2025,%,0.0,2025,%
2026,0003298,국립창원대학교(남해캠퍼스),B,제3캠퍼스,02,대학,03,대학교,1,국립,48,경남,99998,0000028,5,신설,0,2025,:1,0.0,2025,%,0.0,2025,명,0.0,2025,천원,0.0,2025,권,0,2025,원,0.0,2025,%,0,2025,명,0.0,2025,천원,0.0,2025,%,0,2025,명,0,2025,명,0,2025,명,0,2025,명,0.0,2025,%,0.0,2025,%,0.0,2025,%
2026,0000034,국립한국교통대학교,1,본교,02,대학,03,대학교,1,국립,43,충북,00332,0000034,6,기존,6.9,2025,:1,66.5,2025,%,26.32,2025,명,21089.0,2025,천원,77.3,2025,권,3337252,2025,원,26.1,2025,%,113,2025,명,4112.0,2025,천원,64.2,2025,%,7950,2025,명,1911,2025,명,1941,2025,명,325,2025,명,79.27,2025,%,77.38,2025,%,99.9,2025,%
2026,0000033,국립한국해양대학교,1,본교,02,대학,03,대학교,1,국립,21,부산,00350,0000033,6,기존,8,2025,:1,71.3,2025,%,23.16,2025,명,25202.3,2025,천원,80.2,2025,권,3038652.8,2025,원,40.3,2025,%,241,2025,명,3721.8,2025,천원,66.8,2025,%,6326,2025,명,1372,2025,명,1421,2025,명,282,2025,명,89.52,2025,%,79.44,2025,%,100.0,2025,%
2026,0000039,국립한밭대학교,1,본교,02,대학,03,대학교,1,국립,25,대전,00358,0000039,6,기존,8.7,2025,:1,59.7,2025,%,28.81,2025,명,19066.5,2025,천원,80.1,2025,권,3125179.1,2025,원,17.8,2025,%,305,2025,명,4479.5,2025,천원,61.2,2025,%,8243,2025,명,1901,2025,명,1893,2025,명,289,2025,명,72.25,2025,%,67.84,2025,%,98.8,2025,%
2026,0000078,국민대학교,1,본교,02,대학,03,대학교,3,사립,11,서울,00065,0000078,6,기존,11.6,2025,:1,66.5,2025,%,24.82,2025,명,17999.4,2025,천원,78.4,2025,권,4033820.8,2025,원,13.3,2025,%,1533,2025,명,8376.9,2025,천원,64.7,2025,%,14502,2025,명,2966,2025,명,3301,2025,명,651,2025,명,88.21,2025,%,72.49,2025,%,99.8,2025,%
2026,0000657,국제뇌교육종합대학원대학교,1,본교,04,대학원대학,10,전문대학원,3,사립,44,충남,00067,0000657,6,기존,-,2025,:1,84.8,2025,%,45.3,2025,명,10944.2,2025,천원,26.1,2025,권,-,2025,원,0.0,2025,%,0,2025,명,3976.7,2025,천원,38.6,2025,%,280,2025,명,130,2025,명,83,2025,명,10,2025,명,52.63,2025,%,55.56,2025,%,110.8,2025,%
2026,0000549,국제대학교,1,본교,01,전문대학,20,전문대학,3,사립,41,경기,00068,0000549,6,기존,6.1,2025,:1,67.7,2025,%,37.57,2025,명,12687.5,2025,천원,96.1,2025,권,4444175,2025,원,32.9,2025,%,8,2025,명,7251.0,2025,천원,39.2,2025,%,2216,2025,명,1155,2025,명,886,2025,명,81,2025,명,54.36,2025,%,74.31,2025,%,67.4,2025,%
2026,0000655,국제법률경영대학원대학교,1,본교,04,대학원대학,10,전문대학원,3,사립,41,경기,00070,0000655,6,기존,-,2025,:1,0.0,2025,%,66.17,2025,명,8713.7,2025,천원,0.0,2025,권,-,2025,원,650.0,2025,%,39,2025,명,3575.6,2025,천원,64.4,2025,%,39,2025,명,106,2025,명,27,2025,명,6,2025,명,37.5,2025,%,300.0,2025,%,0.0,2025,%
2026,0000319,국제사이버대학교,1,본교,02,대학,13,사이버대학(대학),3,사립,41,경기,00071,0000319,6,기존,1.4,2025,:1,74.9,2025,%,170.59,2025,명,4259.2,2025,천원,2.9,2025,권,2394278.7,2025,원,0.0,2025,%,9,2025,명,2557.2,2025,천원,30.7,2025,%,3649,2025,명,900,2025,명,937,2025,명,18,2025,명,113.33,2025,%,89.47,2025,%,100.0,2025,%
2026,0000656,국제언어대학원대학교,1,본교,04,대학원대학,10,전문대학원,3,사립,11,서울,00073,0000656,6,기존,-,2025,:1,100.0,2025,%,28.57,2025,명,19036.9,2025,천원,102.6,2025,권,-,2025,원,0.0,2025,%,165,2025,명,5673.0,2025,천원,42.0,2025,%,212,2025,명,50,2025,명,55,2025,명,7,2025,명,87.5,2025,%,53.85,2025,%,66.0,2025,%
2026,0002971,군산간호대학교,1,본교,01,전문대학,20,전문대학,3,사립,45,전북,00075,0002971,6,기존,5.1,2025,:1,77.2,2025,%,28.52,2025,명,13183.2,2025,천원,37.4,2025,권,3577313.9,2025,원,31.8,2025,%,0,2025,명,6353.6,2025,천원,66.3,2025,%,1094,2025,명,221,2025,명,273,2025,명,31,2025,명,68.89,2025,%,56.36,2025,%,100.0,2025,%
2026,0000432,군장대학교,1,본교,01,전문대학,20,전문대학,3,사립,45,전북,00071,0000432,6,기존,1.9,2025,:1,76.1,2025,%,31.25,2025,명,16098.7,2025,천원,63.8,2025,권,3857179.8,2025,원,20.1,2025,%,961,2025,명,5812.7,2025,천원,37.6,2025,%,2084,2025,명,635,2025,명,606,2025,명,48,2025,명,66.67,2025,%,48.0,2025,%,93.5,2025,%
2026,0000080,극동대학교,1,본교,02,대학,03,대학교,3,사립,43,충북,00405,0000080,6,기존,4.1,2025,:1,65.4,2025,%,35.14,2025,명,12093.6,2025,천원,104.2,2025,권,3861175.6,2025,원,32.8,2025,%,806,2025,명,7921.0,2025,천원,53.4,2025,%,3165,2025,명,900,2025,명,681,2025,명,109,2025,명,60.56,2025,%,66.46,2025,%,81.9,2025,%
2026,0000334,글로벌사이버대학교,1,본교,02,대학,13,사이버대학(대학),3,사립,44,충남,00067,0000334,6,기존,.9,2025,:1,69.7,2025,%,229.38,2025,명,4379.4,2025,천원,0.9,2025,권,2035962.5,2025,원,0.0,2025,%,168,2025,명,2443.7,2025,천원,47.7,2025,%,2457,2025,명,1040,2025,명,488,2025,명,16,2025,명,84.21,2025,%,114.29,2025,%,67.6,2025,%
2026,0000224,금강대학교,1,본교,02,대학,03,대학교,3,사립,44,충남,00079,0000224,6,기존,.4,2025,:1,49.3,2025,%,37.54,2025,명,49411.6,2025,천원,1236.3,2025,권,8267165.2,2025,원,268.8,2025,%,0,2025,명,6598.0,2025,천원,41.9,2025,%,62,2025,명,110,2025,명,47,2025,명,13,2025,명,65.0,2025,%,325.0,2025,%,10.0,2025,%
2026,0002972,기독간호대학교,1,본교,01,전문대학,20,전문대학,3,사립,24,광주,00081,0002972,6,기존,6.9,2025,:1,85.3,2025,%,23.95,2025,명,11117.5,2025,천원,57.5,2025,권,3287898.4,2025,원,9.5,2025,%,0,2025,명,5369.2,2025,천원,68.3,2025,%,602,2025,명,135,2025,명,146,2025,명,20,2025,명,83.33,2025,%,64.52,2025,%,100.0,2025,%
2026,0000241,김천대학교,1,본교,02,대학,03,대학교,3,사립,47,경북,00083,0000241,6,기존,4.3,2025,:1,73.5,2025,%,27.33,2025,명,13609.5,2025,천원,147.7,2025,권,5381103.1,2025,원,53.4,2025,%,466,2025,명,7159.8,2025,천원,66.3,2025,%,2319,2025,명,634,2025,명,580,2025,명,100,2025,명,75.19,2025,%,81.3,2025,%,97.2,2025,%
2026,0000440,김포대학교,1,본교,01,전문대학,20,전문대학,3,사립,41,경기,00377,0000440,6,기존,6.4,2025,:1,66.0,2025,%,32.61,2025,명,11931.3,2025,천원,71.7,2025,권,4169753.3,2025,원,18.6,2025,%,512,2025,명,6819.5,2025,천원,35.6,2025,%,2567,2025,명,1085,2025,명,678,2025,명,62,2025,명,64.89,2025,%,50.0,2025,%,100.0,2025,%
2026,0000569,김해대학교,1,본교,01,전문대학,20,전문대학,3,사립,48,경남,00085,0000569,6,기존,4.8,2025,:1,78.7,2025,%,28.69,2025,명,15411.2,2025,천원,33.8,2025,권,5594267.3,2025,원,33.0,2025,%,156,2025,명,6218.1,2025,천원,54.9,2025,%,1347,2025,명,464,2025,명,401,2025,명,49,2025,명,70.0,2025,%,73.13,2025,%,87.3,2025,%
2026,0000081,나사렛대학교,1,본교,02,대학,03,대학교,3,사립,44,충남,00087,0000081,6,기존,5.1,2025,:1,63.3,2025,%,33.85,2025,명,12446.1,2025,천원,89.4,2025,권,4726358.2,2025,원,24.9,2025,%,413,2025,명,7865.2,2025,천원,78.0,2025,%,4494,2025,명,1171,2025,명,1049,2025,명,157,2025,명,67.09,2025,%,73.36,2025,%,99.9,2025,%
2026,0000435,나주대학교,1,본교,01,전문대학,20,전문대학,3,사립,46,전남,00047,0000435,6,기존,1.1,2025,:1,82.4,2025,%,42.56,2025,명,9071.3,2025,천원,25.2,2025,권,2886849.7,2025,원,18.4,2025,%,586,2025,명,4616.7,2025,천원,42.1,2025,%,1605,2025,명,800,2025,명,453,2025,명,39,2025,명,52.7,2025,%,53.42,2025,%,91.1,2025,%
2026,0000216,남부대학교,1,본교,02,대학,03,대학교,3,사립,24,광주,00088,0000216,6,기존,5,2025,:1,69.4,2025,%,28.06,2025,명,14068.3,2025,천원,46.6,2025,권,4228289.9,2025,원,40.6,2025,%,231,2025,명,6565.5,2025,천원,63.4,2025,%,2364,2025,명,617,2025,명,753,2025,명,108,2025,명,72.97,2025,%,77.7,2025,%,99.2,2025,%
2026,0000245,남서울대학교,1,본교,02,대학,03,대학교,3,사립,44,충남,00089,0000245,6,기존,7,2025,:1,66.3,2025,%,31.33,2025,명,13567.5,2025,천원,100.3,2025,권,4230683.3,2025,원,14.4,2025,%,1544,2025,명,8356.2,2025,천원,61.4,2025,%,8922,2025,명,2202,2025,명,2060,2025,명,293,2025,명,69.27,2025,%,61.68,2025,%,100.0,2025,%
2026,0000276,남서울대학교(산업대),1,본교,02,대학,05,산업대학,3,사립,44,충남,00089,0000276,1,폐교,0,2025,:1,0.0,2025,%,0.0,2025,명,0.0,2025,천원,0.0,2025,권,0,2025,원,0.0,2025,%,0,2025,명,0.0,2025,천원,0.0,2025,%,0,2025,명,0,2025,명,0,2025,명,0,2025,명,0.0,2025,%,0.0,2025,%,0.0,2025,%
2026,0000441,농협대학교,1,본교,01,전문대학,20,전문대학,3,사립,41,경기,00090,0000441,6,기존,11.3,2025,:1,90.4,2025,%,14.5,2025,명,39525.9,2025,천원,98.5,2025,권,2882101.2,2025,원,55.3,2025,%,1,2025,명,4982.7,2025,천원,75.4,2025,%,380,2025,명,58,2025,명,127,2025,명,12,2025,명,171.43,2025,%,75.0,2025,%,100.0,2025,%
2026,0002818,능인대학원대학교,1,본교,04,대학원대학,10,전문대학원,3,사립,41,경기,00396,0002818,6,기존,-,2025,:1,50.0,2025,%,25.0,2025,명,19477.7,2025,천원,0.0,2025,권,-,2025,원,0.0,2025,%,8,2025,명,3700.0,2025,천원,85.5,2025,%,59,2025,명,40,2025,명,5,2025,명,8,2025,명,100.0,2025,%,200.0,2025,%,82.5,2025,%
2026,0000082,단국대학교,1,본교,02,대학,03,대학교,3,사립,41,경기,00091,0000082,6,기존,14.9,2025,:1,59.5,2025,%,30.13,2025,명,16068.5,2025,천원,74.1,2025,권,3490510.9,2025,원,19.2,2025,%,956,2025,명,8511.5,2025,천원,56.3,2025,%,11372,2025,명,2275,2025,명,2537,2025,명,475,2025,명,73.76,2025,%,67.19,2025,%,99.6,2025,%
