공시연도,대표학교코드,학교코드,학교명,본분교명,대학구분,학교종류,설립유형,지역명,학교상태,입학정원(학부),재학생수(학부),신입생경쟁률(학부),신입생충원율(학부),신입생충원율(학부)_기준년도,재학생충원율,재학생충원율_확보상태,raw_source_url,재학생충원율_기준시점,학생정원_raw29,학생모집정지인원_raw29,재학생수(학부)_raw29,정원내재학생수_raw29,정원내재학생충원율,입학정원(학부)_raw27,신입생충원율(학부)_raw27,신입생경쟁률(학부)_raw27,재학생수(학부)_raw31,정원내재학생수_raw31,정원외재학생수_raw31,재학생충원율_원자료파일
2026,0000640,0000640,한국개발연구원국제정책대학원대학교,본교,대학원대학,전문대학원,사립,세종,기존,240,701,-,86.3,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000578,0000578,한국골프과학기술대학교,본교,전문대학,전문대학,사립,강원,기존,160,465,1.9,100.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000247,0000247,한국공학대학교,본교,대학,대학교,사립,경기,기존,1410,7596,8.7,100.1,2025,136.9,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,5550.0,0.0,7596.0,5912.0,106.5,1410.0,100.1,8.7,7596.0,5912.0,1684.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000374,0000374,한국과학기술원,본교,대학,대학교,특별법법인,대전,기존,970,4008,10.2,101.2,2025,103.3,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,3880.0,0.0,4008.0,3525.0,90.9,970.0,101.2,10.2,4008.0,3525.0,483.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000565,0000565,한국관광대학교,본교,전문대학,전문대학,사립,경기,기존,902,1209,6.1,66.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000031,0000031,한국교원대학교,본교,대학,대학교,국립,충북,기존,546,2342,5.7,99.4,2025,107.9,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,2171.0,0.0,2342.0,2171.0,100.0,546.0,99.4,5.7,2342.0,2171.0,171.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000189,0000189,한국기술교육대학교,본교,대학,대학교,사립,충남,기존,836,4157,8.1,100.0,2025,124.3,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,3344.0,0.0,4157.0,3590.0,107.4,836.0,100.0,8.1,4157.0,3590.0,567.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0003019,0003019,한국농수산대학교,본교,전문대학,전문대학,특별법국립,전북,기존,570,1550,3.1,93.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000273,0000273,한국방송통신대학교,본교,대학,방송통신대학,국립,서울,기존,51970,92953,.2,16.7,2025,43.1,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,215500.0,0.0,92953.0,81310.0,37.7,51970.0,16.7,0.2,92953.0,81310.0,11643.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0002659,0002659,한국복지대학교,본교,전문대학,전문대학,국립,경기,폐교,0,155,0,0.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000576,0000576,한국복지사이버대학교,본교,전문대학,사이버대학(전문대학),사립,경북,기존,1000,2329,1.2,90.1,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000679,0000679,한국상담대학원대학교,본교,대학원대학,전문대학원,사립,서울,기존,91,193,-,94.5,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000191,0000191,한국성서대학교,본교,대학,대학교,사립,서울,기존,228,972,5.4,100.0,2025,108.4,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,897.0,0.0,972.0,883.0,98.4,228.0,100.0,5.4,972.0,883.0,89.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000570,0000570,한국승강기대학교,본교,전문대학,전문대학,사립,경남,기존,297,1872,1,96.3,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0003139,0003139,한국에너지공과대학교,본교,대학,대학교,특별법법인,전남,기존,100,301,20.4,97.0,2025,75.3,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,400.0,0.0,301.0,277.0,69.3,100.0,97.0,20.4,301.0,277.0,24.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000326,0000326,한국열린사이버대학교,본교,대학,사이버대학(대학),사립,서울,기존,1000,5723,1.6,96.6,2025,197.3,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,2900.0,0.0,5723.0,2754.0,95.0,1000.0,96.6,1.6,5723.0,2754.0,2969.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000522,0000522,한국영상대학교,본교,전문대학,전문대학,사립,세종,기존,1089,2953,4,92.4,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000383,0000383,한국예술종합학교,본교,대학,각종학교(대학),특별법국립,서울,기존,558,2787,24.8,96.1,2025,123.8,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,2252.0,0.0,2787.0,2640.0,117.2,558.0,96.1,24.8,2787.0,2640.0,147.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000192,0000192,한국외국어대학교,본교,대학,대학교,사립,서울,기존,3475,17101,14.3,99.9,2025,124.8,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,13704.0,0.0,17101.0,13952.0,101.8,3475.0,99.9,14.3,17101.0,13952.0,3149.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000681,0000681,한국전력국제원자력대학원대학교,본교,대학원대학,전문대학원,사립,울산,기존,70,123,-,98.6,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0003022,0003022,한국전통문화대학교,본교,대학,대학교,특별법국립,충남,기존,140,583,6.2,100.0,2025,104.1,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,560.0,0.0,583.0,563.0,100.5,140.0,100.0,6.2,583.0,563.0,20.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000032,0000032,한국체육대학교,본교,대학,대학교,국립,서울,기존,535,2339,5.9,99.8,2025,109.3,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,2140.0,0.0,2339.0,2187.0,102.2,535.0,99.8,5.9,2339.0,2187.0,152.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000182,0000182,한국침례신학대학교,본교,대학,대학교,사립,대전,기존,204,677,1.4,100.0,2025,83.5,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,811.0,0.0,677.0,662.0,81.6,204.0,100.0,1.4,677.0,662.0,15.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000585,0000585,한국폴리텍 I 대학 서울강서캠퍼스,본교,전문대학,기능대학,사립,서울,기존,255,440,1.7,82.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000584,0000584,한국폴리텍 I 대학 서울정수캠퍼스,본교,전문대학,기능대학,사립,서울,기존,485,1051,2.5,90.9,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000586,0000586,한국폴리텍 I 대학 성남캠퍼스,본교,전문대학,기능대학,사립,경기,기존,335,558,1.8,83.3,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0002912,0002912,한국폴리텍 I 대학 제주캠퍼스,본교,전문대학,기능대학,사립,제주,기존,25,52,1,100.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000590,0000590,한국폴리텍 II 대학 남인천캠퍼스,본교,전문대학,기능대학,사립,인천,기존,25,85,2,84.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000589,0000589,한국폴리텍 II 대학 인천캠퍼스,본교,전문대학,기능대학,사립,인천,기존,690,1342,1.9,82.6,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0003105,0003105,한국폴리텍 II 대학 화성캠퍼스,본교,전문대학,기능대학,사립,경기,기존,0,22,0,0.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000594,0000594,한국폴리텍 III 대학 강릉캠퍼스,본교,전문대학,기능대학,사립,강원,기존,55,106,1.7,100.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0002854,0002854,한국폴리텍 III 대학 원주캠퍼스,본교,전문대학,기능대학,사립,강원,기존,50,113,2,86.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000593,0000593,한국폴리텍 III 대학 춘천캠퍼스,본교,전문대학,기능대학,사립,강원,기존,150,213,1.5,66.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000603,0000603,한국폴리텍 IV 대학 대전캠퍼스,본교,전문대학,기능대학,사립,대전,기존,330,628,1.7,83.3,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000606,0000606,한국폴리텍 IV 대학 아산캠퍼스,본교,전문대학,기능대학,사립,충남,기존,215,388,1.4,69.9,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000604,0000604,한국폴리텍 IV 대학 청주캠퍼스,본교,전문대학,기능대학,사립,충북,기존,285,654,1.9,95.8,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000607,0000607,한국폴리텍 IV 대학 충남캠퍼스,본교,전문대학,기능대학,사립,충남,기존,105,189,.9,85.7,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000616,0000616,한국폴리텍 V 대학 광주캠퍼스,본교,전문대학,기능대학,사립,광주,기존,340,771,2.3,96.8,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0002975,0002975,한국폴리텍 V 대학 순천캠퍼스,본교,전문대학,기능대학,사립,전남,기존,0,0,0,0.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000620,0000620,한국폴리텍 V 대학 익산캠퍼스,본교,전문대학,기능대학,사립,전북,기존,50,105,1.5,76.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000619,0000619,한국폴리텍 V 대학 전남캠퍼스,본교,전문대학,기능대학,사립,전남,기존,75,123,1.7,89.3,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000617,0000617,한국폴리텍 V 대학 전북캠퍼스,본교,전문대학,기능대학,사립,전북,기존,180,359,1.6,90.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000624,0000624,한국폴리텍 VI 대학 구미캠퍼스,본교,전문대학,기능대학,사립,경북,기존,235,500,1.5,94.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000623,0000623,한국폴리텍 VI 대학 대구캠퍼스,본교,전문대학,기능대학,사립,대구,기존,275,442,1.4,79.3,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000636,0000636,한국폴리텍 VI 대학 영남융합기술캠퍼스,본교,전문대학,기능대학,사립,대구,기존,110,172,1.5,69.1,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0002674,0002674,한국폴리텍 VI 대학 영주캠퍼스,본교,전문대학,기능대학,사립,경북,기존,25,52,1,100.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0003163,0003163,한국폴리텍 VII 대학 동부산캠퍼스,본교,전문대학,기능대학,사립,부산,기존,0,5,0,0.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000632,0000632,한국폴리텍 VII 대학 부산캠퍼스,본교,전문대학,기능대학,사립,부산,기존,320,650,1.6,83.8,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000633,0000633,한국폴리텍 VII 대학 울산캠퍼스,본교,전문대학,기능대학,사립,울산,기존,280,629,2.2,100.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0003157,0003157,한국폴리텍 VII 대학 진주캠퍼스,본교,전문대학,기능대학,사립,경남,기존,0,0,0,0.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000631,0000631,한국폴리텍 VII 대학 창원캠퍼스,본교,전문대학,기능대학,사립,경남,기존,540,1413,3.2,100.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0003104,0003104,한국폴리텍 특성화대학 로봇캠퍼스,본교,전문대학,기능대학,사립,경북,기존,100,136,1.2,66.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000635,0000635,한국폴리텍 특성화대학 바이오캠퍼스,본교,전문대학,기능대학,사립,충남,기존,160,283,1.4,74.4,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000637,0000637,한국폴리텍 특성화대학 반도체융합캠퍼스,본교,전문대학,기능대학,사립,경기,기존,255,370,1.2,59.6,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000638,0000638,한국폴리텍 특성화대학 항공캠퍼스,본교,전문대학,기능대학,사립,경남,기존,135,248,1.8,76.3,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000683,0000683,한국학대학원,본교,대학원대학,일반대학원,특별법법인,경기,기존,60,236,-,78.3,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000194,0000194,한국항공대학교,본교,대학,대학교,사립,경기,기존,827,4255,13.5,100.2,2025,123.7,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,3440.0,0.0,4255.0,3604.0,104.8,827.0,100.2,13.5,4255.0,3604.0,651.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000195,0000195,한남대학교,본교,대학,대학교,사립,대전,기존,2715,11608,5.1,100.0,2025,106.2,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,10933.0,0.0,11608.0,10427.0,95.4,2715.0,100.0,5.1,11608.0,10427.0,1181.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000196,0000196,한동대학교,본교,대학,대학교,사립,경북,기존,729,3876,4.8,100.0,2025,132.9,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,2916.0,0.0,3876.0,3368.0,115.5,729.0,100.0,4.8,3876.0,3368.0,508.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000197,0000197,한라대학교,본교,대학,대학교,사립,강원,기존,867,3128,5.2,98.0,2025,88.1,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,3554.0,4.0,3128.0,2761.0,77.8,867.0,98.0,5.2,3128.0,2761.0,367.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000242,0000242,한려대학교,본교,대학,대학교,사립,전남,폐교,0,0,0,0.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000673,0000673,한림국제대학원대학교,본교,대학원대학,특수대학원,사립,서울,기존,100,280,-,97.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000198,0000198,한림대학교,본교,대학,대학교,사립,강원,기존,1849,7575,5.4,99.9,2025,102.8,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,7368.0,0.0,7575.0,7019.0,95.3,1849.0,99.9,5.4,7575.0,7019.0,556.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000553,0000553,한림성심대학교,본교,전문대학,전문대학,사립,강원,기존,786,2443,5.4,94.3,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000676,0000676,한반도국제대학원대학교,본교,대학원대학,특수대학원,사립,서울,기존,50,44,-,22.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000263,0000263,한밭대학교(산업대),본교,대학,산업대학,국립,대전,폐교,0,0,0,0.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000199,0000199,한서대학교,본교,대학,대학교,사립,충남,기존,1529,6117,7.4,99.9,2025,99.1,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,6171.0,0.0,6117.0,5582.0,90.5,1529.0,99.9,7.4,6117.0,5582.0,535.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000200,0000200,한성대학교,본교,대학,대학교,사립,서울,기존,1498,7011,10.4,100.0,2025,118.6,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,5912.0,0.0,7011.0,5921.0,100.2,1498.0,100.0,10.4,7011.0,5921.0,1090.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000201,0000201,한세대학교,본교,대학,대학교,사립,경기,기존,566,2509,11.7,99.8,2025,110.8,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,2264.0,0.0,2509.0,2340.0,103.4,566.0,99.8,11.7,2509.0,2340.0,169.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000202,0000202,한신대학교,본교,대학,대학교,사립,경기,기존,1193,5172,6.9,100.0,2025,109.6,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,4718.0,0.0,5172.0,4737.0,100.4,1193.0,100.0,6.9,5172.0,4737.0,435.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000203,0000203,한양대학교,본교,대학,대학교,사립,서울,기존,2906,16432,22,99.3,2025,138.7,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,11849.0,0.0,16432.0,11774.0,99.4,2906.0,99.3,22.0,16432.0,11774.0,4658.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000203,0000204,한양대학교(ERICA),분교,대학,대학교,사립,경기,기존,2019,10890,14.9,99.8,2025,139.3,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,7815.0,0.0,10890.0,7681.0,98.3,2019.0,99.8,14.9,10890.0,7681.0,3209.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000331,0000331,한양사이버대학교,본교,대학,사이버대학(대학),사립,서울,기존,3440,16640,1.2,81.9,2025,152.9,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,10880.0,0.0,16640.0,10635.0,97.7,3440.0,81.9,1.2,16640.0,10635.0,6005.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000554,0000554,한양여자대학교,본교,전문대학,전문대학,사립,서울,기존,2291,6503,11,100.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000555,0000555,한영대학교,본교,전문대학,전문대학,사립,전남,기존,512,1392,2.1,98.4,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000206,0000206,한일장신대학교,본교,대학,대학교,사립,전북,기존,219,699,1.5,60.3,2025,79.8,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,876.0,0.0,699.0,630.0,71.9,219.0,60.3,1.5,699.0,630.0,69.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000220,0000220,한중대학교,본교,대학,대학교,사립,강원,폐교,0,0,0,0.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000647,0000647,합동신학대학원대학교,본교,대학원대학,전문대학원,사립,경기,기존,101,216,-,82.2,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000207,0000207,협성대학교,본교,대학,대학교,사립,경기,기존,1004,3773,8.3,100.0,2025,93.9,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,4016.0,0.0,3773.0,3530.0,87.9,1004.0,100.0,8.3,3773.0,3530.0,243.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000556,0000556,혜전대학교,본교,전문대학,전문대학,사립,충남,기존,882,2943,6.4,95.9,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000208,0000208,호남대학교,본교,대학,대학교,사립,광주,기존,1537,6223,5.2,95.9,2025,102.6,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,6068.0,0.0,6223.0,5278.0,87.0,1537.0,95.9,5.2,6223.0,5278.0,945.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000209,0000209,호남신학대학교,본교,대학,대학교,사립,광주,기존,119,396,1.2,100.0,2025,83.2,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,476.0,0.0,396.0,391.0,82.1,119.0,100.0,1.2,396.0,391.0,5.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000415,0000415,호산대학교,본교,전문대학,전문대학,사립,경북,기존,676,2479,4.1,100.0,2025,,원자료 29번 매칭 실패,https://academyinfo.go.kr/main/main0830/main0830.do,,,,,,,,,,,,,academyinfo_2025_29_student_fill_school.xlsx
2026,0000211,0000211,호서대학교,본교,대학,대학교,사립,충남,기존,2881,11923,6.6,100.0,2025,103.1,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,11568.0,0.0,11923.0,10882.0,94.1,2881.0,100.0,6.6,11923.0,10882.0,1041.0,academyinfo_2025_29_student_fill_school.xlsx
2026,0000282,0000282,호원대학교,본교,대학,산업대학,사립,전북,기존,1026,5013,10.2,97.0,2025,117.2,대학알리미 4-라-1 2025년 상반기 원자료 병합,https://academyinfo.go.kr/main/main0830/main0830.do,2025 년 상반기,4277.0,0.0,5013.0,3478.0,81.3,1026.0,97.0,10.2,5013.0,3478.0,1535.0,academyinfo_2025_29_student_fill_school.xlsx
