기준년도,학교명,본분교명,전임교원 확보율(학생정원 기준),전임교원 확보율(재학생 기준)
2015,우석대학교,본교,68.28,66.67
2015,우송대학교,본교,68.87,61.89
2015,우송대학교(산업대),본교,0.0,0.0
2015,울산대학교,본교,147.58,138.99
2015,원광대학교,본교,79.18,78.1
2015,위덕대학교,본교,70.88,78.66
2015,을지대학교,본교,373.24,339.74
2015,이화여자대학교,본교,90.7,87.84
2015,인제대학교,본교,71.16,70.24
2015,인천가톨릭대학교,본교,180.0,257.14
2015,인하대학교,본교,90.07,76.66
2015,장로회신학대학교,본교,62.2,62.2
2015,전주대학교,본교,66.13,64.63
2015,정석대학,본교,0.0,0.0
2015,제주국제대학교,본교,57.23,140.0
2015,조선대학교,본교,67.28,65.86
2015,중부대학교,본교,73.9,75.83
2015,중앙대학교,본교,88.45,76.88
2015,중앙승가대학교,본교,64.0,123.08
2015,중원대학교,본교,76.44,92.98
2015,차의과학대학교,본교,197.4,224.26
2015,창신대학교,본교,68.92,87.93
2015,청운대학교,본교,67.3,57.47
2015,청주대학교,본교,72.32,71.45
2015,초당대학교,본교,69.46,87.22
2015,초당대학교(산업대),본교,0.0,0.0
2015,총신대학교,본교,70.69,68.33
2015,추계예술대학교,본교,64.47,71.01
2015,침례신학대학교,본교,43.09,44.17
2015,칼빈대학교,본교,54.55,66.67
2015,탐라대학교,본교,0.0,0.0
2015,평택대학교,본교,67.62,65.14
2015,포항공과대학교,본교,107.66,129.61
2015,한국국제대학교,본교,69.5,77.65
2015,한국기술교육대학교,본교,84.91,72.0
2015,한국산업기술대학교,본교,77.78,108.96
2015,한국산업기술대학교(산업대),본교,0.0,0.0
2015,한국성서대학교,본교,88.89,78.69
2015,한국외국어대학교,본교,89.99,81.7
2015,한국항공대학교,본교,71.3,64.44
2015,한남대학교,본교,70.54,67.77
2015,한동대학교,본교,85.12,70.1
2015,한라대학교,본교,72.73,70.83
2015,한려대학교,본교,62.0,158.97
2015,한려대학교(산업대),본교,0.0,0.0
2015,한림대학교,본교,180.97,169.71
2015,한북대학교,본교,0.0,0.0
2015,한서대학교,본교,78.55,74.37
2015,한성대학교,본교,76.37,72.01
2015,한세대학교,본교,80.0,74.58
2015,한신대학교,본교,71.26,66.92
2015,한양대학교,본교,90.98,80.91
2015,한일장신대학교,본교,68.66,79.31
2015,한중대학교,본교,53.15,110.14
2015,협성대학교,본교,71.18,75.12
2015,호남대학교,본교,77.75,73.6
2015,호남신학대학교,본교,64.52,76.92
2015,호서대학교,본교,66.62,65.08
2015,호원대학교,본교,67.68,64.73
2015,홍익대학교,본교,72.95,66.0
2016,가야대학교(김해),본교,67.88,73.81
2016,가천대학교,본교,92.84,82.47
2016,가톨릭관동대학교,본교,91.33,97.96
2016,가톨릭대학교,본교,67.12,64.51
2016,감리교신학대학교,본교,37.5,34.62
2016,강남대학교,본교,76.6,74.45
2016,강서대학교,본교,77.61,78.79
2016,건국대학교,본교,77.56,68.79
2016,건양대학교,본교,84.49,80.2
2016,경기대학교,본교,71.88,67.65
2016,경남대학교,본교,69.8,73.66
2016,경동대학교,본교,68.45,75.29
2016,경성대학교,본교,74.38,72.58
2016,경운대학교,본교,76.38,92.82
2016,경운대학교(산업대),본교,0.0,0.0
2016,경일대학교,본교,75.52,72.29
2016,경주대학교,본교,68.25,116.22
2016,경희대학교,본교,89.3,77.12
2016,계명대학교,본교,82.61,76.75
2016,고려대학교,본교,98.7,91.17
2016,고신대학교,본교,110.04,110.04
2016,광신대학교,본교,84.75,102.04
2016,광운대학교,본교,77.7,69.54
2016,광주가톨릭대학교,본교,177.78,320.0
2016,광주대학교,본교,76.18,72.75
2016,광주여자대학교,본교,72.25,71.13
2016,국민대학교,본교,86.15,74.71
2016,극동대학교,본교,70.56,75.12
2016,금강대학교,본교,100.0,121.74
2016,김천대학교,본교,69.68,71.98
2016,꽃동네대학교,본교,81.48,88.0
2016,나사렛대학교,본교,68.7,65.5
2016,남부대학교,본교,72.94,73.37
2016,남서울대학교,본교,73.8,84.5
2016,남서울대학교(산업대),본교,0.0,0.0
2016,단국대학교,본교,76.88,71.82
2016,대구가톨릭대학교,본교,94.1,86.97
2016,대구대학교,본교,70.42,68.28
2016,대구예술대학교,본교,50.54,65.28
2016,대구외국어대학교,본교,71.43,107.14
2016,대구한의대학교,본교,67.82,65.89
2016,대신대학교,본교,75.0,108.0
2016,대전가톨릭대학교,본교,100.0,200.0
2016,대전대학교,본교,68.61,68.48
2016,대전신학교,본교,0.0,0.0
2016,대전신학대학교,본교,58.82,71.43
2016,대진대학교,본교,70.13,71.62
2016,덕성여자대학교,본교,74.03,67.25
2016,동국대학교,본교,88.65,79.06
2016,동덕여자대학교,본교,70.0,68.79
2016,동명대학교,본교,75.07,69.88
2016,동서대학교,본교,73.63,68.75
2016,동신대학교,본교,76.78,72.05
2016,동아대학교,본교,84.06,79.17
2016,동양대학교,본교,69.06,72.3
2016,동의대학교,본교,76.63,75.38
2016,루터대학교,본교,80.95,89.47
2016,명지대학교,본교,85.71,80.68
2016,목원대학교,본교,71.67,70.0
2016,목포가톨릭대학교,본교,72.0,64.29
2016,배재대학교,본교,72.79,70.24
2016,백석대학교,본교,74.22,72.28
2016,부산가톨릭대학교,본교,75.0,69.46
2016,부산외국어대학교,본교,80.0,73.18
2016,부산장신대학교,본교,82.14,88.46
2016,삼육대학교,본교,76.32,70.49
2016,상명대학교,본교,81.42,68.85
2016,상지대학교,본교,66.59,75.68
2016,서강대학교,본교,76.81,78.62
2016,서경대학교,본교,75.77,69.81
2016,서남대학교,본교,73.81,179.71
2016,서울기독대학교,본교,68.09,86.49
2016,서울신학대학교,본교,67.35,65.13
2016,서울여자대학교,본교,71.39,66.12
2016,서울장신대학교,본교,86.05,86.05
2016,서울한영대학교,본교,91.49,87.76
2016,서원대학교,본교,73.07,69.82
2016,선문대학교,본교,76.61,74.62
2016,성결대학교,본교,79.09,75.91
2016,성공회대학교,본교,70.0,73.04
2016,성균관대학교,본교,119.03,103.03
2016,성신여자대학교,본교,70.64,69.02
2016,세명대학교,본교,70.18,70.0
2016,세종대학교,본교,73.52,66.82
2016,세한대학교,본교,69.67,73.5
2016,송원대학교,본교,80.26,100.83
2016,수원가톨릭대학교,본교,63.16,133.33
2016,수원대학교,본교,71.38,75.05
2016,숙명여자대학교,본교,80.76,80.07
2016,순복음총회신학교,본교,88.24,100.0
2016,순천향대학교,본교,145.08,143.14
2016,숭실대학교,본교,76.83,67.21
2016,신경대학교,본교,89.09,128.95
2016,신라대학교,본교,77.11,73.99
2016,신한대학교,본교,85.45,74.6
2016,아세아연합신학대학교,본교,74.07,85.71
2016,아주대학교,본교,99.42,88.43
2016,안양대학교,본교,71.03,78.51
2016,연세대학교,본교,107.85,91.4
2016,영남대학교,본교,81.29,75.02
2016,영남신학대학교,본교,78.57,97.06
2016,영산대학교,본교,83.67,83.11
2016,영산대학교(산업대),본교,0.0,0.0
2016,영산선학대학교,본교,175.0,700.0
2016,예수대학교,본교,85.71,80.0
2016,예원예술대학교,본교,130.23,169.7
2016,용인대학교,본교,69.37,66.76
2016,우석대학교,본교,65.1,63.68
2016,우송대학교,본교,73.5,65.48
2016,우송대학교(산업대),본교,0.0,0.0
2016,울산대학교,본교,148.72,144.43
2016,원광대학교,본교,76.81,78.22
2016,위덕대학교,본교,71.82,80.75
2016,유원대학교,본교,67.16,76.54
2016,을지대학교,본교,359.15,335.53
2016,이화여자대학교,본교,90.34,86.14
2016,인제대학교,본교,72.57,72.3
2016,인천가톨릭대학교,본교,200.0,285.71
2016,인하대학교,본교,89.92,78.85
2016,장로회신학대학교,본교,61.42,61.42
2016,전주대학교,본교,66.79,64.67
2016,정석대학,본교,0.0,0.0
2016,제주국제대학교,본교,56.97,110.59
2016,조선대학교,본교,66.18,65.44
2016,중부대학교,본교,70.45,71.63
2016,중앙대학교,본교,87.31,77.01
2016,중앙승가대학교,본교,80.0,153.85
2016,중원대학교,본교,81.55,97.11
2016,차의과학대학교,본교,211.22,225.0
2016,창신대학교,본교,82.47,108.11
2016,청운대학교,본교,68.94,57.96
2016,청주대학교,본교,72.95,72.82
2016,초당대학교,본교,67.08,77.14
2016,초당대학교(산업대),본교,0.0,0.0
2016,총신대학교,본교,74.14,70.11
2016,추계예술대학교,본교,65.33,70.0
2016,침례신학대학교,본교,42.98,43.33
2016,칼빈대학교,본교,57.58,67.86
2016,탐라대학교,본교,0.0,0.0
2016,평택대학교,본교,71.77,69.77
2016,포항공과대학교,본교,108.87,128.57
2016,한국국제대학교,본교,71.81,78.95
2016,한국기술교육대학교,본교,86.67,77.12
2016,한국산업기술대학교,본교,82.15,91.73
2016,한국산업기술대학교(산업대),본교,0.0,0.0
2016,한국성서대학교,본교,81.82,78.95
2016,한국외국어대학교,본교,89.8,80.92
2016,한국항공대학교,본교,71.03,64.96
2016,한남대학교,본교,72.09,71.03
2016,한동대학교,본교,85.71,71.64
2016,한라대학교,본교,75.27,72.49
2016,한려대학교,본교,61.7,152.63
2016,한림대학교,본교,179.15,174.45
2016,한북대학교,본교,0.0,0.0
2016,한서대학교,본교,77.9,72.87
2016,한성대학교,본교,76.47,74.29
2016,한세대학교,본교,79.88,74.86
2016,한신대학교,본교,71.14,68.63
2016,한양대학교,본교,92.59,80.32
2016,한일장신대학교,본교,69.23,77.59
2016,한중대학교,본교,54.74,133.93
2016,협성대학교,본교,70.22,75.6
2016,호남대학교,본교,77.22,73.35
2016,호남신학대학교,본교,62.3,74.51
2016,호서대학교,본교,71.56,71.13
2016,호원대학교,본교,72.48,68.75
2016,홍익대학교,본교,73.06,66.33
2017,가야대학교(김해),본교,69.85,75.4
2017,가천대학교,본교,95.5,84.88
2017,가톨릭관동대학교,본교,109.96,122.41
2017,가톨릭대학교,본교,70.17,68.1
2017,감리교신학대학교,본교,36.11,34.21
2017,강남대학교,본교,78.5,77.24
2017,강서대학교,본교,75.76,78.13
2017,건국대학교,본교,76.89,68.02
2017,건양대학교,본교,83.71,80.54
2017,건양사이버대학교,본교,100.0,100.0
2017,경기대학교,본교,73.75,70.66
2017,경남대학교,본교,71.59,76.51
2017,경동대학교,본교,80.0,78.43
2017,경성대학교,본교,76.44,75.54
2017,경운대학교,본교,85.02,93.33
2017,경운대학교(산업대),본교,0.0,0.0
2017,경일대학교,본교,77.44,74.27
2017,경주대학교,본교,60.12,109.78
2017,경희대학교,본교,92.9,81.57
2017,경희사이버대학교,본교,106.12,113.04
2017,계명대학교,본교,83.44,79.17
2017,고려대학교,본교,98.17,91.48
2017,고려사이버대학교,본교,113.16,89.58
2017,고신대학교,본교,113.36,112.95
2017,광신대학교,본교,87.72,106.38
2017,광운대학교,본교,77.59,71.06
2017,광주가톨릭대학교,본교,166.67,300.0
2017,광주대학교,본교,75.68,72.83
2017,광주여자대학교,본교,71.35,69.47
2017,국민대학교,본교,86.06,75.0
2017,국제사이버대학교,본교,114.29,106.67
2017,극동대학교,본교,71.01,79.03
2017,글로벌사이버대학교,본교,93.75,125.0
2017,금강대학교,본교,107.14,130.43
2017,김천대학교,본교,83.87,93.98
2017,꽃동네대학교,본교,84.62,95.65
2017,나사렛대학교,본교,80.42,75.1
2017,남부대학교,본교,74.1,71.1
2017,남서울대학교,본교,77.9,80.05
2017,남서울대학교(산업대),본교,0.0,0.0
2017,단국대학교,본교,76.92,72.25
2017,대구가톨릭대학교,본교,94.01,87.62
2017,대구대학교,본교,71.14,70.83
2017,대구사이버대학교,본교,130.0,108.33
2017,대구예술대학교,본교,48.39,66.18
2017,대구외국어대학교,본교,66.67,107.69
2017,대구한의대학교,본교,71.2,70.43
2017,대신대학교,본교,66.67,85.71
2017,대전가톨릭대학교,본교,91.67,220.0
2017,대전대학교,본교,69.29,70.23
2017,대전신학교,본교,0.0,0.0
2017,대전신학대학교,본교,52.94,75.0
2017,대진대학교,본교,71.58,74.11
2017,덕성여자대학교,본교,75.58,70.4
2017,동국대학교,본교,94.21,85.04
2017,동덕여자대학교,본교,71.69,71.26
2017,동명대학교,본교,76.36,71.5
2017,동서대학교,본교,73.61,69.46
2017,동신대학교,본교,78.06,73.95
2017,동아대학교,본교,84.98,80.62
2017,동양대학교,본교,71.95,73.61
2017,동의대학교,본교,75.91,72.33
2017,디지털서울문화예술대학교,본교,127.78,115.0
2017,루터대학교,본교,105.0,116.67
2017,명지대학교,본교,86.02,80.0
2017,목원대학교,본교,73.65,73.46
2017,목포가톨릭대학교,본교,84.0,77.78
2017,배재대학교,본교,75.7,76.78
2017,백석대학교,본교,75.61,74.48
2017,부산가톨릭대학교,본교,79.14,72.55
2017,부산디지털대학교,본교,113.33,121.43
2017,부산외국어대학교,본교,81.46,74.94
2017,부산장신대학교,본교,82.76,96.0
2017,사이버한국외국어대학교,본교,133.33,110.34
2017,삼육대학교,본교,83.65,76.39
2017,상명대학교,본교,80.88,68.98
2017,상지대학교,본교,68.41,81.85
2017,서강대학교,본교,75.18,77.37
2017,서경대학교,본교,76.63,69.47
2017,서남대학교,본교,119.05,273.44
2017,서울기독대학교,본교,73.33,91.67
2017,서울디지털대학교,본교,110.0,93.22
2017,서울사이버대학교,본교,105.66,107.69
2017,서울신학대학교,본교,70.75,68.87
2017,서울여자대학교,본교,72.37,69.45
2017,서울장신대학교,본교,90.48,88.37
2017,서울한영대학교,본교,91.3,93.33
2017,서원대학교,본교,78.68,73.82
2017,선문대학교,본교,77.1,75.22
2017,성결대학교,본교,77.39,76.23
2017,성공회대학교,본교,69.75,71.55
2017,성균관대학교,본교,121.27,106.44
2017,성신여자대학교,본교,71.31,70.85
2017,세명대학교,본교,73.15,74.09
2017,세종대학교,본교,79.57,71.66
2017,세종사이버대학교,본교,97.14,117.24
2017,세한대학교,본교,70.53,72.28
2017,송원대학교,본교,81.41,98.45
2017,수원가톨릭대학교,본교,47.37,112.5
2017,수원대학교,본교,75.61,78.9
2017,숙명여자대학교,본교,79.41,81.1
2017,순복음총회신학교,본교,93.75,136.36
2017,순천향대학교,본교,153.32,152.28
2017,숭실대학교,본교,78.35,68.25
2017,숭실사이버대학교,본교,132.0,113.79
2017,신경대학교,본교,79.63,130.3
2017,신라대학교,본교,79.32,75.7
2017,신한대학교,본교,59.15,53.85
2017,아세아연합신학대학교,본교,73.75,85.51
2017,아주대학교,본교,103.38,93.11
2017,안양대학교,본교,74.0,79.4
2017,연세대학교,본교,108.7,94.3
2017,영남대학교,본교,81.35,76.51
2017,영남신학대학교,본교,75.61,91.18
2017,영산대학교,본교,70.27,73.24
2017,영산대학교(산업대),본교,0.0,0.0
2017,영산선학대학교,본교,175.0,700.0
2017,예수대학교,본교,82.14,79.31
2017,예원예술대학교,본교,132.61,169.44
2017,용인대학교,본교,71.0,69.53
2017,우석대학교,본교,67.34,66.33
2017,우송대학교,본교,84.05,71.09
2017,우송대학교(산업대),본교,0.0,0.0
2017,울산대학교,본교,150.95,150.34
2017,원광대학교,본교,80.53,84.13
2017,원광디지털대학교,본교,116.67,112.0
2017,위덕대학교,본교,73.18,80.86
2017,유원대학교,본교,67.48,78.09
2017,을지대학교,본교,358.33,353.42
2017,이화여자대학교,본교,90.88,86.55
2017,인제대학교,본교,73.8,74.66
2017,인천가톨릭대학교,본교,244.44,366.67
2017,인하대학교,본교,90.47,80.37
2017,장로회신학대학교,본교,62.2,62.7
2017,전주대학교,본교,70.5,67.98
2017,정석대학,본교,0.0,0.0
2017,제주국제대학교,본교,51.81,106.17
2017,조선대학교,본교,69.09,68.86
2017,중부대학교,본교,71.22,72.1
2017,중앙대학교,본교,89.0,76.69
2017,중앙승가대학교,본교,76.0,146.15
2017,중원대학교,본교,77.45,87.29
2017,차의과학대학교,본교,207.77,204.78
2017,창신대학교,본교,81.19,100.0
2017,청운대학교,본교,75.0,62.5
2017,청주대학교,본교,71.94,74.18
2017,초당대학교,본교,67.5,72.48
2017,초당대학교(산업대),본교,0.0,0.0
2017,총신대학교,본교,72.41,68.85
2017,추계예술대학교,본교,64.47,70.0
2017,침례신학대학교,본교,42.86,43.59
2017,칼빈대학교,본교,75.0,85.71
2017,탐라대학교,본교,0.0,0.0
2017,평택대학교,본교,80.29,79.52
2017,포항공과대학교,본교,115.64,135.1
2017,한국국제대학교,본교,71.51,78.85
2017,한국기술교육대학교,본교,88.41,77.87
2017,한국산업기술대학교,본교,93.24,92.0
2017,한국산업기술대학교(산업대),본교,0.0,0.0
2017,한국성서대학교,본교,83.64,79.31
2017,한국열린사이버대학교,본교,100.0,75.0
2017,한국외국어대학교,본교,90.59,80.12
2017,한국항공대학교,본교,76.89,70.26
2017,한남대학교,본교,73.08,73.33
2017,한동대학교,본교,88.69,72.33
2017,한라대학교,본교,75.42,73.77
2017,한려대학교,본교,63.22,177.42
2017,한림대학교,본교,182.09,180.04
2017,한북대학교,본교,0.0,0.0
2017,한서대학교,본교,75.35,69.45
2017,한성대학교,본교,77.18,76.72
2017,한세대학교,본교,81.37,75.72
2017,한신대학교,본교,70.25,69.67
2017,한양대학교,본교,89.33,81.11
2017,한양사이버대학교,본교,116.95,90.79
2017,한일장신대학교,본교,70.31,81.82
2017,한중대학교,본교,51.94,159.52
2017,협성대학교,본교,74.09,80.69
2017,호남대학교,본교,80.46,74.27
2017,호남신학대학교,본교,62.3,77.55
2017,호서대학교,본교,72.49,74.41
2017,호원대학교,본교,70.63,65.68
2017,홍익대학교,본교,73.62,68.25
2017,화신사이버대학교,본교,142.86,166.67
2018,가야대학교(김해),본교,70.37,74.22
2018,가천대학교,본교,100.33,87.82
2018,가톨릭관동대학교,본교,100.22,109.13
2018,가톨릭대학교,본교,72.32,68.63
2018,감리교신학대학교,본교,34.72,33.33
2018,강남대학교,본교,78.33,74.6
2018,강서대학교,본교,66.15,66.15
2018,건국대학교,본교,77.74,68.13
2018,건양대학교,본교,86.25,81.18
2018,건양사이버대학교,본교,100.0,88.89
2018,경기대학교,본교,80.81,79.33
2018,경남대학교,본교,72.76,75.54
2018,경동대학교,본교,83.18,75.42
2018,경성대학교,본교,74.35,71.38
2018,경운대학교,본교,83.88,89.82
2018,경운대학교(산업대),본교,0.0,0.0
2018,경일대학교,본교,77.95,74.7
2018,경주대학교,본교,57.14,123.53
2018,경희대학교,본교,93.94,80.83
2018,경희사이버대학교,본교,104.0,113.04
2018,계명대학교,본교,87.33,82.24
2018,고려대학교,본교,97.35,91.15
2018,고려사이버대학교,본교,107.69,91.3
2018,고신대학교,본교,116.18,119.25
2018,광신대학교,본교,85.71,94.12
2018,광운대학교,본교,77.2,72.06
2018,광주가톨릭대학교,본교,166.67,300.0
2018,광주대학교,본교,79.38,72.68
2018,광주여자대학교,본교,75.14,73.51
2018,국민대학교,본교,83.94,71.25
2018,국제사이버대학교,본교,107.14,93.75
2018,극동대학교,본교,72.91,79.14
2018,글로벌사이버대학교,본교,106.67,133.33
2018,금강대학교,본교,107.69,121.74
2018,김천대학교,본교,85.25,96.89
2018,꽃동네대학교,본교,84.62,91.67
2018,나사렛대학교,본교,79.15,74.4
2018,남부대학교,본교,77.3,71.59
2018,남서울대학교,본교,81.69,76.12
2018,남서울대학교(산업대),본교,0.0,0.0
2018,단국대학교,본교,76.32,70.43
2018,대구가톨릭대학교,본교,96.59,91.05
2018,대구대학교,본교,71.18,71.35
2018,대구사이버대학교,본교,130.0,113.04
2018,대구예술대학교,본교,47.25,71.67
2018,대구한의대학교,본교,71.27,67.01
2018,대신대학교,본교,77.14,90.0
2018,대전가톨릭대학교,본교,108.33,260.0
2018,대전대학교,본교,70.55,70.55
2018,대전신학대학교,본교,70.59,109.09
2018,대진대학교,본교,73.78,74.18
2018,덕성여자대학교,본교,75.68,71.01
2018,동국대학교,본교,94.2,84.9
2018,동덕여자대학교,본교,73.39,71.64
2018,동명대학교,본교,77.56,72.54
2018,동서대학교,본교,75.94,72.31
2018,동신대학교,본교,79.04,74.01
2018,동아대학교,본교,84.8,80.26
2018,동양대학교,본교,73.15,73.49
2018,동의대학교,본교,76.53,72.76
2018,디지털서울문화예술대학교,본교,110.53,110.53
2018,루터대학교,본교,85.0,100.0
2018,명지대학교,본교,84.49,76.83
2018,목원대학교,본교,72.93,72.93
2018,목포가톨릭대학교,본교,84.0,80.77
2018,배재대학교,본교,75.18,75.0
2018,백석대학교,본교,76.47,73.73
2018,부산가톨릭대학교,본교,80.98,73.76
2018,부산디지털대학교,본교,126.67,146.15
2018,부산외국어대학교,본교,79.37,72.51
2018,부산장신대학교,본교,82.76,104.35
2018,사이버한국외국어대학교,본교,137.5,110.0
2018,삼육대학교,본교,80.69,71.82
2018,상명대학교,본교,83.44,72.18
2018,상지대학교,본교,68.22,80.73
2018,서강대학교,본교,73.39,76.11
2018,서경대학교,본교,84.27,75.31
2018,서울기독대학교,본교,73.33,84.62
2018,서울디지털대학교,본교,112.0,98.25
2018,서울사이버대학교,본교,107.41,109.43
2018,서울신학대학교,본교,71.03,67.76
2018,서울여자대학교,본교,71.04,67.93
2018,서울장신대학교,본교,90.48,92.68
2018,서울한영대학교,본교,91.11,102.5
2018,서원대학교,본교,77.07,73.78
2018,선문대학교,본교,76.21,72.85
2018,성결대학교,본교,70.27,69.73
2018,성공회대학교,본교,76.92,79.65
2018,성균관대학교,본교,124.7,106.34
2018,성신여자대학교,본교,70.72,70.41
2018,세명대학교,본교,74.67,74.87
2018,세종대학교,본교,84.94,75.88
2018,세종사이버대학교,본교,97.14,97.14
2018,세한대학교,본교,74.63,73.89
2018,송원대학교,본교,71.61,79.29
2018,수원가톨릭대학교,본교,42.11,88.89
2018,수원대학교,본교,74.8,75.84
2018,숙명여자대학교,본교,79.03,80.57
2018,순복음총회신학교,본교,81.25,118.18
2018,순천향대학교,본교,159.52,154.44
2018,숭실대학교,본교,81.03,68.82
2018,숭실사이버대학교,본교,136.0,117.24
2018,신경대학교,본교,69.23,112.5
2018,신라대학교,본교,77.14,71.22
2018,신한대학교,본교,65.28,62.67
2018,아세아연합신학대학교,본교,74.68,88.06
2018,아주대학교,본교,106.57,94.2
2018,안양대학교,본교,71.72,73.53
2018,연세대학교,본교,108.65,95.66
2018,영남대학교,본교,79.79,75.59
2018,영남신학대학교,본교,80.0,91.43
2018,영산대학교,본교,74.65,71.62
2018,영산선학대학교,본교,175.0,700.0
2018,예수대학교,본교,78.57,73.33
2018,예원예술대학교,본교,118.0,155.26
2018,용인대학교,본교,68.39,66.37
2018,우석대학교,본교,74.22,72.89
2018,우송대학교,본교,96.37,77.82
2018,우송대학교(산업대),본교,0.0,0.0
2018,울산대학교,본교,154.51,155.57
2018,원광대학교,본교,81.29,82.99
2018,원광디지털대학교,본교,104.0,100.0
2018,위덕대학교,본교,72.57,79.87
2018,유원대학교,본교,80.4,89.39
2018,을지대학교,본교,368.06,353.33
2018,이화여자대학교,본교,91.82,88.02
2018,인제대학교,본교,74.37,76.91
2018,인천가톨릭대학교,본교,255.56,383.33
2018,인하대학교,본교,91.56,80.6
2018,장로회신학대학교,본교,62.2,64.23
2018,전주대학교,본교,77.9,73.3
2018,정석대학,본교,0.0,0.0
2018,제주국제대학교,본교,47.24,102.67
2018,조선대학교,본교,74.8,73.37
2018,중부대학교,본교,72.39,72.03
2018,중앙대학교,본교,95.01,79.73
2018,중앙승가대학교,본교,68.0,154.55
2018,중원대학교,본교,78.11,79.29
2018,차의과학대학교,본교,199.54,190.0
2018,창신대학교,본교,78.85,86.32
2018,청운대학교,본교,73.83,60.58
2018,청주대학교,본교,72.0,75.14
2018,초당대학교,본교,79.49,78.98
2018,초당대학교(산업대),본교,0.0,0.0
2018,총신대학교,본교,70.52,68.54
2018,추계예술대학교,본교,72.46,75.76
2018,침례신학대학교,본교,39.83,43.12
2018,칼빈대학교,본교,68.75,56.41
2018,탐라대학교,본교,0.0,0.0
2018,평택대학교,본교,77.45,79.8
2018,포항공과대학교,본교,112.75,136.06
2018,한국국제대학교,본교,74.19,85.82
2018,한국기술교육대학교,본교,87.75,79.2
2018,한국산업기술대학교,본교,93.94,86.11
2018,한국산업기술대학교(산업대),본교,0.0,0.0
2018,한국성서대학교,본교,81.48,73.33
2018,한국열린사이버대학교,본교,88.24,60.0
2018,한국외국어대학교,본교,90.99,79.02
2018,한국항공대학교,본교,81.9,76.44
2018,한남대학교,본교,73.95,70.5
2018,한동대학교,본교,90.42,74.38
2018,한라대학교,본교,71.84,70.62
2018,한려대학교,본교,67.09,176.67
2018,한림대학교,본교,179.13,181.21
2018,한북대학교,본교,0.0,0.0
2018,한서대학교,본교,80.53,71.65
2018,한성대학교,본교,78.77,74.85
2018,한세대학교,본교,81.48,77.19
2018,한신대학교,본교,73.53,72.02
2018,한양대학교,본교,94.13,84.3
2018,한양사이버대학교,본교,116.95,93.24
2018,한일장신대학교,본교,70.31,78.95
2018,협성대학교,본교,73.15,77.45
2018,호남대학교,본교,79.53,70.53
2018,호남신학대학교,본교,61.67,74.0
2018,호서대학교,본교,70.79,71.56
2018,호원대학교,본교,68.2,61.51
2018,홍익대학교,본교,75.0,67.58
2018,화신사이버대학교,본교,171.43,171.43
2019,가야대학교(김해),본교,64.44,73.11
2019,가천대학교,본교,101.01,86.42
2019,가톨릭관동대학교,본교,97.12,106.83
2019,가톨릭대학교,본교,72.39,68.35
2019,감리교신학대학교,본교,34.72,32.89
2019,강남대학교,본교,79.6,75.32
2019,강서대학교,본교,71.88,73.02
2019,건국대학교,본교,75.87,66.41
2019,건양대학교,본교,88.54,85.8
2019,건양사이버대학교,본교,140.0,110.53
2019,경기대학교,본교,75.27,71.36
2019,경남대학교,본교,72.79,77.53
2019,경동대학교,본교,114.49,101.28
2019,경성대학교,본교,74.61,72.22
2019,경운대학교,본교,81.82,88.0
2019,경일대학교,본교,78.75,75.22
2019,경주대학교,본교,50.34,131.58
2019,경희대학교,본교,95.16,79.67
2019,경희사이버대학교,본교,106.12,106.12
2019,계명대학교,본교,88.24,81.7
2019,고려대학교,본교,97.5,92.2
2019,고려사이버대학교,본교,112.82,95.65
2019,고신대학교,본교,110.74,114.56
2019,광신대학교,본교,87.72,98.04
2019,광운대학교,본교,76.5,68.45
2019,광주가톨릭대학교,본교,160.0,320.0
2019,광주대학교,본교,74.54,71.89
2019,광주여자대학교,본교,73.89,73.08
2019,국민대학교,본교,84.21,69.64
2019,국제사이버대학교,본교,100.0,93.75
2019,극동대학교,본교,73.0,81.11
2019,글로벌사이버대학교,본교,113.33,130.77
2019,금강대학교,본교,87.5,123.53
2019,김천대학교,본교,82.95,90.12
2019,꽃동네대학교,본교,96.0,100.0
2019,나사렛대학교,본교,75.0,71.9
2019,남부대학교,본교,77.78,73.68
2019,남서울대학교,본교,81.9,75.27
2019,남서울대학교(산업대),본교,0.0,0.0
2019,단국대학교,본교,75.66,68.64
2019,대구가톨릭대학교,본교,91.29,88.63
2019,대구대학교,본교,71.28,71.53
2019,대구사이버대학교,본교,114.29,109.09
2019,대구예술대학교,본교,45.56,73.21
2019,대구한의대학교,본교,69.61,69.42
2019,대신대학교,본교,85.71,96.77
2019,대전가톨릭대학교,본교,100.0,240.0
2019,대전대학교,본교,70.79,70.51
2019,대전신학대학교,본교,70.59,120.0
2019,대진대학교,본교,72.05,72.05
2019,덕성여자대학교,본교,73.05,70.04
2019,동국대학교,본교,90.77,80.85
2019,동덕여자대학교,본교,71.3,68.96
2019,동명대학교,본교,77.05,70.47
2019,동서대학교,본교,76.69,72.26
2019,동신대학교,본교,78.51,76.32
2019,동아대학교,본교,81.56,78.66
2019,동양대학교,본교,72.09,73.46
2019,동의대학교,본교,72.92,71.13
2019,디지털서울문화예술대학교,본교,110.53,110.53
2019,루터대학교,본교,78.95,88.24
2019,명지대학교,본교,83.29,75.77
2019,목원대학교,본교,71.76,70.5
2019,목포가톨릭대학교,본교,87.5,87.5
2019,배재대학교,본교,74.09,73.03
2019,백석대학교,본교,76.08,73.91
