reference_year,row_no,university_name,school_type,founding_type,region_name,size_group,university_total_settlement,books_purchase_expense,serials_purchase_expense,non_book_purchase_expense,electronic_resources_total,electronic_journals_expense,web_db_expense,subscribed_ebook_expense,other_electronic_resources_expense,total_material_purchase_expense,enrolled_students_current_year,material_purchase_expense_per_student,source_file_name,metric_calc_status,metric_value_was_infinite_or_invalid,scope_school_id,is_scope34_exact,is_comparison11,standardization_source,material_purchase_expense_per_student_formula_recalculated
2012,224,성균관대학교,대학,사립,서울,A그룹,487669551000,1303322518,636338831,36480827,1777232187,790144800,0,351362990,4894882153,4894882153,26353,185742.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000133,True,False,processed_csv_candidate_not_raw_verified,185742.88137972905
2012,227,성신여자대학교,대학,사립,서울,A그룹,149507140000,268416540,168602355,12835000,247794243,120794725,0,38748400,857191263,857191263,11381,75317.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000136,True,True,processed_csv_candidate_not_raw_verified,75317.74562867937
2012,233,세종대학교,대학,사립,서울,A그룹,140125880000,254010000,87017000,22854000,1051004000,760999000,0,221126000,2397010000,2397010000,13610,176121.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000138,True,True,processed_csv_candidate_not_raw_verified,176121.23438648053
2012,244,숙명여자대학교,대학,사립,서울,A그룹,166706301000,580000000,373870895,119955838,931109155,303860087,0,11112422,2319908397,2319908397,13643,170043.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000141,True,True,processed_csv_candidate_not_raw_verified,170043.86110093087
2012,249,숭실대학교,대학,사립,서울,A그룹,235295899000,1013675272,168765155,5654270,617461985,219145094,0,189045447,2213747223,2213747223,17073,129663.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000143,True,True,processed_csv_candidate_not_raw_verified,129663.6339834827
2012,269,연세대학교,대학,사립,서울,A그룹,902663063000,1478176763,447807973,75112800,4003141761,1114857813,0,251516861,7370613971,7370613971,30753,239671.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000149,True,False,processed_csv_candidate_not_raw_verified,239671.38071082495
2012,304,이화여자대학교,대학,사립,서울,A그룹,499809943000,985604688,720748708,23762275,2161097794,670903272,0,171392351,4733509088,4733509088,21954,215610.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000163,True,True,processed_csv_candidate_not_raw_verified,215610.32558986972
2012,313,장로회신학대학교,대학,사립,서울,C그룹,32422607000,140617759,49715360,6477690,28676288,27471104,0,4400000,257358201,257358201,2279,112925.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000170,True,False,processed_csv_candidate_not_raw_verified,112925.93286529179
2012,334,중앙대학교,대학,사립,서울,A그룹,399217431000,2655041355,608369378,55249766,1374886541,724196375,0,172782026,5590525441,5590525441,28525,195986.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000175,True,False,processed_csv_candidate_not_raw_verified,195986.86909728308
2012,348,총신대학교,대학,사립,서울,C그룹,71659027000,195852759,63627275,1726260,20800000,61191118,0,18141000,361338412,361338412,3612,100038.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000180,True,False,processed_csv_candidate_not_raw_verified,100038.3200442968
2012,349,추계예술대학교,대학,사립,서울,C그룹,30822067000,82770340,18346100,22882340,0,9474000,0,5000000,138472780,138472780,1421,97447.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000181,True,False,processed_csv_candidate_not_raw_verified,97447.41731175229
2012,378,한국성서대학교,대학,사립,서울,C그룹,14561014000,39737134,18725900,350910,0,44437697,0,3950000,107201641,107201641,1327,80785.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000191,True,False,processed_csv_candidate_not_raw_verified,80784.95930670686
2012,384,한국외국어대학교,대학,사립,서울,A그룹,221810489000,1002878044,409471471,51895535,740838200,258746460,0,29500000,2493329710,2493329710,19934,125079.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000192,True,False,processed_csv_candidate_not_raw_verified,125079.24701515
2012,436,한성대학교,대학,사립,서울,B그룹,89514602000,535904770,56859813,10568090,180376036,155507394,0,164654378,1103870481,1103870481,8295,133076.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000200,True,True,processed_csv_candidate_not_raw_verified,133076.61012658227
2012,439,한양대학교,대학,사립,서울,A그룹,495623997000,1380932750,721142953,34998200,2022483153,917936412,0,449379642,5526873110,5526873110,23385,236342.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000203,True,False,processed_csv_candidate_not_raw_verified,236342.6602522985
2012,454,홍익대학교,대학,사립,서울,A그룹,322993163000,1100719051,391763636,22603890,1077746032,347883740,0,146472274,3087188623,3087188623,22373,137987.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000212,True,False,processed_csv_candidate_not_raw_verified,137987.24458052116
2013,8,감리교신학대학교,대학,사립,서울,C그룹,16345241000,61988670,30645952,1109750,13860000,20823840,0,14594000,143022212,143022212,1587,90121.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000050,True,False,processed_csv_candidate_not_raw_verified,90121.1165721487
2013,12,강서대학교,대학,사립,서울,C그룹,18748421000,16922940,31719152,1909470,14630000,29578020,0,2200000,96959582,96959582,1633,59375.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000079,True,False,processed_csv_candidate_not_raw_verified,59375.126760563384
2013,18,건국대학교,대학,사립,서울,A그룹,389767953000,845165693,111450914,6167170,807647241,894156933,0,135412049,2800000000,2800000000,21115,132607.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000052,True,False,processed_csv_candidate_not_raw_verified,132607.1513142316
2013,43,경희대학교,대학,사립,서울,A그룹,458623665000,1961705342,580562579,28073160,3014381855,1243999193,0,458930943,7287653072,7287653072,32118,226902.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000066,True,False,processed_csv_candidate_not_raw_verified,226902.45569462606
2013,48,고려대학교,대학,사립,서울,A그룹,670397241000,974606485,576667824,21563590,3415115227,556952844,0,1096830662,6641736632,6641736632,29549,224770.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000069,True,False,processed_csv_candidate_not_raw_verified,224770.26742021728
2013,57,광운대학교,대학,사립,서울,B그룹,109870469000,417541190,165038200,1011700,585346713,190965411,0,100010593,1459913807,1459913807,10387,140552.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000074,True,True,processed_csv_candidate_not_raw_verified,140552.01761817656
2013,80,국민대학교,대학,사립,서울,A그룹,222053093000,1069861230,210138770,17865710,808741669,475236125,0,198156496,2780000000,2780000000,18162,153066.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000078,True,False,processed_csv_candidate_not_raw_verified,153066.842858716
2013,130,덕성여자대학교,대학,사립,서울,B그룹,83094066000,343949478,49828720,20244492,375309725,83315919,0,136041373,1008689707,1008689707,6840,147469.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000099,True,True,processed_csv_candidate_not_raw_verified,147469.25540935673
2013,132,동국대학교,대학,사립,서울,A그룹,326608627000,958273697,212141675,35349160,864641924,25140000,0,26300000,2121846456,2121846456,17456,121554.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000100,True,False,processed_csv_candidate_not_raw_verified,121553.99037580202
2013,135,동덕여자대학교,대학,사립,서울,B그룹,99992822000,303411990,165883014,12240780,291258815,157966640,0,45405016,976166255,976166255,8435,115728.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000102,True,True,processed_csv_candidate_not_raw_verified,115728.06816834617
2013,183,삼육대학교,대학,사립,서울,B그룹,91057322000,191387688,73849016,20837470,91637820,199354898,0,85464990,662531882,662531882,6087,108843.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000116,True,False,processed_csv_candidate_not_raw_verified,108843.74601609989
2013,185,상명대학교,대학,사립,서울,A그룹,155446816000,603720153,296662386,45387426,327554112,229708744,0,304335512,1807368333,1807368333,14352,125931.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000117,True,False,processed_csv_candidate_not_raw_verified,125931.46132943143
2013,188,서강대학교,대학,사립,서울,A그룹,208114548000,1006255897,241786760,6650510,828123449,360121320,0,113362064,2556300000,2556300000,11756,217446.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000120,True,False,processed_csv_candidate_not_raw_verified,217446.4103436543
2013,189,서경대학교,대학,사립,서울,B그룹,86484839000,373619850,72942580,13312920,94293000,11421450,0,30000000,595589800,595589800,7122,83626.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000121,True,True,processed_csv_candidate_not_raw_verified,83626.76214546476
2013,196,서울기독대학교,대학,사립,서울,C그룹,9334313000,25291432,2882800,5489600,21493496,39111779,0,10617000,104886107,104886107,951,110290.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000098,True,False,processed_csv_candidate_not_raw_verified,110290.33333333333
2013,209,서울여자대학교,대학,사립,서울,B그룹,111171313000,421396121,61861482,26937919,377024797,170202131,0,162027840,1219450290,1219450290,8533,142909.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000126,True,True,processed_csv_candidate_not_raw_verified,142909.91327786242
2013,213,서울한영대학교,대학,사립,서울,C그룹,8891328000,54906300,20877065,551520,14722400,12858268,0,10998000,114913553,114913553,955,120328.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000205,True,False,processed_csv_candidate_not_raw_verified,120328.3277486911
2013,223,성공회대학교,대학,사립,서울,C그룹,24900754000,86181317,95109707,3985880,29846412,43221191,0,23699790,282044297,282044297,2730,103312.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000132,True,False,processed_csv_candidate_not_raw_verified,103312.9293040293
2013,224,성균관대학교,대학,사립,서울,A그룹,489283909000,960743622,563758396,31519646,2141017619,917544232,0,530414631,5144998146,5144998146,26673,192891.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000133,True,False,processed_csv_candidate_not_raw_verified,192891.61871555506
2013,227,성신여자대학교,대학,사립,서울,A그룹,134707805000,378682160,140721427,34590200,325724651,158320973,0,74524040,1112563451,1112563451,11384,97730.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000136,True,True,processed_csv_candidate_not_raw_verified,97730.4507203092
2013,233,세종대학교,대학,사립,서울,A그룹,150796107000,223244000,78905000,14650000,879734000,671287000,0,126980000,1994800000,1994800000,13482,147960.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000138,True,True,processed_csv_candidate_not_raw_verified,147960.2432873461
2013,244,숙명여자대학교,대학,사립,서울,A그룹,176201907000,554983570,336588102,119997723,926931129,294203180,0,0,2232703704,2232703704,13345,167306.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000141,True,True,processed_csv_candidate_not_raw_verified,167306.3847133758
2013,249,숭실대학교,대학,사립,서울,A그룹,225509437000,1067743550,151167906,48337650,613486523,231155761,0,122024373,2233915763,2233915763,16825,132773.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000143,True,True,processed_csv_candidate_not_raw_verified,132773.59661218425
2013,269,연세대학교,대학,사립,서울,A그룹,932803977000,1507016822,336825136,100362540,4155116939,1099691439,0,189086933,7388099809,7388099809,30909,239027.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000149,True,False,processed_csv_candidate_not_raw_verified,239027.46154841632
2013,304,이화여자대학교,대학,사립,서울,A그룹,481540835000,874339310,452629035,15178138,2380097173,670525803,0,128431754,4521201213,4521201213,22234,203346.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000163,True,True,processed_csv_candidate_not_raw_verified,203346.2810560403
2013,313,장로회신학대학교,대학,사립,서울,C그룹,33350595000,142622200,54413486,2721250,15070602,21065448,0,9082640,244975626,244975626,2287,107116.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000170,True,False,processed_csv_candidate_not_raw_verified,107116.5832968955
2013,334,중앙대학교,대학,사립,서울,A그룹,398796608000,897580507,422985500,16226403,1352223504,599133227,0,52862861,3341012002,3341012002,28479,117314.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000175,True,False,processed_csv_candidate_not_raw_verified,117314.93388110537
2013,348,총신대학교,대학,사립,서울,C그룹,76530288000,220576695,59834965,90000,65883454,3458200,0,5078000,354921314,354921314,3727,95229.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000180,True,False,processed_csv_candidate_not_raw_verified,95229.75959216528
