reference_year,row_no,university_name,school_type,founding_type,region_name,size_group,university_total_settlement,books_purchase_expense,serials_purchase_expense,non_book_purchase_expense,electronic_resources_total,electronic_journals_expense,web_db_expense,subscribed_ebook_expense,other_electronic_resources_expense,total_material_purchase_expense,enrolled_students_current_year,material_purchase_expense_per_student,source_file_name,metric_calc_status,metric_value_was_infinite_or_invalid,scope_school_id,is_scope34_exact,is_comparison11,standardization_source,material_purchase_expense_per_student_formula_recalculated
2008,8,감리교신학대학교,대학,사립,서울,C그룹,0,91035525,41788931,25058160,21817070,0,0,297100,179996786,179996786,1549,116201.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000050,True,False,processed_csv_candidate_not_raw_verified,116201.92769528728
2008,12,강서대학교,대학,사립,서울,C그룹,10644720184,29345970,34037126,1311500,9531390,0,0,0,74225986,74225986,1516,48961.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000079,True,False,processed_csv_candidate_not_raw_verified,48961.73218997361
2008,18,건국대학교,대학,사립,서울,A그룹,285413636000,934968190,542847888,46278240,601076093,0,0,60359760,2185530171,2185530171,18430,118585.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000052,True,False,processed_csv_candidate_not_raw_verified,118585.46776994031
2008,43,경희대학교,대학,사립,서울,A그룹,388477206236,2037260000,1362571000,72182000,1482260000,0,0,153049000,5107322000,5107322000,28405,179803.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000066,True,False,processed_csv_candidate_not_raw_verified,179803.6261221616
2008,48,고려대학교,대학,사립,서울,A그룹,479990514000,1962824500,1402969000,86963000,2164233000,0,0,241999000,5858988500,5858988500,29048,201700.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000069,True,False,processed_csv_candidate_not_raw_verified,201700.23753786835
2008,57,광운대학교,대학,사립,서울,B그룹,90453848759,356286930,195732723,7977840,496756971,0,0,8300000,1065054464,1065054464,9350,113909.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000074,True,True,processed_csv_candidate_not_raw_verified,113909.56834224598
2008,80,국민대학교,대학,사립,서울,A그룹,149475046000,1212086619,290913381,8392291,431795200,0,0,67812509,2011000000,2011000000,16012,125593.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000078,True,False,processed_csv_candidate_not_raw_verified,125593.30502123407
2008,130,덕성여자대학교,대학,사립,서울,B그룹,53592000000,185218000,139552000,26371000,78717000,0,0,0,429858000,429858000,6717,63995.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000099,True,True,processed_csv_candidate_not_raw_verified,63995.533720410895
2008,132,동국대학교,대학,사립,서울,A그룹,173750689000,1616055000,344103000,40590000,622105000,0,0,95500000,2718353000,2718353000,15646,173741.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000100,True,False,processed_csv_candidate_not_raw_verified,173741.08398312668
2008,135,동덕여자대학교,대학,사립,서울,B그룹,66316560000,289668020,174782340,20107680,232149537,0,0,26499360,743206937,743206937,7525,98765.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000102,True,True,processed_csv_candidate_not_raw_verified,98765.04146179403
2008,183,삼육대학교,대학,사립,서울,B그룹,59499974000,139935314,142064686,10000000,0,0,0,0,292000000,292000000,5587,52264.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000116,True,False,processed_csv_candidate_not_raw_verified,52264.18471451584
2008,185,상명대학교,대학,사립,서울,A그룹,113655187273,373636537,273834854,16487460,243786553,0,0,58338300,966083704,966083704,15871,60871.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000117,True,False,processed_csv_candidate_not_raw_verified,60871.00396950413
2008,188,서강대학교,대학,사립,서울,A그룹,134751945000,1109589800,386036091,5616200,651731627,0,0,70030282,2223004000,2223004000,14529,153004.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000120,True,False,processed_csv_candidate_not_raw_verified,153004.61146672172
2008,189,서경대학교,대학,사립,서울,B그룹,63069381000,90888380,48417100,2711030,45000000,0,0,0,187016510,187016510,6355,29428.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000121,True,True,processed_csv_candidate_not_raw_verified,29428.24704956727
2008,196,서울기독대학교,대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,0,0,0,,기본통계_예산및결산_20260422104615.xls,not_calculable_zero_denominator,False,0000098,True,False,processed_csv_candidate_not_raw_verified,
2008,209,서울여자대학교,대학,사립,서울,B그룹,89145237214,328922220,220000000,11556167,134090833,0,0,28353000,722922220,722922220,7885,91683.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000126,True,True,processed_csv_candidate_not_raw_verified,91683.22384273937
2008,213,서울한영대학교,대학,사립,서울,C그룹,7128557815,10893400,11172660,231900,2825000,0,0,0,25122960,25122960,979,25661.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000205,True,False,processed_csv_candidate_not_raw_verified,25661.859039836567
2008,223,성공회대학교,대학,사립,서울,C그룹,20540000000,90000000,105901500,7010000,43170000,0,0,10000000,256081500,256081500,2575,99449.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000132,True,False,processed_csv_candidate_not_raw_verified,99449.12621359223
2008,224,성균관대학교,대학,사립,서울,A그룹,428030430000,2047432000,1010387000,175334000,1246316000,0,0,0,4479469000,4479469000,23347,191864.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000133,True,False,processed_csv_candidate_not_raw_verified,191864.86486486485
2008,227,성신여자대학교,대학,사립,서울,A그룹,132659308000,387000000,133658120,45000000,233775880,0,0,35000000,834434000,834434000,10545,79130.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000136,True,True,processed_csv_candidate_not_raw_verified,79130.7728781413
2008,233,세종대학교,대학,사립,서울,A그룹,116348021000,606000000,372980000,19500000,530000000,0,0,32000000,1560480000,1560480000,11300,138095.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000138,True,True,processed_csv_candidate_not_raw_verified,138095.57522123895
2008,244,숙명여자대학교,대학,사립,서울,A그룹,163007327000,699050000,559798000,42000000,727242000,0,0,15500000,2043590000,2043590000,13352,153055.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000141,True,True,processed_csv_candidate_not_raw_verified,153054.97303774714
2008,249,숭실대학교,대학,사립,서울,A그룹,168430062000,1152324923,197513888,36921723,374612686,0,0,0,1761373220,1761373220,19471,90461.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000143,True,True,processed_csv_candidate_not_raw_verified,90461.36407991372
2008,269,연세대학교,대학,사립,서울,A그룹,693629000000,1156923453,1590741280,96356000,2308160331,0,0,156264168,5308445232,5308445232,27499,193041.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000149,True,False,processed_csv_candidate_not_raw_verified,193041.39175970035
2008,304,이화여자대학교,대학,사립,서울,A그룹,0,1204828000,1326677000,53311000,682609000,0,0,0,3267425000,3267425000,20983,155717.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000163,True,True,processed_csv_candidate_not_raw_verified,155717.72387170568
2008,313,장로회신학대학교,대학,사립,서울,C그룹,280006090000,136945700,43984689,3166970,24238720,0,0,0,208336079,208336079,2760,75484.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000170,True,False,processed_csv_candidate_not_raw_verified,75484.0865942029
2008,334,중앙대학교,대학,사립,서울,A그룹,561739008212,1916757000,844283000,34550000,984904960,0,0,45035040,3825530000,3825530000,24871,153814.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000175,True,False,processed_csv_candidate_not_raw_verified,153814.88480559687
2008,348,총신대학교,대학,사립,서울,C그룹,26909150000,133414413,35500000,14649799,16800000,0,0,0,200364212,200364212,2134,93891.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000180,True,False,processed_csv_candidate_not_raw_verified,93891.38331771322
2008,349,추계예술대학교,대학,사립,서울,C그룹,17496409871,45965420,12567230,18673920,3865000,0,0,3455000,84526570,84526570,1796,47063.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000181,True,False,processed_csv_candidate_not_raw_verified,47063.79175946548
2008,378,한국성서대학교,대학,사립,서울,C그룹,11100113000,41249834,14334000,0,20296541,0,0,0,75880375,75880375,1217,62350.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000191,True,False,processed_csv_candidate_not_raw_verified,62350.349219391945
2008,384,한국외국어대학교,대학,사립,서울,A그룹,155168162194,898454633,488587476,4401181,609646972,0,0,66726250,2067816512,2067816512,17819,116045.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000192,True,False,processed_csv_candidate_not_raw_verified,116045.5980694764
2008,436,한성대학교,대학,사립,서울,B그룹,69364017828,649471230,105840539,36673040,219463585,0,0,117528628,1128977022,1128977022,7486,150811.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000200,True,True,processed_csv_candidate_not_raw_verified,150811.78493187283
2008,439,한양대학교,대학,사립,서울,A그룹,401175443269,791254160,1500549860,35111720,964920732,0,0,36894000,3328730472,3328730472,31675,105090.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000203,True,False,processed_csv_candidate_not_raw_verified,105090.1490765588
2008,454,홍익대학교,대학,사립,서울,A그룹,270882690000,1367336068,755652933,59129800,660446907,0,0,3023157,2845588865,2845588865,21737,130909.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000212,True,False,processed_csv_candidate_not_raw_verified,130909.91696186227
2009,8,감리교신학대학교,대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,0,0,0,,기본통계_예산및결산_20260422104615.xls,not_calculable_zero_denominator,False,0000050,True,False,processed_csv_candidate_not_raw_verified,
2009,12,강서대학교,대학,사립,서울,C그룹,15082454242,27272090,34845229,4847960,15142880,0,0,5144930,87253089,87253089,1506,57937.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000079,True,False,processed_csv_candidate_not_raw_verified,57936.978087649404
2009,18,건국대학교,대학,사립,서울,A그룹,287813227000,892118311,655055658,15309460,914529991,0,0,26055390,2503068810,2503068810,19289,129766.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000052,True,False,processed_csv_candidate_not_raw_verified,129766.64471978848
2009,43,경희대학교,대학,사립,서울,A그룹,423115957000,2434984439,1435302278,44518090,2909544493,0,0,100108632,6924457932,6924457932,31174,222122.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000066,True,False,processed_csv_candidate_not_raw_verified,222122.85661127864
2009,48,고려대학교,대학,사립,서울,A그룹,478294735000,1733330000,2008326000,36683000,3450938000,0,0,159705000,7388982000,7388982000,29151,253472.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000069,True,False,processed_csv_candidate_not_raw_verified,253472.67675208396
2009,57,광운대학교,대학,사립,서울,B그룹,97185667308,310766820,272269307,2028790,689451648,0,0,0,1274516565,1274516565,9606,132679.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000074,True,True,processed_csv_candidate_not_raw_verified,132679.21767645222
2009,80,국민대학교,대학,사립,서울,A그룹,154343235483,1116842555,456988445,11322009,835351081,0,0,76455154,2496959244,2496959244,16254,153621.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000078,True,False,processed_csv_candidate_not_raw_verified,153621.21594684385
2009,130,덕성여자대학교,대학,사립,서울,B그룹,53592169000,172291484,137270846,23630660,96805238,0,0,0,429998228,429998228,6038,71215.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000099,True,True,processed_csv_candidate_not_raw_verified,71215.3408413382
2009,132,동국대학교,대학,사립,서울,A그룹,177953055351,1153265000,379997000,59340000,585318000,0,0,0,2177920000,2177920000,16212,134340.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000100,True,False,processed_csv_candidate_not_raw_verified,134339.99506538367
2009,135,동덕여자대학교,대학,사립,서울,B그룹,79682313062,293596430,262094065,30623760,307750618,0,0,58022080,952086953,952086953,7622,124913.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000102,True,True,processed_csv_candidate_not_raw_verified,124913.00879034374
2009,183,삼육대학교,대학,사립,서울,B그룹,72622337000,175465978,109602798,15951997,130666382,0,0,0,431687155,431687155,5261,82054.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000116,True,False,processed_csv_candidate_not_raw_verified,82054.2016726858
2009,185,상명대학교,대학,사립,서울,A그룹,123309802473,410405277,373830228,27285140,412556849,0,0,10822641,1234900135,1234900135,13695,90171.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000117,True,False,processed_csv_candidate_not_raw_verified,90171.60533041255
2009,188,서강대학교,대학,사립,서울,A그룹,120370238807,971219430,405052023,6567750,1101321667,0,0,228925890,2713086760,2713086760,11049,245550.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000120,True,False,processed_csv_candidate_not_raw_verified,245550.43533351435
2009,189,서경대학교,대학,사립,서울,B그룹,60052438237,169894836,46546730,14838050,0,0,0,0,231279616,231279616,6637,34847.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000121,True,True,processed_csv_candidate_not_raw_verified,34847.011601627244
2009,196,서울기독대학교,대학,사립,서울,C그룹,10987629743,39241275,0,3857394,0,0,0,0,43098669,43098669,832,51801.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000098,True,False,processed_csv_candidate_not_raw_verified,51801.284855769234
2009,209,서울여자대학교,대학,사립,서울,B그룹,101709604882,367180462,228388464,22150730,229987497,0,0,33983162,881690315,881690315,7961,110751.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000126,True,True,processed_csv_candidate_not_raw_verified,110751.20148222585
2009,213,서울한영대학교,대학,사립,서울,C그룹,7643493951,22523060,13087365,802550,3892320,0,0,0,40305295,40305295,970,41551.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000205,True,False,processed_csv_candidate_not_raw_verified,41551.85051546392
2009,223,성공회대학교,대학,사립,서울,C그룹,24519765138,99933100,112624984,5242845,51309250,0,0,1500000,270610179,270610179,2656,101886.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000132,True,False,processed_csv_candidate_not_raw_verified,101886.3625753012
2009,224,성균관대학교,대학,사립,서울,A그룹,414416250558,1720409347,1323591400,127048862,1554011350,0,0,0,4725060959,4725060959,26155,180656.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000133,True,False,processed_csv_candidate_not_raw_verified,180656.12536799847
2009,227,성신여자대학교,대학,사립,서울,A그룹,102115693126,379485410,155485130,29766960,345582450,0,0,14982000,925301950,925301950,10942,84564.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000136,True,True,processed_csv_candidate_not_raw_verified,84564.24328276367
2009,233,세종대학교,대학,사립,서울,A그룹,123818777551,570245000,534904000,19449000,638882000,0,0,71175000,1834655000,1834655000,12861,142652.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000138,True,True,processed_csv_candidate_not_raw_verified,142652.5931109556
2009,244,숙명여자대학교,대학,사립,서울,A그룹,166439317798,576175500,323530726,39114866,996997396,0,0,0,1935818488,1935818488,12947,149518.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000141,True,True,processed_csv_candidate_not_raw_verified,149518.6906619294
2009,249,숭실대학교,대학,사립,서울,A그룹,171884725786,519023512,189103517,10100160,583263856,0,0,3987000,1305478045,1305478045,14720,88687.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000143,True,True,processed_csv_candidate_not_raw_verified,88687.3671875
2009,269,연세대학교,대학,사립,서울,A그룹,782683551835,1125276338,785060389,50572584,4600447774,0,0,71585882,6632942967,6632942967,29868,222075.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000149,True,False,processed_csv_candidate_not_raw_verified,222075.2299116111
2009,304,이화여자대학교,대학,사립,서울,A그룹,302829460202,1234413000,1094472000,515513000,1110612000,0,0,0,3955010000,3955010000,21211,186460.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000163,True,True,processed_csv_candidate_not_raw_verified,186460.32718872282
2009,313,장로회신학대학교,대학,사립,서울,C그룹,27105978938,127777455,62257054,3126960,41177035,0,0,2371000,236709504,236709504,2308,102560.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000170,True,False,processed_csv_candidate_not_raw_verified,102560.44367417677
2009,334,중앙대학교,대학,사립,서울,A그룹,304970404823,2188992731,978787702,65431895,1420377716,0,0,82779496,4736369540,4736369540,19226,246352.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000175,True,False,processed_csv_candidate_not_raw_verified,246352.3114532404
2009,348,총신대학교,대학,사립,서울,C그룹,53088916214,136310519,56262721,1427210,42991030,0,0,4400000,241391480,241391480,3596,67127.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000180,True,False,processed_csv_candidate_not_raw_verified,67127.77530589544
2009,349,추계예술대학교,대학,사립,서울,C그룹,21862136892,44135600,17461500,18625400,5035000,0,0,3269000,88526500,88526500,1477,59936.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000181,True,False,processed_csv_candidate_not_raw_verified,59936.69600541639
2009,378,한국성서대학교,대학,사립,서울,C그룹,9767199000,46299540,16545050,144000,23136642,0,0,0,86125232,86125232,1225,70306.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000191,True,False,processed_csv_candidate_not_raw_verified,70306.31183673469
2009,384,한국외국어대학교,대학,사립,서울,A그룹,164064348300,724273917,581798001,42083694,716323059,0,0,37133000,2101611671,2101611671,19129,109865.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000192,True,False,processed_csv_candidate_not_raw_verified,109865.21360238381
2009,436,한성대학교,대학,사립,서울,B그룹,72980041610,540379790,113813908,12556000,289993419,0,0,99653172,1056396289,1056396289,7638,138308.0,기본통계_예산및결산_20260422104615.xls,ok,False,0000200,True,True,processed_csv_candidate_not_raw_verified,138307.97185126998
2009,439,한양대학교,대학,사립,서울,A그룹,420748172469,1693369160,2768634960,44311700,1833208590,0,0,25668900,6365193310,6365193310,23858,266794.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000203,True,False,processed_csv_candidate_not_raw_verified,266794.9245536089
2009,454,홍익대학교,대학,사립,서울,A그룹,529789375486,1088581090,765227858,21434970,1258078540,0,0,869950,3134192408,3134192408,21405,146423.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000212,True,False,processed_csv_candidate_not_raw_verified,146423.3780892315
2010,8,감리교신학대학교,대학,사립,서울,C그룹,13305259000,99780896,65480151,4992190,0,19627060,0,0,189880297,189880297,1590,119421.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000050,True,False,processed_csv_candidate_not_raw_verified,119421.57044025157
2010,12,강서대학교,대학,사립,서울,C그룹,14990412000,44396060,29946125,3146330,0,13081392,0,1616890,92186797,92186797,1601,57580.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000079,True,False,processed_csv_candidate_not_raw_verified,57580.76014990631
2010,18,건국대학교,대학,사립,서울,A그룹,317605825000,863394690,400208835,21828130,612679567,548384376,0,52384610,2498880208,2498880208,20173,123872.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000052,True,False,processed_csv_candidate_not_raw_verified,123872.513161156
2010,43,경희대학교,대학,사립,서울,A그룹,436618711000,2699483390,1139483039,44908770,2308651617,1096091014,0,297799948,7586417778,7586417778,32210,235529.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000066,True,False,processed_csv_candidate_not_raw_verified,235529.89065507607
2010,48,고려대학교,대학,사립,서울,A그룹,591063952000,1716148632,1681999628,47556890,2033146477,837587170,0,751215714,7067654511,7067654511,29328,240986.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000069,True,False,processed_csv_candidate_not_raw_verified,240986.5831628478
2010,57,광운대학교,대학,사립,서울,B그룹,100721220000,243515880,224271723,3778670,462053479,135520291,0,0,1069140043,1069140043,9860,108432.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000074,True,True,processed_csv_candidate_not_raw_verified,108432.05304259635
2010,80,국민대학교,대학,사립,서울,A그룹,165284027000,1124695867,379704133,16252130,514387557,386262338,0,133097957,2554399982,2554399982,16899,151156.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000078,True,False,processed_csv_candidate_not_raw_verified,151156.8721226108
2010,130,덕성여자대학교,대학,사립,서울,B그룹,72012467000,173912190,141453677,32701596,146973915,18886139,0,2112000,516039517,516039517,6091,84721.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000099,True,True,processed_csv_candidate_not_raw_verified,84721.64127401084
2010,132,동국대학교,대학,사립,서울,A그룹,290415724000,514212000,297783840,27704660,586053004,249147474,0,13761310,1688662288,1688662288,17379,97166.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000100,True,False,processed_csv_candidate_not_raw_verified,97166.82709016629
2010,135,동덕여자대학교,대학,사립,서울,B그룹,81918188000,342296980,227585330,18777920,300575624,72025439,0,59573640,1020834933,1020834933,7731,132044.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000102,True,True,processed_csv_candidate_not_raw_verified,132044.35816841287
2010,183,삼육대학교,대학,사립,서울,B그룹,71886370000,161759510,118956996,13389010,100903666,10319900,0,0,405329082,405329082,5545,73098.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000116,True,False,processed_csv_candidate_not_raw_verified,73098.1211902615
2010,185,상명대학교,대학,사립,서울,A그룹,131818449000,434416966,311732733,46135520,224170375,142782158,0,96326890,1255564642,1255564642,14095,89078.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000117,True,False,processed_csv_candidate_not_raw_verified,89078.72593118127
2010,188,서강대학교,대학,사립,서울,A그룹,210034713000,1310010022,346600839,9676410,600875144,230708119,0,28487366,2526357900,2526357900,11415,221319.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000120,True,False,processed_csv_candidate_not_raw_verified,221319.13272010512
2010,189,서경대학교,대학,사립,서울,B그룹,61739185000,179455800,50515000,4859430,50285000,0,0,22744200,307859430,307859430,6730,45744.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000121,True,True,processed_csv_candidate_not_raw_verified,45744.34323922734
2010,196,서울기독대학교,대학,사립,서울,C그룹,7653173000,21494507,3466900,4581071,0,39416094,0,5000000,73958572,73958572,956,77362.5,기본통계_예산및결산_20260422104615.xls,ok,False,0000098,True,False,processed_csv_candidate_not_raw_verified,77362.52301255231
2010,209,서울여자대학교,대학,사립,서울,B그룹,105483899000,391397443,197232500,27326823,169748468,150606245,0,76019960,1012331439,1012331439,8242,122825.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000126,True,True,processed_csv_candidate_not_raw_verified,122825.94503761223
2010,213,서울한영대학교,대학,사립,서울,C그룹,7209775000,23851995,13058545,201100,350000,3542320,0,0,41003960,41003960,957,42846.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000205,True,False,processed_csv_candidate_not_raw_verified,42846.35318704284
2010,223,성공회대학교,대학,사립,서울,C그룹,29311398000,90634865,99126463,5343570,0,54447296,0,3520000,253072194,253072194,2661,95104.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000132,True,False,processed_csv_candidate_not_raw_verified,95104.16910935739
2010,224,성균관대학교,대학,사립,서울,A그룹,419820555000,1440150128,620531115,30275003,906417635,670401033,0,52163423,3719938337,3719938337,26697,139339.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000133,True,False,processed_csv_candidate_not_raw_verified,139339.18930966026
2010,227,성신여자대학교,대학,사립,서울,A그룹,121924047000,361766170,139234370,20713280,154775906,147990326,0,35196000,859676052,859676052,11177,76914.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000136,True,True,processed_csv_candidate_not_raw_verified,76914.74027019773
2010,233,세종대학교,대학,사립,서울,A그룹,136297960000,615179000,447725000,27506000,399142719,240244147,0,83283676,1813080542,1813080542,13200,137354.6,기본통계_예산및결산_20260422104615.xls,ok,False,0000138,True,True,processed_csv_candidate_not_raw_verified,137354.58651515152
2010,244,숙명여자대학교,대학,사립,서울,A그룹,174966552000,808884076,578895195,15861320,1174101990,515561719,0,386713874,3480018174,3480018174,13277,262108.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000141,True,True,processed_csv_candidate_not_raw_verified,262108.7726142954
2010,249,숭실대학교,대학,사립,서울,A그룹,182653446000,915335356,154333345,28178701,445570385,148238708,0,16644900,1708301395,1708301395,15562,109773.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000143,True,True,processed_csv_candidate_not_raw_verified,109773.89763526538
2010,269,연세대학교,대학,사립,서울,A그룹,2347237815000,1324155057,1320662222,104826058,3570345247,1040392562,0,183417408,7543798554,7543798554,30011,251367.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000149,True,False,processed_csv_candidate_not_raw_verified,251367.78361267535
2010,304,이화여자대학교,대학,사립,서울,A그룹,330818729000,1171798489,974163100,52605123,1251233525,552116532,0,143928703,4145845472,4145845472,21246,195135.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000163,True,True,processed_csv_candidate_not_raw_verified,195135.34180551633
2010,313,장로회신학대학교,대학,사립,서울,C그룹,28402107000,174244179,53984033,3321810,5400000,56715476,0,0,293665498,293665498,2347,125123.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000170,True,False,processed_csv_candidate_not_raw_verified,125123.77417980401
2010,334,중앙대학교,대학,사립,서울,A그룹,345437798000,2656352417,735189102,57090129,1023140293,710889078,0,291828128,5474489147,5474489147,28664,190988.3,기본통계_예산및결산_20260422104615.xls,ok,False,0000175,True,False,processed_csv_candidate_not_raw_verified,190988.3179946972
2010,348,총신대학교,대학,사립,서울,C그룹,60456343000,136310000,56263000,1427000,15365000,4852500,0,32026000,246243500,246243500,3605,68306.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000180,True,False,processed_csv_candidate_not_raw_verified,68306.10263522885
2010,349,추계예술대학교,대학,사립,서울,C그룹,26168956000,47509260,18796200,29137490,0,5145000,0,0,100587950,100587950,1478,68056.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000181,True,False,processed_csv_candidate_not_raw_verified,68056.79972936401
2010,378,한국성서대학교,대학,사립,서울,C그룹,10786484000,41086730,23221260,0,0,29672145,0,0,93980135,93980135,1273,73825.7,기본통계_예산및결산_20260422104615.xls,ok,False,0000191,True,False,processed_csv_candidate_not_raw_verified,73825.71484681853
2010,384,한국외국어대학교,대학,사립,서울,A그룹,186280299000,943110887,472659227,37473033,614437656,162627521,0,71406914,2301715238,2301715238,19225,119725.1,기본통계_예산및결산_20260422104615.xls,ok,False,0000192,True,False,processed_csv_candidate_not_raw_verified,119725.10990897269
2010,436,한성대학교,대학,사립,서울,B그룹,76202211000,526642610,65335815,17446260,173986333,140833198,0,103890172,1028134388,1028134388,7885,130391.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000200,True,True,processed_csv_candidate_not_raw_verified,130391.17159162968
2010,439,한양대학교,대학,사립,서울,A그룹,419718598000,1382298460,1948520630,46003070,1527826421,681484636,0,45817840,5631951057,5631951057,23838,236259.4,기본통계_예산및결산_20260422104615.xls,ok,False,0000203,True,False,processed_csv_candidate_not_raw_verified,236259.37817769946
2010,454,홍익대학교,대학,사립,서울,A그룹,280567455000,1263536250,568730261,89129077,804904775,324921923,0,0,3051222286,3051222286,21617,141149.2,기본통계_예산및결산_20260422104615.xls,ok,False,0000212,True,False,processed_csv_candidate_not_raw_verified,141149.20136929268
2011,8,감리교신학대학교,대학,사립,서울,C그룹,13116249000,38928090,35950324,773700,0,30240200,0,0,105892314,105892314,1603,66058.8,기본통계_예산및결산_20260422104615.xls,ok,False,0000050,True,False,processed_csv_candidate_not_raw_verified,66058.83593262633
2011,12,강서대학교,대학,사립,서울,C그룹,16414244000,30206150,29356155,2913130,5710000,17123617,0,9290900,94599952,94599952,1734,54555.9,기본통계_예산및결산_20260422104615.xls,ok,False,0000079,True,False,processed_csv_candidate_not_raw_verified,54555.91234140715
