학교명,법인명,학급,설립,학종,지역,회계,회계연도,1.자금수입총계[1135],2.운영수입[1086],3.등록금및수강료수입[1001],4.등록금수입[1002],5.입학금[1003],6.학부생입학금[1004],6.대학원생입학금[1005],6.기타입학금,5.수업료[1007],6.학부생수업료[1008],6.대학원생수업료[1009],6.계절학기수업료[1010],4.수강료수입[1011],5.단기수강료[1012],5.시간제등록금,3.전입및기부수입[1013],4.전입금수입[1014],5.경상비전입금[1015],5.법정부담전입금[1020],6.교원법정전입금(1)[1385],7.교원사학연금전입금(1)[1386],7.교원국민연금전입금(1)[1387],7.교원건강보험전입금(1)[1388],7.교원산재·고용보험전입금(1)[1389],7.교원퇴직수당전입금(1)[1507],6.직원법정전입금(2)[1390],7.직원사학연금전입금(2)[1391],7.직원국민연금전입금(2)[1392],7.직원건강보험전입금(2)[1393],7.직원산재·고용보험전입금(2)[1394],7.직원퇴직수당전입금(2)[1508],5.자산전입금[1026],6.자금전입금[1311],6.현물전입금[1312],5.부속병원전입금[1027],5.특별회계전입금[1032],5.교내전입금[1033],5.수익사업전입금[1034],5.등록금회계전입금[1351],6.건축적립금적립액[1509],6.차입원리금상환액[1510],5.비등록금회계전입금,4.기부금수입[1035],5.일반기부금(1)[1036],6.기업체(1)[1037],6.단체및기관(1)[1038],6.개인(1)[1039],5.지정기부금(2)[1040],6.기업체(2)[1041],6.단체및기관(2)[1042],6.개인(2)[1043],5.연구기부금(3)[1044],6.기업체(3)[1045],6.단체및기관(3)[1046],6.개인(3)[1047],4.국고보조금수입[1048],5.교육부[1313],6.국가장학금[1500],6.기타지원금[1501],5.타기관[1314],5.지방자치단체[1315],4.산학협력단및학교기업전입금[1365],5.산학협력단전입금[1297],5.학교기업전입금[1304],3.교육부대수입[1060],4.입시수수료수입[1061],5.입학원서대[1062],5.수험료[1063],4.증명사용료수입[1064],5.증명료[1065],5.대여료및사용료[1066],4.기타교육부대수입[1067],5.논문심사수입[1068],5.실습수입[1069],5.기타교육부대수입[1070],3.교육외수입[1071],4.예금이자수입[1072],5.예금이자[1073],5.기금투자자산처분수입,4.기타교육외수입[1074],5.잡수입[1075],5.특별회계사업수입[1301],4.수익재산수입[1081],5.임대료수입[1082],5.배당금수입[1083],5.임농수산물수입[1084],5.기타수익재산수입[1085],2.자산및부채수입[1126],3.투자와기타자산수입[1087],4.투자자산수입[1088],5.투자유가증권매각대[1089],5.출자금회수[1090],5.부속병원투자자산회수,5.산학협력단투자자산회수,5.학교기업투자자산회수[1306],5.기타투자자산수입[1091],4.원금보존기금인출수입[1353],5.원금보존연구기금인출[1354],5.원금보존건축기금인출[1355],5.원금보존장학기금인출[1356],5.원금보존퇴직기금인출[1367],5.원금보존특정목적기금인출[1357],4.임의기금인출수입[1092],5.임의연구기금인출[1093],5.임의건축기금인출[1094],5.임의장학기금인출[1095],5.임의퇴직기금인출[1096],5.임의특정목적기금인출[1097],4.기타자산수입[1098],5.전신전화보증금회수[1099],5.임차보증금회수[1100],5.장기대여금회수[1101],5.수익용예금인출[1502],5.기타자산수입[1102],3.고정자산매각수입[1103],4.유형고정자산매각수입[1104],5.토지매각대[1105],5.건물매각대[1106],5.구축물매각대[1107],5.기계기구매각대[1108],5.집기비품매각대[1109],5.컨텐츠매각대[1319],5.차량운반구매각대[1110],5.도서매각대[1111],5.유물매각대[1112],4.무형고정자산매각수입[1113],5.무형고정자산매각대[1114],3.유동부채입금[1115],4.단기차입금[1116],5.단기차입금차입[1117],3.고정부채입금[1118],4.장기차입금[1119],5.장기차입금차입[1120],5.차관도입[1121],5.학교채발행[1122],4.기타고정부채[1123],5.임대보증금수입[1124],5.기타고정부채수입[1125],3.기본금[1371],4.출연기본금[1372],5.설립자기본금[1373],5.법인[1374],2.미사용전기이월자금[1127],3.미사용전기이월자금[1294],4.미사용전기이월자금[1381],1.자금지출총계[1293],2.운영지출[1241],3.보수[1136],4.교원보수[1137],5.교원급여[1138],5.교원상여금[1139],5.교원각종수당[1140],5.교원법정부담금(3)[1141],6.교원사학연금부담금(3)[1395],6.교원국민연금부담금(3)[1396],6.교원건강보험부담금(3)[1397],6.교원산재·고용보험부담금(3)[1398],6.교원퇴직수당부담금(3)[1511],5.시간강의료[1142],5.특별강의료[1143],5.교원퇴직금[1144],5.조교인건비[1145],4.직원보수[1146],5.직원급여[1147],5.직원상여금[1148],5.직원각종수당[1149],5.직원법정부담금(4)[1150],6.직원사학연금부담금(4)[1399],6.직원국민연금부담금(4)[1400],6.직원건강보험부담금(4)[1401],6.직원산재·고용보험부담금(4)[1402],6.직원퇴직수당부담금(4)[1503],5.임시직인건비[1151],5.노임[1152],5.직원퇴직금[1153],3.관리운영비[1154],4.시설관리비[1155],5.건축물관리비[1156],5.장비관리비[1157],5.조경관리비[1158],5.박물관관리비[1159],5.시설용역비[1160],5.보험료[1161],5.리스임차료[1162],5.기타시설관리비[1165],4.일반관리비[1166],5.여비교통비[1167],5.차량유지비[1168],5.소모품비[1169],5.인쇄출판비[1170],5.난방비[1171],5.전기수도료[1172],5.통신비[1173],5.제세공과금[1174],5.지급수수료[1175],4.운영비[1176],5.복리후생비[1177],5.교육훈련비[1178],5.일반용역비[1179],5.업무추진비[1180],5.기관장 업무추진비[1601],5.상임이사 업무추진비[1602],5.기타 업무추진비[1603],5.홍보비[1181],5.회의비[1182],5.행사비[1183],5.선교비[1184],5.기타운영비[1185],3.연구학생경비[1186],4.연구비[1187],5.연구비[1188],5.연구관리비[1189],4.학생경비[1190],5.교외장학금[1368],5.교내장학금[1369],5.장학금[1191],6.내부장학금[1330],6.외부장학금[1331],5.학비감면[1192],5.실험실습비[1193],5.논문심사료[1199],5.학생지원비[1200],5.기타학생경비[1201],4.입시관리비[1202],5.입시수당[1203],5.입시경비[1204],3.교육외비용[1205],4.지급이자[1206],5.지급이자[1207],4.기타교육외비용[1208],5.잡손실[1209],5.특별회계사업비,5.기금투자자산처분손실,3.전출금[1216],4.전출금[1217],5.경상비전출금[1218],5.법정부담전출금[1223],6.교원법정전출금(5)[1403],7.교원사학연금전출금(5)[1404],7.교원국민연금전출금(5)[1405],7.교원건강보험전출금(5)[1406],7.교원산재·고용보험전출금(5)[1407],7.교원퇴직수당전출금(5)[1504],6.직원법정전출금(6)[1408],7.직원사학연금전출금(6)[1409],7.직원국민연금전출금(6)[1410],7.직원건강보험전출금(6)[1411],7.직원산재·고용보험전출금(6)[1412],7.직원퇴직수당전출금(6)[1505],5.자산전출금[1228],6.자금전출금[1341],6.현물전출금[1342],5.부속병원전출금[1233],5.특별회계전출금[1235],5.교내전출금[1240],5.등록금회계전출금,5.비등록금회계전출금[1359],6.건축적립금적립액[1512],6.차입원리금상환액[1513],4.산학협력단및학교기업전출금[1366],5.산학협력단전출금[1296],5.학교기업전출금[1343],3.예비비[1347],4.예비비[1348],5.예비비[1349],2.자산및부채지출[1242],3.투자와기타자산지출[1243],4.설치학교[1375],5.대학[1376],5.전문대학[1377],5.원격대학[1378],5.초중고교[1379],5.부속병원[1380],4.투자자산지출[1244],5.투자유가증권매입대[1245],5.출자금지출[1246],5.부속병원투자지출[1247],5.산학협력단투자자산지출,5.학교기업투자자산지출[1305],5.기타투자자산지출[1248],4.원금보존기금적립지출[1360],5.원금보존연구기금적립[1361],5.원금보존건축기금적립[1362],5.원금보존장학기금적립[1363],5.원금보존퇴직기금적립[1370],5.원금보존특정목적기금적립[1364],4.임의기금적립지출[1249],5.임의연구기금적립[1250],5.임의건축기금적립[1251],5.임의장학기금적립[1252],5.임의퇴직기금적립[1253],5.임의특정목적기금적립[1254],4.기타자산지출[1255],5.전신전화보증금지출[1256],5.임차보증금지출[1257],5.장기대여금지출[1258],5.수익용예금예치[1506],5.기타자산지출[1259],3.고정자산매입지출[1260],4.유형고정자산매입지출[1261],5.토지매입비[1262],5.건물매입비[1263],5.구축물매입비[1264],5.기계기구매입비[1265],5.집기비품매입비[1266],5.컨텐츠매입비[1346],5.차량운반구매입비[1267],5.도서구입비[1268],5.박물관유물구입비[1269],5.건설가계정[1270],4.무형고정자산취득비[1271],5.무형고정자산취득비[1272],3.유동부채상환[1273],4.단기차입금상환[1274],5.단기차입금상환[1275],3.고정부채상환[1276],4.장기차입금상환[1277],5.장기차입금상환[1278],5.차관상환[1279],5.학교채상환[1280],4.기타고정부채상환[1281],5.임대보증금환급[1282],5.장기미지급금상환[1283],5.기타고정부채의상환[1284],2.미사용차기이월자금[1285],3.미사용차기이월자금[1295],4.미사용차기이월자금[1382],7.학부수업료[1604],7.학부계절학기수업료[1605],7.대학원수업료[1606],7.대학원계절학기수업료[1607],5.기타국고지원[1514],5.유동성장기부채상환[1608]
에스라성경대학원대학교,에스라성경학원, 대학 , 사립 , 대학원 ,경기,교비,2023년,889208.0,758250.0,405564.0,373126.0,12616.0,,12616.0,,360510.0,,360510.0,,32438.0,32438.0,,216853.0,48000.0,3000.0,45000.0,23000.0,15000.0,,8000.0,,,22000.0,11500.0,1200.0,7900.0,700.0,700.0,,,,,,,,,,,,168853.0,128493.0,,49790.0,78703.0,40360.0,,31800.0,8560.0,,,,,,,,,,,,,,120235.0,2900.0,,2900.0,27605.0,176.0,27429.0,89730.0,12430.0,,77300.0,15598.0,8735.0,8735.0,,6863.0,6863.0,,,,,,,70312.0,70312.0,,,,,,,,,,,,,,70312.0,,29950.0,13000.0,7050.0,20311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60647.0,60647.0,60647.0,889208.0,808862.0,519329.0,313801.0,273500.0,,9600.0,21960.0,14877.0,,7084.0,,,7140.0,1600.0,,,205529.0,113421.0,,13400.0,21332.0,11476.0,1123.0,7400.0,668.0,666.0,50500.0,,6875.0,215131.0,44306.0,20300.0,,1115.0,,,575.0,,22316.0,91037.0,991.0,3074.0,1396.0,9891.0,19672.0,29839.0,7266.0,63.0,18844.0,79789.0,6995.0,761.0,3270.0,,504.0,,,1650.0,1995.0,1691.0,55970.0,6952.0,74402.0,21410.0,16800.0,4610.0,49096.0,24200.0,14000.0,,,,,,10700.0,196.0,,3896.0,1400.0,2496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23557.0,16498.0,,,,,,,,,,,,,,,,,,,,16498.0,,314.0,5440.0,10744.0,,,,,,,,7059.0,7059.0,,,,,5694.0,,,1366.0,,,,,,,,,,,,,,,,,56789.0,56789.0,56789.0,,,360510.0,,,
예명대학원대학교,레마학원, 대학 , 사립 , 대학원 ,서울,교비,2023년,2900380.0,2373768.0,1809985.0,1805985.0,32168.0,,32168.0,,1773817.0,,1773817.0,,4000.0,4000.0,,434542.0,55000.0,,55000.0,30000.0,30000.0,,,,,25000.0,24000.0,,,,1000.0,,,,,,,,,,,,379542.0,356842.0,60000.0,8900.0,287942.0,22700.0,,22700.0,,,,,,,,,,,,,,,127739.0,44900.0,,44900.0,2789.0,2248.0,541.0,80050.0,64950.0,,15100.0,1502.0,999.0,999.0,,503.0,503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526612.0,526612.0,526612.0,2900380.0,2254338.0,1248622.0,898556.0,619500.0,64650.0,131505.0,43771.0,26365.0,1553.0,13578.0,2276.0,,36030.0,3100.0,,,350066.0,253238.0,32630.0,22711.0,36778.0,21390.0,900.0,14119.0,368.0,,4709.0,,,404454.0,168969.0,26125.0,71980.0,,,52369.0,653.0,14856.0,2985.0,66623.0,16078.0,,5857.0,2073.0,8605.0,21510.0,4317.0,75.0,8109.0,168862.0,3221.0,60.0,19743.0,,400.0,,1201.0,99000.0,5209.0,39021.0,,1007.0,600496.0,2375.0,,2375.0,584667.0,33200.0,402268.0,,,,,,64950.0,84249.0,,13455.0,,13455.0,766.0,,,766.0,766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35230.0,35230.0,,,,24191.0,6247.0,,,4791.0,,,,,,,,,,,,,,,,,610812.0,610812.0,610812.0,,,1773817.0,,,
온석대학원대학교(구.중앙신학대학원대학교),중앙총신학원, 대학 , 사립 , 대학원 ,경기,교비,2023년,2909005.0,2322383.0,1837342.0,1828567.0,83900.0,,83900.0,,1744667.0,,1744667.0,,8775.0,8775.0,,66404.0,4436.0,,4436.0,4436.0,4436.0,,,,,,,,,,,,,,,,,,,,,,61968.0,28838.0,,,28838.0,33130.0,,,33130.0,,,,,,,,,,,,,,412319.0,9900.0,1110.0,8790.0,1780.0,1780.0,,400639.0,19500.0,,381139.0,6318.0,848.0,848.0,,5470.0,5470.0,,,,,,,4400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4400.0,4400.0,,,,,,,4400.0,,,,,,,,,,,,,,,,,,,,582222.0,582222.0,582222.0,2909005.0,1952427.0,1112489.0,439571.0,196836.0,,86750.0,20155.0,11462.0,1773.0,6035.0,885.0,,130080.0,350.0,5400.0,,672919.0,544118.0,,46856.0,65647.0,34943.0,5241.0,22122.0,3341.0,,4427.0,,11871.0,333848.0,111985.0,54906.0,13035.0,440.0,,9686.0,13141.0,13953.0,6825.0,110908.0,456.0,18642.0,16718.0,822.0,5609.0,57727.0,5116.0,2701.0,3117.0,110955.0,29719.0,3105.0,24995.0,,433.0,,,11129.0,323.0,,,41252.0,505498.0,,,,501045.0,,460103.0,,,,,,19000.0,21943.0,,4453.0,1900.0,2553.0,592.0,,,592.0,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140762.0,140762.0,,,,4181.0,26612.0,,109197.0,772.0,,,,,,,,,,,,,,,,,815816.0,815816.0,815816.0,,,1744667.0,,,
원불교대학원대학교,원불교대학원, 대학 , 사립 , 대학원 ,전북,교비,2023년,872019.0,813175.0,136360.0,132000.0,,,,,132000.0,,132000.0,,4360.0,4360.0,,676696.0,409393.0,390000.0,19393.0,16560.0,11141.0,,5419.0,,,2833.0,1776.0,293.0,731.0,33.0,,,,,,,,,,,,,267303.0,267303.0,27700.0,31633.0,207971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,36.0,36.0,,83.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58844.0,58844.0,58844.0,872019.0,758993.0,278061.0,256008.0,106080.0,35360.0,82320.0,16560.0,11141.0,,5419.0,,,6528.0,9160.0,,,22053.0,11040.0,3680.0,4500.0,2833.0,1776.0,293.0,731.0,33.0,,,,,168881.0,47958.0,22514.0,3584.0,68.0,,9830.0,2605.0,2462.0,6895.0,89394.0,772.0,2357.0,6463.0,1118.0,927.0,65590.0,9971.0,429.0,1768.0,31530.0,14414.0,10379.0,,,,,,,,6585.0,,151.0,312051.0,,,,311557.0,75300.0,134240.0,,,,,2965.0,2930.0,94633.0,1490.0,493.0,,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45809.0,45809.0,,,,330.0,19527.0,,25511.0,441.0,,,,,,,,,,,,,,,,,67217.0,67217.0,67217.0,,,132000.0,,,
웨스트민스터신학대학원대학교,웨스트민스터신학원, 대학 , 사립 , 대학원 ,경기,교비,2023년,5591900.0,3984939.0,3471608.0,3349853.0,172046.0,,172046.0,,3177807.0,,3177807.0,,121755.0,121755.0,,228139.0,107429.0,4800.0,102629.0,51106.0,51106.0,,,,,51523.0,51523.0,,,,,,,,,,,,,,,,120710.0,17710.0,2000.0,14700.0,1010.0,103000.0,,100000.0,3000.0,,,,,,,,,,,,,,191948.0,28670.0,,28670.0,110560.0,2859.0,107700.0,52718.0,48550.0,,4168.0,93244.0,89282.0,89282.0,,3962.0,3962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606961.0,1606961.0,1606961.0,5591900.0,3931473.0,2509184.0,1599161.0,1148056.0,83440.0,170212.0,88279.0,47415.0,2809.0,27931.0,6432.0,3691.0,78486.0,21820.0,8867.0,,910023.0,481624.0,96600.0,81764.0,85269.0,51523.0,1800.0,30225.0,1721.0,,153708.0,,11058.0,783347.0,288141.0,43768.0,69343.0,823.0,,131940.0,1723.0,33327.0,7218.0,241322.0,5669.0,5115.0,59078.0,8911.0,,107680.0,30535.0,6584.0,17750.0,253885.0,48491.0,11649.0,58333.0,,7741.0,,19006.0,90772.0,3745.0,13188.0,800.0,160.0,605197.0,5320.0,5320.0,,571207.0,62283.0,442816.0,,,,,48550.0,17558.0,,,28671.0,18907.0,9764.0,33744.0,,,33744.0,33744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172458.0,29507.0,,,,,,,,,,,,,,,,,,,,29507.0,9.0,8103.0,2230.0,,19164.0,,,,,,,142951.0,142951.0,,,,,37388.0,25453.0,,,,80110.0,,,,,,,,,,,,,,,1487969.0,1487969.0,1487969.0,,,3177807.0,,,
제네바신학대학원대학교(구.서울제일대학원대학교),우성학원, 대학 , 사립 , 대학원 ,경기,교비,2023년,1461429.0,1446878.0,40700.0,35000.0,,,,,35000.0,,35000.0,,5700.0,5700.0,,1372137.0,1360625.0,1318300.0,42325.0,22154.0,14915.0,,5646.0,1593.0,,20171.0,9741.0,789.0,7752.0,1889.0,,,,,,,,,,,,,11512.0,11512.0,,11512.0,,,,,,,,,,,,,,,,,,,32858.0,240.0,,240.0,29913.0,30.0,29883.0,2705.0,,,2705.0,1183.0,18.0,18.0,,1165.0,1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14552.0,14552.0,14552.0,1461429.0,889469.0,574346.0,348324.0,294840.0,,26400.0,22154.0,14915.0,,5646.0,1593.0,,,1600.0,,3330.0,226021.0,112020.0,,5357.0,20171.0,9741.0,789.0,7752.0,1889.0,,79200.0,2674.0,6600.0,255592.0,45116.0,6766.0,11669.0,183.0,,14984.0,2932.0,3630.0,4952.0,125073.0,119.0,3263.0,13656.0,,53088.0,46853.0,6251.0,1050.0,793.0,85403.0,28733.0,,16780.0,,593.0,,,4764.0,771.0,1383.0,,32379.0,59531.0,15350.0,9900.0,5450.0,42582.0,,38000.0,,,,,,,4468.0,115.0,1599.0,900.0,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559170.0,559170.0,,523158.0,,8734.0,10617.0,,,16661.0,,,,,,,,,,,,,,,,,12791.0,12791.0,12791.0,,,35000.0,,,
주안대학원대학교,주안학원, 대학 , 사립 , 대학원 ,인천,교비,2023년,1686931.0,1389316.0,403844.0,345087.0,17500.0,,17500.0,,327587.0,,327587.0,,58758.0,58758.0,,935383.0,679686.0,622547.0,57139.0,37042.0,18206.0,,10402.0,491.0,7943.0,20097.0,8400.0,1011.0,8054.0,1112.0,1521.0,,,,,,,,,,,,255697.0,912.0,,,912.0,196161.0,,42300.0,153861.0,58624.0,,58624.0,,,,,,,,,,,41074.0,1510.0,,1510.0,22902.0,108.0,22794.0,16662.0,11800.0,,4862.0,9014.0,6407.0,6407.0,,2607.0,2607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297614.0,297614.0,297614.0,1686931.0,1231177.0,742710.0,487141.0,384600.0,7350.0,32600.0,37341.0,26149.0,,10496.0,696.0,,,23118.0,2132.0,,255569.0,104634.0,4865.0,22426.0,20806.0,9921.0,1036.0,8592.0,1257.0,,92432.0,1630.0,8777.0,268706.0,131852.0,57812.0,27384.0,,,10696.0,1150.0,32960.0,1850.0,73698.0,13228.0,,4309.0,2706.0,,41995.0,8144.0,1795.0,1521.0,63156.0,3319.0,5888.0,3850.0,,2760.0,,2649.0,11030.0,1910.0,13974.0,,17777.0,214221.0,66272.0,63624.0,2648.0,147136.0,11979.0,117061.0,,,,,,10896.0,4000.0,3200.0,813.0,137.0,676.0,5541.0,,,5541.0,5541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87105.0,87105.0,,,,616.0,73810.0,,,12679.0,,,,,,,,,,,,,,,,,368649.0,368649.0,368649.0,,,327287.0,300.0,,
치유상담대학원대학교(구.크리스찬치유상담대학원대학교),살림동산학원, 대학 , 사립 , 대학원 ,서울,교비,2023년,2185341.0,1956777.0,1109959.0,1109959.0,39600.0,,39600.0,,1070359.0,,1070359.0,,,,,602320.0,301800.0,150000.0,151800.0,95200.0,57000.0,3000.0,33800.0,1400.0,,56600.0,28000.0,1800.0,23000.0,3800.0,,,,,,,,,,,,,300520.0,286520.0,,231350.0,55170.0,14000.0,,3000.0,11000.0,,,,,,,,,,,,,,235560.0,6140.0,,6140.0,60910.0,303.0,60607.0,168511.0,120.0,,168391.0,8937.0,6881.0,6881.0,,2056.0,2056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228564.0,228564.0,228564.0,2185341.0,1843936.0,1302701.0,820182.0,597606.0,,159676.0,60499.0,40069.0,1025.0,18961.0,444.0,,,2400.0,,,482519.0,322510.0,21223.0,87629.0,41321.0,23774.0,84.0,15287.0,2176.0,,,1570.0,8267.0,424195.0,116895.0,10973.0,26368.0,800.0,,70467.0,1178.0,6705.0,405.0,58678.0,4294.0,,8811.0,2463.0,9444.0,26650.0,5090.0,1850.0,76.0,248622.0,6542.0,3726.0,52055.0,,,,1213.0,121252.0,1085.0,13337.0,,49411.0,117039.0,1000.0,1000.0,,109901.0,4000.0,72231.0,,,,,32049.0,120.0,,1502.0,6138.0,5140.0,998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31488.0,5297.0,,,,,,,,,,,,,,,,,,,,5297.0,,5297.0,,,,,,,,,,26190.0,26190.0,,,,11720.0,2277.0,,,12193.0,,,,,,,,,,,,,,,,,309918.0,309918.0,309918.0,,,1070359.0,,,
한국상담대학원대학교,우천학원, 대학 , 사립 , 대학원 ,서울,교비,2023년,2603678.0,2305140.0,1324567.0,1225148.0,42600.0,,42600.0,,1182548.0,,1182548.0,,99419.0,99419.0,,730534.0,623534.0,500891.0,122643.0,66611.0,33109.0,,18177.0,848.0,14477.0,56032.0,25795.0,6477.0,17684.0,4351.0,1726.0,,,,,,,,,,,,107000.0,,,,,107000.0,,7000.0,100000.0,,,,,,,,,,,,,,169807.0,7475.0,,7475.0,5540.0,635.0,4905.0,156792.0,6690.0,,150102.0,80231.0,70083.0,70083.0,,10148.0,10148.0,,,,,,,56840.0,56840.0,,,,,,,,,,,,,,56840.0,,,9812.0,47028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241699.0,241699.0,241699.0,2603678.0,2188315.0,1526675.0,917157.0,618756.0,,125138.0,66611.0,33109.0,,18177.0,848.0,14477.0,5400.0,101252.0,,,609519.0,262781.0,,8355.0,56032.0,25795.0,6477.0,17684.0,4351.0,1726.0,232966.0,,49384.0,462782.0,283056.0,48700.0,29821.0,,,192445.0,584.0,11505.0,,116820.0,185.0,8779.0,11442.0,12501.0,3203.0,69087.0,10504.0,542.0,577.0,62906.0,1331.0,1610.0,,,1926.0,,4358.0,36544.0,360.0,10221.0,,6556.0,198858.0,,,,191350.0,7000.0,168641.0,,,,,2537.0,6690.0,6482.0,,7508.0,3450.0,4058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210408.0,166173.0,,,,,,,,,,,,,,,,,,,,166173.0,18780.0,7069.0,17091.0,11690.0,111544.0,,,,,,,44234.0,44234.0,,,,4598.0,8383.0,,,31253.0,,,,,,,,,,,,,,,,,204956.0,204956.0,204956.0,,,1182548.0,,,
한국전력국제원자력대학원대학교,한국전력국제원자력대학원대학교, 대학 , 사립 , 대학원 ,울산,교비,2023년,14874947.0,12238807.0,4994794.0,4994794.0,50000.0,,50000.0,,4944794.0,,4944794.0,,,,,5673656.0,1177556.0,700000.0,477556.0,154439.0,85358.0,4949.0,58019.0,6113.0,,323117.0,181162.0,25710.0,103790.0,12455.0,,,,,,,,,,,,,4372100.0,4372100.0,4372100.0,,,,,,,,,,,24000.0,24000.0,,24000.0,,,100000.0,100000.0,,1350033.0,,,,104365.0,,104365.0,1245668.0,,,1245668.0,220324.0,47014.0,47014.0,,173309.0,173309.0,,,,,,,440000.0,440000.0,,,,,,,,,,,,,,,,,,,,440000.0,,440000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196140.0,2196140.0,2196140.0,14874947.0,12688800.0,5541232.0,2506515.0,1440575.0,271347.0,87224.0,154435.0,85358.0,4946.0,58019.0,6113.0,,544113.0,8821.0,,,3034716.0,1849865.0,315787.0,357457.0,323120.0,181162.0,25713.0,103790.0,12455.0,,174700.0,,13786.0,2490520.0,1371351.0,199792.0,430280.0,36913.0,,518856.0,8883.0,176627.0,,659552.0,153376.0,10771.0,98223.0,20764.0,,328261.0,26734.0,17665.0,3758.0,459617.0,68544.0,67481.0,127828.0,,1600.0,,,19453.0,36878.0,49828.0,,88005.0,4657048.0,24000.0,24000.0,,4633048.0,,3671109.0,,,,,490956.0,,470983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062134.0,240000.0,,,,,,,,,,,,,,,,,,,,,,,,,,240000.0,,240000.0,,,,822134.0,822134.0,,,4180.0,141964.0,544313.0,,,131677.0,,,,,,,,,,,,,,,,,1124013.0,1124013.0,1124013.0,,,4944794.0,,,
한림국제대학원대학교,일송학원, 대학 , 사립 , 대학원 ,서울,교비,2023년,4301138.0,3081539.0,2516155.0,2516155.0,126840.0,,126840.0,,2389315.0,,2389315.0,,,,,184496.0,161382.0,11275.0,150107.0,99834.0,49768.0,522.0,25256.0,2615.0,21674.0,50273.0,23264.0,2336.0,19820.0,4853.0,,,,,,,,,,,,,21200.0,,,,,21200.0,,,21200.0,,,,,,,,,,,1914.0,1914.0,,358567.0,12350.0,,12350.0,258907.0,691.0,258217.0,87310.0,32255.0,,55055.0,22322.0,20051.0,20051.0,,2271.0,2271.0,,,,,,,30277.0,30277.0,,,,,,,,,,,,,,30277.0,1914.0,,1320.0,8359.0,18684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189322.0,1189322.0,1189322.0,4301138.0,2778648.0,1829285.0,1270579.0,986172.0,,68123.0,99834.0,49768.0,522.0,25256.0,2615.0,21674.0,104900.0,11550.0,,,558706.0,200712.0,,61243.0,50273.0,23264.0,2336.0,19820.0,4853.0,,237920.0,200.0,8359.0,240939.0,45406.0,23642.0,5931.0,,,12733.0,1906.0,1135.0,59.0,105911.0,376.0,,1297.0,2546.0,18675.0,40952.0,17783.0,12616.0,11666.0,89623.0,7837.0,1144.0,24241.0,,10920.0,,,3099.0,,30554.0,,11827.0,708360.0,2343.0,,2343.0,694527.0,10200.0,663874.0,,,,,4195.0,1800.0,8390.0,6068.0,11489.0,4700.0,6789.0,64.0,,,64.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135400.0,95588.0,,,,,,,,,,,,,,,,,,,,95588.0,1926.0,32600.0,5021.0,23143.0,32897.0,,,,,,,39813.0,39813.0,,4400.0,,18356.0,14386.0,,,2670.0,,,,,,,,,,,,,,,,,1387090.0,1387090.0,1387090.0,,,2389315.0,,,
