학교명,법인명,학급,설립,학종,지역,회계,회계연도,1.자금수입총계[1135],2.운영수입[1086],3.등록금및수강료수입[1001],4.등록금수입[1002],5.입학금[1003],6.학부생입학금[1004],6.대학원생입학금[1005],6.기타입학금,5.수업료[1007],6.학부생수업료[1008],6.대학원생수업료[1009],6.계절학기수업료[1010],4.수강료수입[1011],5.단기수강료[1012],5.시간제등록금,3.전입및기부수입[1013],4.전입금수입[1014],5.경상비전입금[1015],5.법정부담전입금[1020],6.교원법정전입금(1)[1385],7.교원사학연금전입금(1)[1386],7.교원국민연금전입금(1)[1387],7.교원건강보험전입금(1)[1388],7.교원산재·고용보험전입금(1)[1389],7.교원퇴직수당전입금(1)[1507],6.직원법정전입금(2)[1390],7.직원사학연금전입금(2)[1391],7.직원국민연금전입금(2)[1392],7.직원건강보험전입금(2)[1393],7.직원산재·고용보험전입금(2)[1394],7.직원퇴직수당전입금(2)[1508],5.자산전입금[1026],6.자금전입금[1311],6.현물전입금[1312],5.부속병원전입금[1027],5.특별회계전입금[1032],5.교내전입금[1033],5.수익사업전입금[1034],5.등록금회계전입금[1351],6.건축적립금적립액[1509],6.차입원리금상환액[1510],5.비등록금회계전입금,4.기부금수입[1035],5.일반기부금(1)[1036],6.기업체(1)[1037],6.단체및기관(1)[1038],6.개인(1)[1039],5.지정기부금(2)[1040],6.기업체(2)[1041],6.단체및기관(2)[1042],6.개인(2)[1043],5.연구기부금(3)[1044],6.기업체(3)[1045],6.단체및기관(3)[1046],6.개인(3)[1047],4.국고보조금수입[1048],5.교육부[1313],6.국가장학금[1500],6.기타지원금[1501],5.타기관[1314],5.지방자치단체[1315],4.산학협력단및학교기업전입금[1365],5.산학협력단전입금[1297],5.학교기업전입금[1304],3.교육부대수입[1060],4.입시수수료수입[1061],5.입학원서대[1062],5.수험료[1063],4.증명사용료수입[1064],5.증명료[1065],5.대여료및사용료[1066],4.기타교육부대수입[1067],5.논문심사수입[1068],5.실습수입[1069],5.기타교육부대수입[1070],3.교육외수입[1071],4.예금이자수입[1072],5.예금이자[1073],5.기금투자자산처분수입,4.기타교육외수입[1074],5.잡수입[1075],5.특별회계사업수입[1301],4.수익재산수입[1081],5.임대료수입[1082],5.배당금수입[1083],5.임농수산물수입[1084],5.기타수익재산수입[1085],2.자산및부채수입[1126],3.투자와기타자산수입[1087],4.투자자산수입[1088],5.투자유가증권매각대[1089],5.출자금회수[1090],5.부속병원투자자산회수,5.산학협력단투자자산회수,5.학교기업투자자산회수[1306],5.기타투자자산수입[1091],4.원금보존기금인출수입[1353],5.원금보존연구기금인출[1354],5.원금보존건축기금인출[1355],5.원금보존장학기금인출[1356],5.원금보존퇴직기금인출[1367],5.원금보존특정목적기금인출[1357],4.임의기금인출수입[1092],5.임의연구기금인출[1093],5.임의건축기금인출[1094],5.임의장학기금인출[1095],5.임의퇴직기금인출[1096],5.임의특정목적기금인출[1097],4.기타자산수입[1098],5.전신전화보증금회수[1099],5.임차보증금회수[1100],5.장기대여금회수[1101],5.수익용예금인출[1502],5.기타자산수입[1102],3.고정자산매각수입[1103],4.유형고정자산매각수입[1104],5.토지매각대[1105],5.건물매각대[1106],5.구축물매각대[1107],5.기계기구매각대[1108],5.집기비품매각대[1109],5.컨텐츠매각대[1319],5.차량운반구매각대[1110],5.도서매각대[1111],5.유물매각대[1112],4.무형고정자산매각수입[1113],5.무형고정자산매각대[1114],3.유동부채입금[1115],4.단기차입금[1116],5.단기차입금차입[1117],3.고정부채입금[1118],4.장기차입금[1119],5.장기차입금차입[1120],5.차관도입[1121],5.학교채발행[1122],4.기타고정부채[1123],5.임대보증금수입[1124],5.기타고정부채수입[1125],3.기본금[1371],4.출연기본금[1372],5.설립자기본금[1373],5.법인[1374],2.미사용전기이월자금[1127],3.미사용전기이월자금[1294],4.미사용전기이월자금[1381],1.자금지출총계[1293],2.운영지출[1241],3.보수[1136],4.교원보수[1137],5.교원급여[1138],5.교원상여금[1139],5.교원각종수당[1140],5.교원법정부담금(3)[1141],6.교원사학연금부담금(3)[1395],6.교원국민연금부담금(3)[1396],6.교원건강보험부담금(3)[1397],6.교원산재·고용보험부담금(3)[1398],6.교원퇴직수당부담금(3)[1511],5.시간강의료[1142],5.특별강의료[1143],5.교원퇴직금[1144],5.조교인건비[1145],4.직원보수[1146],5.직원급여[1147],5.직원상여금[1148],5.직원각종수당[1149],5.직원법정부담금(4)[1150],6.직원사학연금부담금(4)[1399],6.직원국민연금부담금(4)[1400],6.직원건강보험부담금(4)[1401],6.직원산재·고용보험부담금(4)[1402],6.직원퇴직수당부담금(4)[1503],5.임시직인건비[1151],5.노임[1152],5.직원퇴직금[1153],3.관리운영비[1154],4.시설관리비[1155],5.건축물관리비[1156],5.장비관리비[1157],5.조경관리비[1158],5.박물관관리비[1159],5.시설용역비[1160],5.보험료[1161],5.리스임차료[1162],5.기타시설관리비[1165],4.일반관리비[1166],5.여비교통비[1167],5.차량유지비[1168],5.소모품비[1169],5.인쇄출판비[1170],5.난방비[1171],5.전기수도료[1172],5.통신비[1173],5.제세공과금[1174],5.지급수수료[1175],4.운영비[1176],5.복리후생비[1177],5.교육훈련비[1178],5.일반용역비[1179],5.업무추진비[1180],5.기관장 업무추진비[1601],5.상임이사 업무추진비[1602],5.기타 업무추진비[1603],5.홍보비[1181],5.회의비[1182],5.행사비[1183],5.선교비[1184],5.기타운영비[1185],3.연구학생경비[1186],4.연구비[1187],5.연구비[1188],5.연구관리비[1189],4.학생경비[1190],5.교외장학금[1368],5.교내장학금[1369],5.장학금[1191],6.내부장학금[1330],6.외부장학금[1331],5.학비감면[1192],5.실험실습비[1193],5.논문심사료[1199],5.학생지원비[1200],5.기타학생경비[1201],4.입시관리비[1202],5.입시수당[1203],5.입시경비[1204],3.교육외비용[1205],4.지급이자[1206],5.지급이자[1207],4.기타교육외비용[1208],5.잡손실[1209],5.특별회계사업비,5.기금투자자산처분손실,3.전출금[1216],4.전출금[1217],5.경상비전출금[1218],5.법정부담전출금[1223],6.교원법정전출금(5)[1403],7.교원사학연금전출금(5)[1404],7.교원국민연금전출금(5)[1405],7.교원건강보험전출금(5)[1406],7.교원산재·고용보험전출금(5)[1407],7.교원퇴직수당전출금(5)[1504],6.직원법정전출금(6)[1408],7.직원사학연금전출금(6)[1409],7.직원국민연금전출금(6)[1410],7.직원건강보험전출금(6)[1411],7.직원산재·고용보험전출금(6)[1412],7.직원퇴직수당전출금(6)[1505],5.자산전출금[1228],6.자금전출금[1341],6.현물전출금[1342],5.부속병원전출금[1233],5.특별회계전출금[1235],5.교내전출금[1240],5.등록금회계전출금,5.비등록금회계전출금[1359],6.건축적립금적립액[1512],6.차입원리금상환액[1513],4.산학협력단및학교기업전출금[1366],5.산학협력단전출금[1296],5.학교기업전출금[1343],3.예비비[1347],4.예비비[1348],5.예비비[1349],2.자산및부채지출[1242],3.투자와기타자산지출[1243],4.설치학교[1375],5.대학[1376],5.전문대학[1377],5.원격대학[1378],5.초중고교[1379],5.부속병원[1380],4.투자자산지출[1244],5.투자유가증권매입대[1245],5.출자금지출[1246],5.부속병원투자지출[1247],5.산학협력단투자자산지출,5.학교기업투자자산지출[1305],5.기타투자자산지출[1248],4.원금보존기금적립지출[1360],5.원금보존연구기금적립[1361],5.원금보존건축기금적립[1362],5.원금보존장학기금적립[1363],5.원금보존퇴직기금적립[1370],5.원금보존특정목적기금적립[1364],4.임의기금적립지출[1249],5.임의연구기금적립[1250],5.임의건축기금적립[1251],5.임의장학기금적립[1252],5.임의퇴직기금적립[1253],5.임의특정목적기금적립[1254],4.기타자산지출[1255],5.전신전화보증금지출[1256],5.임차보증금지출[1257],5.장기대여금지출[1258],5.수익용예금예치[1506],5.기타자산지출[1259],3.고정자산매입지출[1260],4.유형고정자산매입지출[1261],5.토지매입비[1262],5.건물매입비[1263],5.구축물매입비[1264],5.기계기구매입비[1265],5.집기비품매입비[1266],5.컨텐츠매입비[1346],5.차량운반구매입비[1267],5.도서구입비[1268],5.박물관유물구입비[1269],5.건설가계정[1270],4.무형고정자산취득비[1271],5.무형고정자산취득비[1272],3.유동부채상환[1273],4.단기차입금상환[1274],5.단기차입금상환[1275],3.고정부채상환[1276],4.장기차입금상환[1277],5.장기차입금상환[1278],5.차관상환[1279],5.학교채상환[1280],4.기타고정부채상환[1281],5.임대보증금환급[1282],5.장기미지급금상환[1283],5.기타고정부채의상환[1284],2.미사용차기이월자금[1285],3.미사용차기이월자금[1295],4.미사용차기이월자금[1382],7.학부수업료[1604],7.학부계절학기수업료[1605],7.대학원수업료[1606],7.대학원계절학기수업료[1607],5.기타국고지원[1514],5.유동성장기부채상환[1608]
서울벤처대학원대학교,호서학원, 대학 , 사립 , 대학원 ,서울,교비,2023년,6824313.0,3489278.0,3081638.0,2461017.0,98625.0,,98625.0,,2362392.0,,2362392.0,,620621.0,620621.0,,19753.0,5000.0,,5000.0,2500.0,2500.0,,,,,2500.0,2500.0,,,,,,,,,,,,,,,,5600.0,3600.0,1000.0,,2600.0,2000.0,,,2000.0,,,,,9153.0,,,,,9153.0,,,,154942.0,15200.0,,15200.0,61882.0,742.0,61140.0,77860.0,60160.0,,17700.0,232944.0,213459.0,213459.0,,19485.0,19485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3335036.0,3335036.0,3335036.0,6824313.0,2924611.0,2115545.0,1463940.0,840520.0,,114520.0,68026.0,41289.0,3524.0,21445.0,1767.0,,132480.0,308395.0,,,651605.0,313678.0,,88325.0,57432.0,31835.0,1921.0,19851.0,3824.0,,185821.0,,6350.0,372317.0,131066.0,72024.0,23397.0,,,4006.0,204.0,29200.0,2235.0,122715.0,5877.0,4667.0,19600.0,6113.0,,41953.0,10427.0,11593.0,22486.0,118536.0,9538.0,17563.0,11935.0,,2444.0,,,11045.0,9294.0,14784.0,3331.0,38603.0,430436.0,,,,415946.0,1000.0,333116.0,,,,,,60160.0,6688.0,14982.0,14490.0,5690.0,8800.0,6314.0,,,6314.0,6314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326030.0,104003.0,,,,,,,,,,,,,,,,,,,,104003.0,17730.0,85834.0,438.0,,,,,,,,,222027.0,222027.0,,200090.0,,12199.0,9738.0,,,,,,,,,,,,,,,,,,,,3573673.0,3573673.0,3573673.0,,,2362392.0,,,
서울불교대학원대학교,보문학원, 대학 , 사립 , 대학원 ,서울,교비,2023년,2910515.0,2638469.0,2332427.0,1710039.0,80000.0,,80000.0,,1630039.0,,1630039.0,,622388.0,622388.0,,257784.0,129314.0,,129314.0,88639.0,35520.0,4309.0,23174.0,5550.0,20085.0,40675.0,22149.0,1198.0,14966.0,2362.0,,,,,,,,,,,,,28410.0,,,,,28410.0,,,28410.0,,,,,100060.0,100060.0,,100060.0,,,,,,38117.0,8850.0,,8850.0,1467.0,832.0,635.0,27800.0,16300.0,,11500.0,10141.0,10059.0,10059.0,,82.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272046.0,272046.0,272046.0,2910515.0,2354807.0,1816648.0,1392784.0,681898.0,,201444.0,88639.0,35520.0,4309.0,23174.0,5550.0,20085.0,160980.0,259822.0,,,423864.0,167142.0,,127118.0,40675.0,22149.0,1198.0,14966.0,2362.0,,88930.0,,,380199.0,70109.0,18676.0,45969.0,,,4764.0,479.0,,221.0,136238.0,1735.0,1999.0,22255.0,14092.0,11679.0,19175.0,10669.0,48943.0,5690.0,173852.0,16949.0,686.0,137045.0,,,,917.0,5373.0,9157.0,1539.0,,2187.0,157960.0,40000.0,40000.0,,109110.0,,72752.0,,,,,,16300.0,5432.0,14626.0,8850.0,7698.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40482.0,40482.0,,,,19233.0,4918.0,,,16330.0,,,,,,,,,,,,,,,,,515226.0,515226.0,515226.0,,,1630039.0,,,
서울상담심리대학원대학교(구.용문상담심리대학원대학교),용문학원, 대학 , 사립 , 대학원 ,서울,교비,2023년,19811028.0,2642514.0,1162376.0,1158931.0,49280.0,,49280.0,,1109651.0,,1109651.0,,3445.0,3445.0,,59112.0,52112.0,,52112.0,31240.0,31240.0,,,,,20872.0,20872.0,,,,,,,,,,,,,,,,7000.0,5000.0,,5000.0,,2000.0,,,2000.0,,,,,,,,,,,,,,446443.0,6700.0,,6700.0,45443.0,143.0,45300.0,394301.0,9000.0,,385301.0,974583.0,974427.0,974427.0,,155.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17168514.0,17168514.0,17168514.0,19811028.0,2836117.0,1653175.0,974252.0,646912.0,,50975.0,61148.0,33440.0,4471.0,19840.0,3396.0,,,215218.0,,,678923.0,506620.0,,92316.0,67161.0,21759.0,10489.0,23343.0,8645.0,2926.0,,,12825.0,865067.0,603210.0,308238.0,47577.0,14179.0,,114871.0,780.0,91742.0,25823.0,99220.0,3328.0,,30261.0,5285.0,,46905.0,9081.0,148.0,4213.0,162637.0,24235.0,2504.0,29251.0,,,,,38641.0,6044.0,21723.0,,40239.0,317876.0,30160.0,30160.0,,272723.0,2000.0,253730.0,,,,,,9202.0,7792.0,,14992.0,9300.0,5692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791966.0,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,700000.0,,700000.0,,,,91966.0,91966.0,,,,,64805.0,,,27160.0,,,,,,,,,,,,,,,,,16182945.0,16182945.0,16182945.0,,,1109651.0,,,
서울성경신학대학원대학교,순장학원, 대학 , 사립 , 대학원 ,서울,교비,2023년,832454.0,728787.0,369932.0,369932.0,,,,,369932.0,,369932.0,,,,,327965.0,166970.0,129005.0,37965.0,26363.0,16559.0,822.0,7713.0,1270.0,,11602.0,3267.0,1023.0,5428.0,1883.0,,,,,,,,,,,,,160995.0,160995.0,,59857.0,101138.0,,,,,,,,,,,,,,,,,,21720.0,1860.0,,1860.0,17420.0,96.0,17324.0,2440.0,1700.0,,740.0,9169.0,8218.0,8218.0,,952.0,952.0,,,,,,,24100.0,24000.0,,,,,,,,,,,,,,24000.0,24000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,100.0,100.0,,,,,,79567.0,79567.0,79567.0,832454.0,714697.0,534349.0,387213.0,261282.0,,56800.0,26371.0,16559.0,878.0,7519.0,1415.0,,41760.0,1000.0,,,147136.0,113527.0,,21020.0,11589.0,3267.0,1028.0,5369.0,1926.0,,,1000.0,,119029.0,56251.0,535.0,23617.0,,,13861.0,986.0,6953.0,10300.0,39941.0,570.0,825.0,3401.0,5043.0,919.0,18120.0,7413.0,1520.0,2130.0,22837.0,1890.0,505.0,,,1956.0,,148.0,8887.0,494.0,6482.0,,2474.0,61319.0,8800.0,8800.0,,50662.0,13120.0,37372.0,,,,,,,,170.0,1857.0,1598.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14301.0,14301.0,,,,,10243.0,,,4058.0,,,,,,,,40.0,,,,,40.0,40.0,,,103416.0,103416.0,103416.0,,,369932.0,,,
서울외국어대학원대학교,해광학원, 대학 , 사립 , 대학원 ,서울,교비,2023년,3871109.0,3631102.0,3113483.0,3015133.0,76800.0,,76800.0,,2938333.0,,2938333.0,,98350.0,98350.0,,166985.0,165985.0,122443.0,43541.0,31247.0,31247.0,,,,,12294.0,12294.0,,,,,,,,,,,,,,,,1000.0,1000.0,,,1000.0,,,,,,,,,,,,,,,,,,25469.0,19516.0,,19516.0,593.0,593.0,,5360.0,,,5360.0,325166.0,3586.0,3586.0,,321579.0,321579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240006.0,240006.0,240006.0,3871109.0,2196472.0,1531589.0,1140215.0,821245.0,,,79142.0,31247.0,18210.0,17258.0,12428.0,,239828.0,,,,391374.0,355440.0,,,35935.0,12294.0,,23640.0,,,,,,298719.0,75259.0,,18281.0,,,48862.0,6795.0,1320.0,,107072.0,426.0,8907.0,19597.0,,,61878.0,13126.0,741.0,2398.0,116388.0,3519.0,240.0,109376.0,,,,,,,,,3254.0,338191.0,,,,326601.0,,302800.0,,,,,,,,23801.0,11590.0,10100.0,1490.0,27972.0,27645.0,27645.0,327.0,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682374.0,682374.0,,,,,21890.0,,,,,660484.0,,,459000.0,459000.0,459000.0,,,,,,,,,,533263.0,533263.0,533263.0,,,2938333.0,,,
선학유피대학원대학교(구.청심신학대학원대학교),청심학원, 대학 , 사립 , 대학원 ,경기,교비,2023년,4185236.0,3257429.0,681788.0,519700.0,22800.0,,22800.0,,496900.0,,496900.0,,162088.0,162088.0,,1936112.0,972811.0,846223.0,126588.0,29890.0,21576.0,,8315.0,,,96698.0,51956.0,7744.0,34178.0,2820.0,,,,,,,,,,,,,963301.0,60190.0,,,60190.0,903112.0,,903112.0,,,,,,,,,,,,,,,492709.0,1250.0,,1250.0,234195.0,197.0,233998.0,257264.0,3300.0,,253964.0,146820.0,146582.0,146582.0,,238.0,238.0,,,,,,,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,2400.0,,,,,,,2400.0,,,,,,,,,,,,,,,,,,,,925407.0,925407.0,925407.0,4185236.0,3151118.0,1487412.0,445110.0,370759.0,10000.0,24400.0,29890.0,21576.0,,8315.0,,,,10060.0,,,1042302.0,516512.0,38000.0,2800.0,96698.0,51956.0,7744.0,34178.0,2820.0,,313003.0,36430.0,38860.0,998005.0,302183.0,7194.0,16863.0,10503.0,,221907.0,8503.0,37213.0,,352366.0,4854.0,35056.0,28079.0,193.0,93120.0,185409.0,4268.0,1246.0,142.0,343457.0,26392.0,1843.0,94170.0,,2087.0,,3764.0,2044.0,3625.0,44725.0,,164807.0,665701.0,12148.0,5445.0,6702.0,652303.0,175200.0,136713.0,,,,,,3300.0,337090.0,,1250.0,,1250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163876.0,130833.0,,,,,,,,,,,,,,,,,,,,99769.0,,61667.0,,,38102.0,31064.0,,31064.0,,,,33043.0,33043.0,,,,7796.0,17738.0,,,7508.0,,,,,,,,,,,,,,,,,870242.0,870242.0,870242.0,,,496900.0,,,
성산효대학원대학교,성산효교육재단, 대학 , 사립 , 대학원 ,인천,교비,2023년,3352648.0,1892790.0,1666858.0,1512812.0,77040.0,,77040.0,,1435772.0,,1435772.0,,154047.0,154047.0,,51135.0,51135.0,5000.0,46135.0,29802.0,29802.0,,,,,16332.0,16332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117055.0,8150.0,,8150.0,845.0,245.0,600.0,108060.0,15800.0,,92260.0,57742.0,56573.0,56573.0,,1170.0,1170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459858.0,1459858.0,1459858.0,3352648.0,1802968.0,1263146.0,832035.0,596445.0,,98828.0,43706.0,29802.0,,13404.0,499.0,,7052.0,85405.0,600.0,,431111.0,188240.0,,24685.0,34895.0,16332.0,1331.0,14010.0,3221.0,,169246.0,,14045.0,245972.0,83622.0,23684.0,32989.0,3624.0,,11089.0,2276.0,5366.0,4594.0,96787.0,1202.0,1726.0,23422.0,13363.0,1185.0,46072.0,7756.0,1514.0,546.0,65564.0,17160.0,4371.0,10880.0,,1000.0,,906.0,22531.0,200.0,5783.0,,2734.0,293850.0,8600.0,8600.0,,269165.0,,253365.0,,,,,,15800.0,,,16085.0,3176.0,12910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279373.0,1246599.0,,,,,,,,,,,,,,,,,,,,1246599.0,100000.0,250000.0,696599.0,200000.0,,,,,,,,32774.0,32774.0,,,,,23834.0,,,8940.0,,,,,,,,,,,,,,,,,270306.0,270306.0,270306.0,,,1424972.0,10800.0,,
성서침례대학원대학교,성서침례학원, 대학 , 사립 , 대학원 ,경기,교비,2023년,1304437.0,935788.0,312728.0,312428.0,8240.0,,8240.0,,304188.0,,304188.0,,300.0,300.0,,569083.0,50000.0,20240.0,29760.0,15231.0,9024.0,680.0,5528.0,,,14529.0,9894.0,108.0,4359.0,168.0,,,,,,,,,,,,,519083.0,399033.0,18100.0,141438.0,239495.0,120050.0,55400.0,35670.0,28980.0,,,,,,,,,,,,,,46857.0,2170.0,,2170.0,17361.0,88.0,17273.0,27326.0,1500.0,,25826.0,7120.0,305.0,305.0,,6815.0,6815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368648.0,368648.0,368648.0,1304437.0,730888.0,429299.0,297323.0,171182.0,29530.0,30590.0,15231.0,9024.0,680.0,5528.0,,,45080.0,4850.0,859.0,,131977.0,84331.0,14004.0,11202.0,14529.0,9894.0,108.0,4359.0,168.0,,2400.0,5510.0,,133424.0,28132.0,348.0,17081.0,1127.0,,4800.0,706.0,3747.0,322.0,53922.0,322.0,191.0,11175.0,273.0,14091.0,21284.0,4155.0,206.0,2224.0,51369.0,3057.0,600.0,2772.0,,,,,650.0,640.0,3563.0,4000.0,36088.0,168118.0,22925.0,,22925.0,141032.0,102008.0,37024.0,,,,,,1500.0,500.0,,4160.0,900.0,3260.0,47.0,,,47.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11401.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,11401.0,11401.0,,,,,3721.0,,,7680.0,,,,,,,,,,,,,,,,,562148.0,562148.0,562148.0,,,304188.0,,,
수도국제대학원대학교(구.국제신학대학원대학교),국제학원, 대학 , 사립 , 대학원 ,서울,교비,2023년,3736406.0,3350114.0,3034409.0,2924568.0,181200.0,,181200.0,,2743368.0,,2743368.0,,109842.0,109842.0,,193068.0,176108.0,10000.0,166108.0,117016.0,37661.0,1065.0,29457.0,5711.0,43122.0,49092.0,16533.0,2776.0,23303.0,6480.0,,,,,,,,,,,,,16960.0,120.0,,,120.0,16840.0,,,16840.0,,,,,,,,,,,,,,95542.0,29309.0,,29309.0,23133.0,2733.0,20400.0,43100.0,42550.0,,550.0,27095.0,26447.0,26447.0,,648.0,648.0,,,,,,,12000.0,12000.0,,,,,,,,,,,,,,,,,,,,12000.0,,,12000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374292.0,374292.0,374292.0,3736406.0,3247664.0,2379554.0,1684742.0,1101088.0,,132913.0,117016.0,37661.0,1065.0,29457.0,5711.0,43122.0,293450.0,40275.0,,,694813.0,330072.0,,35109.0,49092.0,16533.0,2776.0,23303.0,6480.0,,264940.0,,15600.0,296112.0,74924.0,5251.0,19637.0,,,34615.0,2818.0,,12603.0,58597.0,927.0,,10463.0,8354.0,84.0,29149.0,6602.0,2973.0,45.0,162591.0,5696.0,1612.0,12582.0,,70.0,,1002.0,1100.0,4372.0,42676.0,,93480.0,570375.0,,,,539704.0,15080.0,477624.0,,,,,,42550.0,,4450.0,30671.0,,30671.0,1622.0,,,1622.0,1622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98192.0,98192.0,,,,,90978.0,,,7214.0,,,,,,,,,,,,,,,,,390551.0,390551.0,390551.0,,,2743368.0,,,
순복음대학원대학교,순총학원, 대학 , 사립 , 대학원 ,서울,교비,2023년,1075203.0,1654962.0,721125.0,711985.0,25500.0,,25500.0,,686485.0,,686485.0,,9140.0,9140.0,,147000.0,14390.0,,14390.0,10500.0,10500.0,,,,,3890.0,3890.0,,,,,,,,,,,,,,,,132610.0,132610.0,,,132610.0,,,,,,,,,,,,,,,,,,5214.0,1521.0,,1521.0,193.0,193.0,,3500.0,3500.0,,,781623.0,114.0,114.0,,781509.0,781509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-579759.0,-579759.0,-579759.0,1075203.0,769871.0,350962.0,272687.0,176982.0,3200.0,,15180.0,10512.0,502.0,4095.0,70.0,,77326.0,,,,78275.0,62400.0,1800.0,,7934.0,3877.0,851.0,2672.0,534.0,,6141.0,,,100788.0,23196.0,11913.0,,,,,731.0,,10552.0,22164.0,,,827.0,,1415.0,15959.0,2296.0,,1667.0,55428.0,4512.0,,2530.0,,,,,3943.0,1196.0,14399.0,,28848.0,270460.0,,,,270460.0,,267460.0,,,,,,3000.0,,,,,,47661.0,11107.0,11107.0,36554.0,36554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304668.0,304668.0,304668.0,,,,,,,664.0,664.0,664.0,,,686485.0,,,
실천신학대학원대학교,실천신학대학원, 대학 , 사립 , 대학원 ,경기,교비,2023년,1326068.0,983651.0,550682.0,550682.0,9600.0,,9600.0,,541082.0,,541082.0,,,,,419421.0,70000.0,785.0,69215.0,36748.0,24137.0,,12611.0,,,32467.0,21196.0,684.0,10050.0,537.0,,,,,,,,,,,,,300722.0,158984.0,,158984.0,,130008.0,,130008.0,,11730.0,,11730.0,,48699.0,,,,,,,,,10363.0,3760.0,,3760.0,3703.0,103.0,3600.0,2900.0,1500.0,,1400.0,3185.0,3159.0,3159.0,,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342417.0,342417.0,342417.0,1326068.0,1206026.0,878270.0,597698.0,386123.0,52269.0,90540.0,36748.0,24137.0,,12611.0,,,32018.0,,,,280572.0,178580.0,31948.0,37577.0,32467.0,21196.0,684.0,10050.0,537.0,,,,,101827.0,26492.0,,185.0,902.0,,15446.0,310.0,8914.0,735.0,32843.0,154.0,3685.0,1272.0,248.0,61.0,16506.0,4536.0,73.0,6308.0,42492.0,16744.0,320.0,,,563.0,,,22912.0,,916.0,,1037.0,225930.0,48948.0,28953.0,19995.0,172772.0,78628.0,92944.0,,,,,,,,1200.0,4210.0,,4210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2409.0,2409.0,,,,,1815.0,,,594.0,,,,,,,,,,,,,,,,,117633.0,117633.0,117633.0,,,541082.0,,48699.0,
