기준년도,학교명,캠퍼스구분,학교종류,설립구분,지역,재학생수,기숙사실수,기숙사수용인원,기숙사지원자수,기숙사경쟁률,기숙사수용률
2025,건국대학교,본교,대학교,사립,서울,18215.0,1679,3113,4495.0,1.4,17.1
2025,경희대학교,본교,대학교,사립,서울,28963.0,2539,4946,7505.0,1.5,17.1
2025,고려대학교,본교,대학교,사립,서울,28662.0,1592,3301,4429.0,1.3,11.5
2025,광운대학교,본교,대학교,사립,서울,8710.0,517,1069,1392.0,1.3,12.3
2025,국민대학교,본교,대학교,사립,서울,15996.0,791,2130,4441.0,2.1,13.3
2025,덕성여자대학교,본교,대학교,사립,서울,5737.0,468,880,1392.0,1.6,15.3
2025,동국대학교,본교,대학교,사립,서울,16213.0,871,2221,2721.0,1.2,13.7
2025,동덕여자대학교,본교,대학교,사립,서울,6278.0,203,798,562.0,0.7,12.7
2025,삼육대학교,본교,대학교,사립,서울,5835.0,508,1229,1148.0,0.9,21.1
2025,상명대학교,본교,대학교,사립,서울,6891.0,202,610,762.0,1.2,8.9
2025,서강대학교,본교,대학교,사립,서울,11217.0,548,1264,1881.0,1.5,11.3
2025,서경대학교,본교,대학교,사립,서울,6686.0,257,814,942.0,1.2,12.2
2025,서울기독대학교,본교,대학교,사립,서울,1404.0,23,89,14.0,0.2,6.3
2025,서울여자대학교,본교,대학교,사립,서울,7920.0,354,915,1602.0,1.8,11.6
2025,서울한영대학교,본교,대학교,사립,서울,855.0,24,108,22.0,0.2,12.6
2025,성공회대학교,본교,대학교,사립,서울,2293.0,223,444,453.0,1.0,19.4
2025,성균관대학교,본교,대학교,사립,서울,25782.0,2710,5218,7587.0,1.5,20.2
2025,성신여자대학교,본교,대학교,사립,서울,9761.0,456,993,1560.0,1.6,10.2
2025,세종대학교,본교,대학교,사립,서울,15333.0,695,1751,1338.0,0.8,11.4
2025,숙명여자대학교,본교,대학교,사립,서울,10625.0,583,1279,1472.0,1.2,12.0
2025,숭실대학교,본교,대학교,사립,서울,15029.0,822,1736,2596.0,1.5,11.6
2025,연세대학교,본교,대학교,사립,서울,28672.0,4255,10044,11312.0,1.1,35.0
2025,이화여자대학교,본교,대학교,사립,서울,20730.0,2482,4370,6996.0,1.6,21.1
2025,장로회신학대학교,본교,대학교,사립,서울,1970.0,177,642,572.0,0.9,32.6
2025,중앙대학교,본교,대학교,사립,서울,21202.0,1299,2687,6319.0,2.4,12.7
2025,총신대학교,본교,대학교,사립,서울,2812.0,374,1289,1204.0,0.9,45.8
2025,추계예술대학교,본교,대학교,사립,서울,1255.0,68,182,107.0,0.6,14.5
2025,한국성서대학교,본교,대학교,사립,서울,968.0,43,172,136.0,0.8,17.8
2025,한국외국어대학교,본교,대학교,사립,서울,18834.0,1643,3431,5115.0,1.5,18.2
2025,한성대학교,본교,대학교,사립,서울,6828.0,298,715,501.0,0.7,10.5
2025,한양대학교,본교,대학교,사립,서울,22092.0,1611,3457,4364.0,1.3,15.6
2025,홍익대학교,본교,대학교,사립,서울,14129.0,679,1354,3114.0,2.3,9.6
