reference_year,evaluation_cycle,university_name,founding_type,region_name,source_file_name,undergrad_enrolled_within_quota,undergrad_enrolled_total,total_enrolled_students_basis_1,total_enrolled_students_basis_2,total_enrolled_students_basis_3,full_time_faculty_count,legal_faculty_quota,full_time_faculty_rate_pct_original,full_time_faculty_rate_pct_recalculated,adjunct_faculty_rate_pct_original,faculty_combined_rate_pct_original,building_facility_area_sqm,building_required_area_sqm,building_facility_rate_pct_original,building_facility_rate_pct_recalculated,freshman_admissions_within_quota,freshman_recruitment_quota,freshman_fill_rate_pct_original,freshman_fill_rate_pct_recalculated,enrolled_students_within_quota,adjusted_student_quota,student_fill_rate_pct_original,student_fill_rate_pct_recalculated,student_recruitment_performance_pct_original,total_education_cost_krw,tuition_revenue_for_education_return_krw,education_cost_return_rate_pct_original,education_cost_return_rate_pct_recalculated,scholarship_amount_krw,tuition_revenue_for_scholarship_krw,scholarship_ratio_pct_original,scholarship_ratio_pct_recalculated,tuition_revenue_for_operating_revenue_ratio_krw,operating_revenue_for_tuition_ratio_krw,tuition_revenue_ratio_pct_original,tuition_revenue_ratio_pct_recalculated,donation_amount_krw,operating_revenue_for_donation_ratio_krw,donation_ratio_pct_original,donation_ratio_pct_recalculated,corporate_transfer_amount_krw,operating_revenue_for_corporate_transfer_krw,corporate_transfer_ratio_pct_original,corporate_transfer_ratio_pct_recalculated,legal_burden_paid_krw,legal_burden_standard_krw,legal_burden_rate_pct_original,legal_burden_rate_pct_recalculated,corporate_transfer_for_corporate_finance_krw,corporate_general_account_finance_scale_krw,corporate_finance_transfer_ratio_pct_original,corporate_finance_transfer_ratio_pct_recalculated,lecturer_pay_total_krw,lecture_hours_total,lecturer_hourly_pay_krw_original,lecturer_hourly_pay_krw_recalculated,internal_research_funds_thousand_krw,full_time_faculty_count_internal_research,internal_research_funds_per_faculty_thousand_krw_original,internal_research_funds_per_faculty_thousand_krw_recalculated,staff_enrolled_students,staff_count,students_per_staff_original,students_per_staff_recalculated,dormitory_capacity,dormitory_enrolled_students,dormitory_accommodation_rate_pct_original,dormitory_accommodation_rate_pct_recalculated,dormitory_domestic_residents,dormitory_domestic_enrolled_students,dormitory_domestic_accommodation_rate_pct_original,dormitory_domestic_accommodation_rate_pct_recalculated,library_material_purchase_expense_krw,library_student_count,library_material_purchase_per_student_krw_original,library_material_purchase_per_student_krw_recalculated,library_staff_count,library_staff_enrolled_students,library_staff_per_1000_students_original,library_staff_per_1000_students_recalculated,domestic_paper_count,full_time_faculty_count_domestic_paper,domestic_papers_per_faculty_original,domestic_papers_per_faculty_recalculated,sci_paper_count,full_time_faculty_count_sci_paper,sci_papers_per_faculty_original,sci_papers_per_faculty_recalculated,book_count,full_time_faculty_count_book,books_per_faculty_original,books_per_faculty_recalculated,external_research_funds_thousand_krw,full_time_faculty_count_external_research,external_research_funds_per_faculty_thousand_krw_original,external_research_funds_per_faculty_thousand_krw_recalculated,research_performance_vs_standard_original,employment_count,graduate_count,employment_rate_pct_original,employment_rate_pct_recalculated,career_success_count,career_target_count,graduate_career_performance_pct_original,graduate_career_performance_pct_recalculated
2015,2,서울시립대학교,공립,서울,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,8622.0,9516.0,12195.0,12195.0,12195.0,403.0,589.0,68.42105,68.42105,,,182233.0,136089.0,133.90722,133.90722,1768.0,1776.0,99.54954,99.54955,8622.0,7112.0,121.23172,121.23172,,129644179150.0,33687402000.0,384.84469,384.84469,5365562000.0,18918228000.0,28.36186,28.36186,33687402000.0,77750688000.0,43.32746,43.32746,1517545000.0,77750688000.0,1.9518,1.95181,,,,,,,,,,,,,1430695500.0,20220.0,70756.454,70756.45401,5055035.0,403.0,12543.51116,12543.51117,12195.0,383.0,31.84073,31.84073,788.0,10599.0,7.43466,7.43466,,,,,2651714714.0,12265.0,216201.7704,216201.7704,28.3,12195.0,2.32062,2.32062,293.4631,403.0,0.72819,0.7282,132.8982,403.0,0.32977,0.32977,26.2505,403.0,0.06513,0.06514,36363040.0,403.0,90230.86848,90230.86849,18.62963,1006.0,1479.0,68.01893,68.01893,,,,
2015,2,서울신학대학교,사립,경기,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,2200.0,2389.0,3230.0,3230.0,3230.0,98.0,153.0,64.05228,64.05229,,,55040.0,37346.0,147.37856,147.37857,541.0,541.0,100.0,100.0,2200.0,2160.0,101.85185,101.85185,,28840803100.0,22640884000.0,127.38373,127.38373,3781028000.0,15696766000.0,24.08794,24.08794,22640884000.0,35406628000.0,63.94532,63.94533,1830234000.0,35406628000.0,5.16918,5.16918,1269612000.0,35406628000.0,3.5858,3.5858,,,,,,,,,394560000.0,8220.0,48000.0,48000.0,198150.0,98.0,2021.93877,2021.93878,3230.0,63.0,51.26984,51.26984,416.0,3081.0,13.5021,13.50211,,,,,373783078.0,3234.0,115579.18305,115579.18306,4.6,3230.0,1.42414,1.42415,64.7444,98.0,0.66065,0.66066,1.0,98.0,0.0102,0.0102,32.3039,98.0,0.32963,0.32963,148150.0,98.0,1511.73469,1511.73469,7.35248,239.0,367.0,65.12261,65.12262,,,,
2015,2,서울여자대학교,사립,서울,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,7027.0,7770.0,8236.0,8236.0,8236.0,246.0,373.0,65.95174,65.95174,,,129003.0,100122.0,128.8458,128.84581,1653.0,1655.0,99.87915,99.87915,7027.0,6833.0,102.83916,102.83916,,82584236000.0,60548256000.0,136.39407,136.39408,12065206000.0,56063256000.0,21.5207,21.5207,60548256000.0,91159847000.0,66.41987,66.41987,2651829000.0,91159847000.0,2.90898,2.90899,765943000.0,91159847000.0,0.84021,0.84022,,,,,,,,,547390600.0,9641.0,56777.36749,56777.36749,825790.0,246.0,3356.86991,3356.86992,8236.0,243.0,33.893,33.893,867.0,8106.0,10.69578,10.69578,,,,,1098817300.0,8520.0,128969.16666,128969.16667,13.5,8236.0,1.63914,1.63915,156.4287,246.0,0.63588,0.63589,28.1566,246.0,0.11445,0.11446,24.4193,246.0,0.09926,0.09927,5997072.0,246.0,24378.34146,24378.34146,7.96189,1001.0,1612.0,62.09677,62.09677,,,,
2015,2,서울장신대학교,사립,경기,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,481.0,522.0,874.0,874.0,874.0,37.0,44.0,84.0909,84.09091,,,19803.0,7534.0,262.84842,262.84842,122.0,122.0,100.0,100.0,481.0,488.0,98.56557,98.56557,,7995590500.0,6538003000.0,122.29407,122.29408,587395000.0,3936064000.0,14.92341,14.92341,6538003000.0,9128003000.0,71.62577,71.62578,542946000.0,9128003000.0,5.94813,5.94814,172200000.0,9128003000.0,1.8865,1.8865,,,,,,,,,81780000.0,1740.0,47000.0,47000.0,100750.0,37.0,2722.97297,2722.97297,874.0,29.0,30.13793,30.13793,216.0,594.0,36.36363,36.36364,,,,,56484963.0,864.0,65376.11458,65376.11458,2.6,874.0,2.97482,2.97483,15.6167,37.0,0.42207,0.42207,1.0,37.0,0.02702,0.02703,19.6,37.0,0.52972,0.52973,50974.0,37.0,1377.67567,1377.67568,9.46232,33.0,58.0,56.89655,56.89655,,,,
2015,2,서울한영대학교,사립,서울,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,744.0,791.0,1101.0,1101.0,1101.0,43.0,49.0,87.7551,87.7551,,,14291.0,8708.0,164.11345,164.11346,187.0,200.0,93.5,93.5,744.0,800.0,93.0,93.0,,7795309059.0,6966990000.0,111.88919,111.8892,685691000.0,5022400000.0,13.65265,13.65266,6966990000.0,9942355000.0,70.07384,70.07384,270034000.0,9942355000.0,2.71599,2.716,349000000.0,9942355000.0,3.51023,3.51023,,,,,,,,,110523000.0,2145.0,51525.87412,51525.87413,2000.0,43.0,46.51162,46.51163,1101.0,46.0,23.93478,23.93478,33.0,909.0,3.63036,3.63036,,,,,61831248.0,1000.0,61831.248,61831.248,3.3,1101.0,2.99727,2.99728,11.5168,43.0,0.26783,0.26783,0.0,43.0,0.0,0.0,9.5852,43.0,0.22291,0.22291,117930.0,43.0,2742.55813,2742.55814,5.32096,60.0,116.0,51.72413,51.72414,,,,
2015,2,서원대학교,사립,충북,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,6785.0,7312.0,7474.0,7474.0,7474.0,248.0,336.0,73.80952,73.80952,,,107024.0,104356.0,102.55663,102.55663,1688.0,1698.0,99.41107,99.41107,6785.0,6963.0,97.44363,97.44363,,62326100000.0,47420028000.0,131.43412,131.43413,9303291000.0,46233109000.0,20.12257,20.12257,47420028000.0,67480874000.0,70.2718,70.2718,237191000.0,67480874000.0,0.35149,0.35149,709000000.0,67480874000.0,1.05066,1.05067,,,,,,,,,525375000.0,10470.0,50179.08309,50179.08309,313183.0,248.0,1262.83467,1262.83468,7474.0,126.0,59.31746,59.31746,965.0,7312.0,13.19748,13.19748,,,,,379997910.0,7468.0,50883.49089,50883.49089,8.7,7474.0,1.16403,1.16404,180.8715,248.0,0.72932,0.72932,26.7997,248.0,0.10806,0.10806,26.0941,248.0,0.10521,0.10522,1972967.0,248.0,7955.51209,7955.5121,6.5437,748.0,1215.0,61.56378,61.56379,,,,
2015,2,선문대학교,사립,충남,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,9032.0,10058.0,10574.0,10574.0,10574.0,351.0,484.0,72.52066,72.52066,,,234154.0,141282.0,165.73519,165.7352,2155.0,2166.0,99.49215,99.49215,9032.0,9061.0,99.67994,99.67995,,121989644259.0,74917789000.0,162.83134,162.83135,15174764000.0,71143511000.0,21.32979,21.32979,74917789000.0,121077570000.0,61.87586,61.87586,2917040000.0,121077570000.0,2.40923,2.40923,4240000000.0,121077570000.0,3.50188,3.50189,,,,,,,,,960030000.0,19665.0,48819.22196,48819.22197,505500.0,351.0,1440.17094,1440.17094,10574.0,243.0,43.5144,43.5144,3940.0,10346.0,38.08235,38.08235,,,,,889788763.0,10887.0,81729.47212,81729.47212,8.9,10574.0,0.84168,0.84169,227.42,351.0,0.64792,0.64792,67.1044,351.0,0.19118,0.19118,61.6405,351.0,0.17561,0.17561,6763092.0,351.0,19268.06837,19268.06838,10.11039,1076.0,1548.0,69.50904,69.50904,,,,
2015,2,성결대학교,사립,경기,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,5255.0,5720.0,6307.0,6307.0,6307.0,201.0,283.0,71.02473,71.02473,,,67439.0,67124.0,100.46928,100.46928,1282.0,1280.0,100.15624,100.15625,5255.0,5120.0,102.63671,102.63672,,47256539483.0,42492739000.0,111.21085,111.21086,7445194000.0,37676595000.0,19.76079,19.76079,42492739000.0,57657486000.0,73.69856,73.69856,267896000.0,57657486000.0,0.46463,0.46463,198431000.0,57657486000.0,0.34415,0.34415,,,,,,,,,677250000.0,13545.0,50000.0,50000.0,236500.0,201.0,1176.61691,1176.61692,6307.0,80.0,78.8375,78.8375,197.0,5772.0,3.41302,3.41303,,,,,552879122.0,6168.0,89636.69293,89636.69293,6.3,6307.0,0.99889,0.99889,135.4856,201.0,0.67405,0.67406,20.3052,201.0,0.10102,0.10102,12.6833,201.0,0.0631,0.0631,1153922.0,201.0,5740.90547,5740.90547,5.69777,618.0,964.0,64.10788,64.10788,,,,
2015,2,성공회대학교,사립,서울,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,2161.0,2335.0,2656.0,2656.0,2656.0,83.0,122.0,68.03278,68.03279,,,30852.0,30560.0,100.95549,100.9555,517.0,520.0,99.42307,99.42308,2161.0,2133.0,101.3127,101.31271,,23587660850.0,17875867000.0,131.95254,131.95254,3160682000.0,15271506000.0,20.69659,20.6966,17875867000.0,24777863000.0,72.1445,72.14451,720160000.0,24777863000.0,2.90646,2.90647,551000000.0,24777863000.0,2.22375,2.22376,,,,,,,,,370895600.00000006,6428.0,57700.0,57700.0,0.0,83.0,0.0,0.0,2656.0,73.0,36.38356,36.38356,149.0,2452.0,6.07667,6.07667,,,,,265623543.0,2594.0,102399.20701,102399.20702,5.0,2656.0,1.88253,1.88253,19.95,83.0,0.24036,0.24036,0.9501,83.0,0.01144,0.01145,7.3012,83.0,0.08796,0.08797,1743919.0,83.0,21011.07228,21011.07229,12.44894,275.0,444.0,61.93693,61.93694,,,,
2015,2,성균관대학교,사립,서울,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,15284.0,19357.0,27034.0,27034.0,27034.0,945.0,1323.0,71.42857,71.42857,,,533980.0,306009.0,174.49813,174.49814,3429.0,3436.0,99.79627,99.79627,15284.0,14113.0,108.29731,108.29731,,590781002200.0,258265135000.0,228.7498,228.74981,42399046000.0,152667884000.0,27.77207,27.77208,258265135000.0,480533458000.0,53.7455,53.74551,15614350000.0,480533458000.0,3.24937,3.24938,91142999000.0,480533458000.0,18.96704,18.96705,,,,,,,,,192400000.0,2960.0,65000.0,65000.0,30252444.0,1423.0,21259.62333,21259.62333,27034.0,458.0,59.0262,59.0262,5451.0,24229.0,22.49783,22.49783,,,,,5725260956.0,27048.0,211670.39914,211670.39914,50.6,27034.0,1.87171,1.87172,597.5098,1423.0,0.41989,0.41989,1245.2555,1423.0,0.87509,0.87509,72.1853,1423.0,0.05072,0.05073,231595675.0,1423.0,162751.70414,162751.70415,35.70138,2248.0,3049.0,73.72909,73.72909,,,,
2015,2,성신여자대학교,사립,서울,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,8940.0,9962.0,10846.0,10846.0,10846.0,345.0,499.0,69.13827,69.13828,,,195815.0,140942.0,138.93303,138.93304,2203.0,2222.0,99.14491,99.14491,8940.0,8864.0,100.8574,100.8574,,111354728500.0,85953191000.0,129.55275,129.55276,19306447000.0,77183965000.0,25.01354,25.01355,85953191000.0,115360641000.0,74.50824,74.50825,780799000.0,115360641000.0,0.67683,0.67683,884626000.0,115360641000.0,0.76683,0.76684,,,,,,,,,1764000000.0,33285.0,52996.84542,52996.84543,1490400.0,345.0,4320.0,4320.0,10846.0,244.0,44.45081,44.45082,717.0,10525.0,6.81235,6.81235,,,,,1541980469.0,11238.0,137211.28928,137211.28929,15.600000000000001,10846.0,1.43831,1.43832,264.3627,345.0,0.76626,0.76627,35.9427,345.0,0.10418,0.10418,29.7678,345.0,0.08628,0.08628,7983214.0,345.0,23139.75072,23139.75072,14.99183,1221.0,2162.0,56.47548,56.47549,,,,
2015,2,세명대학교,사립,충북,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,7722.0,8464.0,8740.0,8740.0,8740.0,269.0,391.0,68.79795,68.79795,,,174905.0,120244.0,145.4584,145.4584,1877.0,1891.0,99.25965,99.25965,7722.0,8240.0,93.71359,93.71359,,77867342800.0,59779503000.0,130.25759,130.25759,11829882000.0,57521346000.0,20.56607,20.56607,59779503000.0,95907201000.0,62.33056,62.33057,220113000.0,95907201000.0,0.2295,0.22951,903000000.0,95907201000.0,0.94153,0.94154,,,,,,,,,1001750000.0,19988.0,50117.57054,50117.57054,826200.0,286.0,2888.81118,2888.81119,8740.0,144.0,60.69444,60.69444,3488.0,8616.0,40.48282,40.48282,,,,,630265894.0,8866.0,71087.96458,71087.96458,7.8999999999999995,8740.0,0.90389,0.90389,257.4858,286.0,0.9003,0.9003,40.212,286.0,0.1406,0.1406,20.4095,286.0,0.07136,0.07136,4146536.0,286.0,14498.37762,14498.37762,7.8536,1094.0,1631.0,67.07541,67.07541,,,,
2015,2,세종대학교,사립,서울,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,9731.0,11293.0,13713.0,13713.0,13713.0,442.0,661.0,66.86838,66.86838,,,203890.0,181988.0,112.03485,112.03486,2316.0,2334.0,99.22879,99.22879,9731.0,9303.0,104.60066,104.60067,,154282265000.0,105363855000.0,146.42807,146.42808,13751761000.0,83058338000.0,16.55674,16.55675,105363855000.0,141931524000.0,74.23569,74.2357,1168232000.0,141931524000.0,0.82309,0.8231,867468000.0,141931524000.0,0.61118,0.61119,,,,,,,,,1035120000.0,19704.0,52533.49573,52533.49574,2184810.0,442.0,4943.00904,4943.00905,13713.0,153.0,89.62745,89.62745,1416.0,12567.0,11.2676,11.26761,,,,,1274995000.0,13590.0,93818.61662,93818.61663,9.5,13713.0,0.69277,0.69277,153.3755,442.0,0.347,0.347,193.9206,442.0,0.43873,0.43873,15.1009,442.0,0.03416,0.03416,41369532.0,442.0,93596.22624,93596.22624,19.61381,1362.0,2101.0,64.82627,64.82627,,,,
2015,2,세한대학교,사립,전남,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,4014.0,4285.0,4377.0,4377.0,4377.0,146.0,214.0,68.22429,68.2243,,,119696.0,71029.0,168.51708,168.51708,1075.0,1075.0,100.0,100.0,4014.0,4375.0,91.74857,91.74857,,28164824750.0,24011866000.0,117.29544,117.29544,5065850000.0,23178487000.0,21.85582,21.85583,24011866000.0,34928076000.0,68.7466,68.7466,198301000.0,34928076000.0,0.56774,0.56774,300693000.0,34928076000.0,0.86089,0.86089,,,,,,,,,328290000.0,6735.0,48743.87527,48743.87528,70010.0,146.0,479.52054,479.52055,4377.0,92.0,47.57608,47.57609,2088.0,4377.0,47.7039,47.70391,,,,,244434283.0,4556.0,53651.07177,53651.07177,3.3,4377.0,0.75394,0.75394,63.425200000000004,146.0,0.43441,0.43442,3.0667,146.0,0.021,0.021,35.5689,146.0,0.24362,0.24362,21000.0,146.0,143.83561,143.83562,5.156,458.0,688.0,66.56976,66.56977,,,,
2015,2,송원대학교,사립,광주,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,2185.0,2369.0,2369.0,2369.0,2369.0,117.0,149.0,78.52348,78.52349,,,46281.0,47940.0,96.53942,96.53942,799.0,802.0,99.62593,99.62594,2185.0,3200.0,68.28125,68.28125,,15748230750.0,12570671000.0,125.27756,125.27757,1952804000.0,12570670000.0,15.5346,15.53461,12570671000.0,18415476000.0,68.26145,68.26145,234879000.0,18415476000.0,1.27544,1.27544,350000000.0,18415476000.0,1.90057,1.90058,,,,,,,,,197100000.0,4380.0,45000.0,45000.0,0.0,117.0,0.0,0.0,2369.0,53.0,44.69811,44.69811,258.0,2365.0,10.90909,10.90909,,,,,27963670.0,1862.0,15018.0827,15018.08271,2.8,2369.0,1.18193,1.18193,16.9035,117.0,0.14447,0.14447,2.018,117.0,0.01724,0.01725,3.8668,117.0,0.03304,0.03305,125245.0,117.0,1070.47008,1070.47009,1.33692,255.0,399.0,63.90977,63.90977,,,,
2015,2,수원가톨릭대학교,사립,경기,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,142.0,143.0,204.0,204.0,204.0,12.0,19.0,63.15789,63.15789,,,21895.0,5220.0,419.44444,419.44444,32.0,90.0,35.55555,35.55556,142.0,360.0,39.44444,39.44444,,6350843550.0,1119014000.0,567.53923,567.53924,878268000.0,723164000.0,121.44797,121.44797,1119014000.0,9182876000.0,12.18587,12.18588,2206127000.0,9182876000.0,24.02435,24.02436,4031765000.0,9182876000.0,43.90525,43.90525,,,,,,,,,40000000.0,800.0,50000.0,50000.0,24000.0,12.0,2000.0,2000.0,204.0,34.0,6.0,6.0,249.0,204.0,122.05882,122.05882,,,,,89400902.0,188.0,475536.71276,475536.71277,3.0,204.0,14.70588,14.70588,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,12.0,0.16666,0.16667,0.0,12.0,0.0,0.0,2.38095,0.0,0.0,0.0,,,,,
2015,2,수원대학교,사립,경기,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,9670.0,10705.0,11573.0,11573.0,11573.0,380.0,576.0,65.97222,65.97222,,,187596.0,168455.0,111.36267,111.36268,2403.0,2404.0,99.9584,99.9584,9670.0,10243.0,94.40593,94.40594,,99946438000.0,89277960000.0,111.94973,111.94973,14928127000.0,81483909000.0,18.32033,18.32034,89277960000.0,127612722000.0,69.96007,69.96008,326115000.0,127612722000.0,0.25555,0.25555,499423000.0,127612722000.0,0.39135,0.39136,,,,,,,,,1510071000.0,36705.0,41140.74376,41140.74377,1012400.0,380.0,2664.21052,2664.21053,11573.0,150.0,77.15333,77.15333,902.0,10994.0,8.20447,8.20448,,,,,656013940.0,12037.0,54499.78732,54499.78732,15.9,11573.0,1.37388,1.37389,135.1997,380.0,0.35578,0.35579,28.3339,380.0,0.07456,0.07456,19.4691,380.0,0.05123,0.05123,9324612.0,380.0,24538.45263,24538.45263,5.69356,1250.0,2066.0,60.50338,60.50339,,,,
2015,2,숙명여자대학교,사립,서울,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,9526.0,10674.0,13020.0,13020.0,13020.0,449.0,590.0,76.10169,76.10169,,,166268.0,146731.0,113.31484,113.31484,2196.0,2202.0,99.72752,99.72752,9526.0,9112.0,104.54345,104.54346,,148075569300.0,105518280000.0,140.33167,140.33167,18437073000.0,81120274000.0,22.72807,22.72807,105518280000.0,153262597000.0,68.84803,68.84803,3220723000.0,153262597000.0,2.10144,2.10144,35000000.0,153262597000.0,0.02283,0.02284,,,,,,,,,1846356200.0,35023.1,52718.24024,52718.24025,2787000.0,453.0,6152.31788,6152.31788,13020.0,270.0,48.22222,48.22222,1018.0,11602.0,8.77434,8.77435,,,,,2273923076.0,13141.0,173040.33756,173040.33757,18.0,13020.0,1.38248,1.38249,385.9969,453.0,0.85209,0.85209,86.1227,453.0,0.19011,0.19012,39.2158,453.0,0.08656,0.08657,14496813.0,453.0,32001.7947,32001.7947,10.67375,1086.0,1786.0,60.80627,60.80627,,,,
2015,2,순천향대학교,사립,충남,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,9983.0,11017.0,12123.0,12123.0,12123.0,378.0,538.0,70.26022,70.26022,,,203322.0,171212.0,118.75452,118.75453,2418.0,2431.0,99.46524,99.46524,9983.0,10284.0,97.07312,97.07312,,168375585720.0,95454534000.0,176.39349,176.39349,14085826000.0,85933062000.0,16.39162,16.39163,95454534000.0,166014189000.0,57.49781,57.49782,2277705000.0,166014189000.0,1.37199,1.37199,6996882000.0,166014189000.0,4.21462,4.21463,,,,,,,,,972547500.0,19822.5,49062.80741,49062.80742,1521615.0,842.0,1807.1437,1807.14371,12123.0,269.0,45.06691,45.06691,4175.0,11568.0,36.09094,36.09094,,,,,1539353220.0,12387.0,124271.67352,124271.67353,9.5,12123.0,0.78363,0.78363,249.7735,842.0,0.29664,0.29664,264.7595,842.0,0.31444,0.31444,18.2,842.0,0.02161,0.02162,19185054.0,842.0,22785.09976,22785.09976,9.72367,1491.0,2250.0,66.26666,66.26667,,,,
2015,2,숭실대학교,사립,서울,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,11207.0,12935.0,15546.0,15546.0,15546.0,488.0,741.0,65.85695,65.85695,,,206098.0,192474.0,107.07835,107.07836,2665.0,2696.0,98.85014,98.85015,11207.0,10730.0,104.44547,104.44548,,182054774500.0,128707101000.0,141.44889,141.4489,17879691000.0,100223608000.0,17.83979,17.8398,128707101000.0,186197506000.0,69.12396,69.12397,5837201000.0,186197506000.0,3.13495,3.13495,728252000.0,186197506000.0,0.39111,0.39112,,,,,,,,,1748140000.0,33541.0,52119.49554,52119.49554,3075590.0,488.0,6302.43852,6302.43852,15546.0,248.0,62.68548,62.68548,1680.0,14455.0,11.62227,11.62228,,,,,1904213636.0,15913.0,119664.02538,119664.02539,12.6,15546.0,0.81049,0.8105,402.7315,488.0,0.82526,0.82527,147.4314,488.0,0.30211,0.30211,45.6906,488.0,0.09362,0.09363,29278685.0,488.0,59997.30532,59997.30533,15.73746,1709.0,2561.0,66.73174,66.73175,,,,
2015,2,신경주대학교,사립,경북,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,2514.0,2610.0,2694.0,2694.0,2694.0,153.0,213.0,71.83098,71.83099,,,60244.0,44228.0,136.21235,136.21235,701.0,792.0,88.5101,88.5101,2514.0,4304.0,58.41078,58.41078,,20076033000.0,16123991000.0,124.51032,124.51032,2881581000.0,15543815000.0,18.53844,18.53844,16123991000.0,20820910000.0,77.44133,77.44134,43306000.0,20820910000.0,0.20799,0.20799,110000000.0,20820910000.0,0.52831,0.52832,,,,,,,,,255300000.0,5550.0,46000.0,46000.0,88119.0,153.0,575.94117,575.94118,2694.0,39.0,69.07692,69.07692,420.0,2610.0,16.09195,16.09195,,,,,136035943.0,2706.0,50271.96711,50271.96711,5.9,2694.0,2.19005,2.19005,36.5703,153.0,0.23902,0.23902,0.2255,153.0,0.00147,0.00147,14.8167,153.0,0.09684,0.09684,269450.0,153.0,1761.11111,1761.11111,2.94691,400.0,698.0,57.30659,57.30659,,,,
2015,2,신라대학교,사립,부산,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,9145.0,10277.0,11035.0,11035.0,11035.0,353.0,491.0,71.89409,71.89409,,,131470.0,138216.0,95.11923,95.11923,2212.0,2208.0,100.18115,100.18116,9145.0,9375.0,97.54666,97.54667,,83531746650.0,68993763000.0,121.07144,121.07145,11522349000.0,63858070000.0,18.04368,18.04369,68993763000.0,96794659000.0,71.27848,71.27848,1109636000.0,96794659000.0,1.14638,1.14638,260000000.0,96794659000.0,0.2686,0.26861,,,,,,,,,880926000.0,16615.5,53018.32626,53018.32626,645142.0,353.0,1827.59773,1827.59773,11035.0,167.0,66.07784,66.07784,1226.0,10441.0,11.74217,11.74217,,,,,561864884.0,10788.0,52082.39562,52082.39562,15.2,11035.0,1.37743,1.37744,211.4435,353.0,0.59899,0.59899,46.616,353.0,0.13205,0.13206,25.2523,353.0,0.07153,0.07154,3271619.0,353.0,9268.04249,9268.04249,6.30128,1207.0,1904.0,63.39285,63.39286,,,,
2015,2,신한대학교,사립,경기,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,4277.0,5716.0,5826.0,5826.0,5826.0,212.0,270.0,78.51851,78.51852,,,115884.0,92020.0,125.93349,125.93349,1430.0,1453.0,98.41706,98.41707,4277.0,5518.0,77.50996,77.50997,,61094256450.0,50069552000.0,122.01877,122.01878,5779453000.0,49281788000.0,11.72736,11.72736,50069552000.0,66446081000.0,75.35365,75.35366,357616000.0,66446081000.0,0.5382,0.5382,53809000.0,66446081000.0,0.08098,0.08098,,,,,,,,,458625000.0,13020.0,35224.65437,35224.65438,399865.0,212.0,1886.15566,1886.15566,5826.0,152.0,38.32894,38.32895,72.0,4697.0,1.53289,1.53289,,,,,369090784.0,7070.0,52205.20282,52205.20283,5.1,5826.0,0.87538,0.87539,72.2962,212.0,0.34101,0.34102,3.7618,212.0,0.01774,0.01774,3.425,212.0,0.01615,0.01616,560977.0,212.0,2646.11792,2646.11792,1.82463,1801.0,2816.0,63.95596,63.95597,,,,
2015,2,아신대학교,사립,경기,2주기 2015년도 대학현황지표 - 20260427111443.xlsx,765.0,807.0,1478.0,1478.0,1478.0,63.0,82.0,76.82926,76.82927,,,16897.0,12672.0,133.34122,133.34122,193.0,193.0,100.0,100.0,765.0,790.0,96.83544,96.83544,,10145139000.0,8382266000.0,121.03098,121.03098,757987000.0,4732725000.0,16.01586,16.01587,8382266000.0,12469757000.0,67.22076,67.22076,1173575000.0,12469757000.0,9.41137,9.41137,256279000.0,12469757000.0,2.0552,2.0552,,,,,,,,,100620000.0,2340.0,43000.0,43000.0,47000.0,63.0,746.03174,746.03175,1478.0,39.0,37.89743,37.89744,268.0,1066.0,25.14071,25.14071,,,,,127088132.0,1420.0,89498.6845,89498.68451,1.8,1478.0,1.21786,1.21786,14.25,63.0,0.22619,0.22619,0.0,63.0,0.0,0.0,5.429,63.0,0.08617,0.08617,20000.0,63.0,317.46031,317.46032,2.03605,0.0,0.0,0.0,,,,,
