기준년도,학교명,법인명,설립,학급,학종,지역,회계,운영수입,등록금수입,기부금수입,등록금비율,기부금비율,source_file_name,source_sheet_name
2016,청주대학교,청석학원,사립,대학,일반,충북,교비,131761685.0,92993260.0,1586432.0,70.58,1.2,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,초당대학교,초당학원,사립,대학,일반,전남,교비,35529895.0,20286567.0,567091.0,57.1,1.6,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,총신대학교,대한예수교장로회총신대학교,사립,대학,일반,서울,교비,42150167.0,27126244.0,2794145.0,64.36,6.63,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,추계예술대학교,추계학원,사립,대학,일반,서울,교비,18212549.0,11749518.0,182819.0,64.51,1.0,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,칼빈대학교,칼빈신학원,사립,대학,일반,경기,교비,7047834.0,4817039.0,562851.0,68.35,7.99,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,평택대학교,피어선기념학원,사립,대학,일반,경기,교비,46437686.0,33407646.0,613729.0,71.94,1.32,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,포항공과대학교,포항공과대학교,사립,대학,일반,경북,교비,129002677.0,22598836.0,3040177.0,17.52,2.36,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한국국제대학교,일선학원,사립,대학,일반,경남,교비,30645545.0,21073988.0,275205.0,68.77,0.9,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한국기술교육대학교,한국기술교육대학교,사립,대학,일반,충남,교비,131202945.0,21253410.0,717654.0,16.2,0.55,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한국산업기술대학교,한국산업기술대학,사립,대학,일반,경기,교비,93316228.0,61088016.0,1558564.0,65.46,1.67,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한국성서대학교,한국복음주의학원,사립,대학,일반,서울,교비,14774374.0,8322184.0,518888.0,56.33,3.51,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한국외국어대학교,동원육영회,사립,대학,일반,서울,교비,214080847.0,142478800.0,6641170.0,66.55,3.1,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한국항공대학교,정석인하학원,사립,대학,일반,경기,교비,65893370.0,41272372.0,1270185.0,62.64,1.93,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한남대학교,대전기독학원,사립,대학,일반,대전,교비,139459182.0,94419790.0,1376682.0,67.7,0.99,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한동대학교,한동대학교,사립,대학,일반,경북,교비,61369162.0,31277900.0,4202528.0,50.97,6.85,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한라대학교,배달학원,사립,대학,일반,강원,교비,40842667.0,25799473.0,283338.0,63.17,0.69,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한려대학교,서호학원,사립,대학,일반,전남,교비,6410318.0,4750345.0,11271.0,74.1,0.18,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한림대학교,일송학원,사립,대학,일반,강원,교비,155137283.0,65537245.0,1566085.0,42.24,1.01,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한서대학교,함주학원,사립,대학,일반,충남,교비,96300342.0,59777338.0,733295.0,62.07,0.76,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한성대학교,한성(漢城)학원,사립,대학,일반,서울,교비,81825049.0,56043647.0,1372245.0,68.49,1.68,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한세대학교,한세대학교,사립,대학,일반,경기,교비,38967349.0,27251362.0,650932.0,69.93,1.67,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한신대학교,한신학원,사립,대학,일반,경기,교비,58109832.0,39126710.0,2069011.0,67.33,3.56,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한양대학교,한양학원,사립,대학,일반,서울,교비,475888112.0,314904670.0,13437706.0,66.17,2.82,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한일장신대학교,한일신학,사립,대학,일반,전북,교비,12165612.0,7007324.0,611333.0,57.6,5.03,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,한중대학교,광희학원,사립,대학,일반,강원,교비,9607654.0,7908292.0,62196.0,82.31,0.65,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,협성대학교,삼일학원,사립,대학,일반,경기,교비,47816230.0,33657468.0,420293.0,70.39,0.88,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,호남대학교,성인학원,사립,대학,일반,광주,교비,79542615.0,50194913.0,500025.0,63.1,0.63,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,호남신학대학교,호남신학대학교,사립,대학,일반,광주,교비,9563650.0,5887708.0,823100.0,61.56,8.61,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,호서대학교,호서학원,사립,대학,일반,충남,교비,148422622.0,104970928.0,514273.0,70.72,0.35,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2016,홍익대학교,홍익학원,사립,대학,일반,서울,교비,266702492.0,190523997.0,3120468.0,71.44,1.17,2016회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,가야대학교,대구학원,사립,대학,일반,경남,교비,27029690.0,17647440.0,60664.0,65.29,0.22,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,가천대학교,가천학원,사립,대학,일반,경기,교비,241818358.0,164455311.0,2571269.0,68.01,1.06,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,가톨릭관동대학교,인천가톨릭학원,사립,대학,일반,강원,교비,106005010.0,60312367.0,3398938.0,56.9,3.21,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,가톨릭대학교,가톨릭학원,사립,대학,일반,서울,교비,192985760.0,85822021.0,6584217.0,44.47,3.41,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,감리교신학대학교,감리교신학원,사립,대학,일반,서울,교비,14443211.0,9515960.0,553635.0,65.89,3.83,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,강남대학교,강남학원,사립,대학,일반,경기,교비,78361183.0,52228004.0,1566064.0,66.65,2.0,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,강서대학교,한국그리스도의교회학원,사립,대학,일반,서울,교비,14005095.765,9473494.0,392686.0,67.64,2.8,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,건국대학교,건국대학교,사립,대학,일반,서울,교비,373294111.0,233211042.0,7277607.0,62.47,1.95,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,건양대학교,건양학원,사립,대학,일반,충남,교비,122349704.0,55615891.0,2346282.0,45.46,1.92,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,경기대학교,경기학원,사립,대학,일반,경기,교비,176494977.0,119540564.0,4662507.0,67.73,2.64,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,경남대학교,한마학원,사립,대학,일반,경남,교비,120141766.0,81618339.0,1350025.0,67.94,1.12,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,경동대학교,경동대학교,사립,대학,일반,강원,교비,74364277.0,53844860.0,708906.0,72.41,0.95,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,경성대학교,한성(韓星)학원,사립,대학,일반,부산,교비,125679338.0,82242939.0,842105.0,65.44,0.67,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,경운대학교,숭선학원,사립,대학,일반,경북,교비,65567214.0,35905623.0,510440.0,54.76,0.78,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,경일대학교,일청학원,사립,대학,일반,경북,교비,73276840.0,45705908.0,1877902.0,62.37,2.56,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,경주대학교,원석학원,사립,대학,일반,경북,교비,16089581.0,10931575.0,55859.0,67.94,0.35,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,경희대학교,경희학원,사립,대학,일반,서울,교비,455330454.0,282386602.0,14414580.0,62.02,3.17,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,계명대학교,계명대학교,사립,대학,일반,대구,교비,276764808.0,166898386.0,5028879.0,60.3,1.82,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,고려대학교,고려중앙학원,사립,대학,일반,서울,교비,648394167.0,354518320.0,67424982.0,54.68,10.4,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,고신대학교,대한예수교장로회총회고려학원,사립,대학,일반,부산,교비,58683724.0,30788328.0,3539708.0,52.46,6.03,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,광신대학교,광신학원,사립,대학,일반,광주,교비,8231267.0,5456067.0,554519.0,66.28,6.74,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,광운대학교,광운학원,사립,대학,일반,서울,교비,106063802.0,74688872.0,1397045.0,70.42,1.32,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,광주가톨릭대학교,대건학당,사립,대학,일반,전남,교비,2133630.0,0.0,186358.0,0.0,8.73,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,광주대학교,호심학원,사립,대학,일반,광주,교비,71227564.0,47410062.0,360902.0,66.56,0.51,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,광주여자대학교,송강학원,사립,대학,일반,광주,교비,39642009.0,25146076.0,336712.0,63.43,0.85,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,국민대학교,국민학원,사립,대학,일반,서울,교비,204430730.0,142802606.0,4876453.0,69.85,2.39,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,극동대학교,일현학원,사립,대학,일반,충북,교비,39757165.0,27278919.0,172672.0,68.61,0.43,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,금강대학교,금강대학교,사립,대학,일반,충남,교비,11194284.0,3072926.0,54680.0,27.45,0.49,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,김천대학교,김천대학교,사립,대학,일반,경북,교비,34355249.0,24512329.0,866645.0,71.35,2.52,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,꽃동네대학교,꽃동네현도학원,사립,대학,일반,충북,교비,9432393.0,3539161.0,298313.0,37.52,3.16,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,나사렛대학교,나사렛학원,사립,대학,일반,충남,교비,62970298.0,40112381.0,745022.0,63.7,1.18,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,남부대학교,우암학원,사립,대학,일반,광주,교비,39038051.0,22192876.0,358232.0,56.85,0.92,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,남서울대학교,성암학원,사립,대학,일반,충남,교비,117812908.0,77421590.0,614380.0,65.72,0.52,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,단국대학교,단국대학,사립,대학,일반,경기,교비,314959251.0,220336268.0,5509930.0,69.96,1.75,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,대구가톨릭대학교,선목학원,사립,대학,일반,경북,교비,171024167.0,99101443.0,1472408.0,57.95,0.86,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,대구대학교,영광학원,사립,대학,일반,경북,교비,224907745.0,129015449.0,10457262.0,57.36,4.65,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,대구예술대학교,세기학원,사립,대학,일반,경북,교비,14585400.0,10863317.0,126856.0,74.48,0.87,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,대구한의대학교,제한학원,사립,대학,일반,경북,교비,79183003.0,49160807.0,851099.0,62.09,1.07,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,대신대학교,대구신학원,사립,대학,일반,경북,교비,5746478.0,3250322.0,154114.0,56.56,2.68,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,대전가톨릭대학교,천주교대전교구대지학원,사립,대학,일반,세종,교비,3669453.0,606620.0,1510789.0,16.53,41.17,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,대전대학교,혜화학원,사립,대학,일반,대전,교비,105769100.0,70993101.0,741850.0,67.12,0.7,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,대전신학대학교,대전신학대학교,사립,대학,일반,대전,교비,3388857.0,1320009.0,524231.0,38.95,15.47,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,대진대학교,대진대학교,사립,대학,일반,경기,교비,91910895.0,56699285.0,585127.0,61.69,0.64,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,덕성여자대학교,덕성학원,사립,대학,일반,서울,교비,64168603.0,42455215.0,349303.0,66.16,0.54,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,동국대학교,동국대학교,사립,대학,일반,서울,교비,319496388.971,211534682.01,11646130.478,66.21,3.65,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,동덕여자대학교,동덕여학단,사립,대학,일반,서울,교비,77566373.0,51876841.0,475723.0,66.88,0.61,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,동명대학교,동명문화학원,사립,대학,일반,부산,교비,92543330.0,53295307.0,682857.0,57.59,0.74,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,동서대학교,동서학원,사립,대학,일반,부산,교비,114887531.0,69760694.0,907859.0,60.72,0.79,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,동신대학교,해인학원,사립,대학,일반,전남,교비,80789932.0,47321579.0,1188294.0,58.57,1.47,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,동아대학교,동아학숙,사립,대학,일반,부산,교비,223510539.0,143134544.0,3221165.0,64.04,1.44,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,동양대학교,현암학원,사립,대학,일반,경북,교비,42223192.0,27614413.0,252462.0,65.4,0.6,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,동의대학교,동의학원,사립,대학,일반,부산,교비,170025634.0,106739732.0,957997.0,62.78,0.56,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,루터대학교,루터교학원,사립,대학,일반,경기,교비,4952765.0,2519205.0,263466.0,50.86,5.32,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,명지대학교,명지학원,사립,대학,일반,서울,교비,189735892.0,127928190.0,1637375.0,67.42,0.86,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,목원대학교,감리교학원,사립,대학,일반,대전,교비,90827656.0,59754654.0,896255.0,65.79,0.99,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,목포가톨릭대학교,골롬반학원,사립,대학,일반,전남,교비,6785037.0,3693985.0,333437.0,54.44,4.91,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,배재대학교,배재학당,사립,대학,일반,대전,교비,93177305.0,60792269.0,650214.0,65.24,0.7,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,백석대학교,백석대학교,사립,대학,일반,충남,교비,148937621.0,108385449.0,817547.0,72.77,0.55,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,부산가톨릭대학교,성모학원,사립,대학,일반,부산,교비,44975501.0,26778753.0,515502.0,59.54,1.15,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,부산외국어대학교,학교법인 성지학원,사립,대학,일반,부산,교비,88267568.0,52027542.0,430925.0,58.94,0.49,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,부산장신대학교,부산장신대학교,사립,대학,일반,경남,교비,5104283.0,2880635.0,697842.0,56.44,13.67,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,삼육대학교,삼육학원,사립,대학,일반,서울,교비,75281306.0,46179610.0,1499204.0,61.34,1.99,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,상명대학교,상명학원,사립,대학,일반,서울,교비,166223501.0,113530851.0,1509303.0,68.3,0.91,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,상지대학교,상지학원,사립,대학,일반,강원,교비,61476404.0,48013001.0,563359.0,78.1,0.92,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,서강대학교,서강대학교,사립,대학,일반,서울,교비,158552296.0,99617118.0,8075603.0,62.83,5.09,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,서경대학교,서경대학원,사립,대학,일반,서울,교비,77144847.0,50876508.0,801871.0,65.95,1.04,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,서울기독대학교,환원학원,사립,대학,일반,서울,교비,7372791.0,4698320.0,215136.0,63.73,2.92,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,서울신학대학교,서울신학대학교,사립,대학,일반,경기,교비,36119090.0,21613389.0,1584165.0,59.84,4.39,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,서울여자대학교,정의학원,사립,대학,일반,서울,교비,87264837.0,54964005.0,1382250.0,62.99,1.58,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,서울장신대학교,광명학원,사립,대학,일반,경기,교비,9824414.0,6429228.0,761200.0,65.44,7.75,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,서울한영대학교,한영신학대학교,사립,대학,일반,서울,교비,10524849.0,6538881.0,615645.0,62.13,5.85,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,서원대학교,서원학원,사립,대학,일반,충북,교비,73979171.0,47258356.0,624519.0,63.88,0.84,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,선문대학교,선학학원,사립,대학,일반,충남,교비,120225118.0,69964172.0,3297867.0,58.19,2.74,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,성결대학교,성결신학원,사립,대학,일반,경기,교비,56973192.0,39544228.0,415945.0,69.41,0.73,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,성공회대학교,성공회대학교,사립,대학,일반,서울,교비,26189248.0,17565451.0,782071.0,67.07,2.99,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,성균관대학교,성균관대학,사립,대학,일반,서울,교비,555884179.0,255836158.0,19548811.0,46.02,3.52,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,성신여자대학교,성신학원,사립,대학,일반,서울,교비,116305152.0,79528507.0,485051.0,68.38,0.42,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,세명대학교,대원교육재단,사립,대학,일반,충북,교비,89330646.0,53817656.0,741822.0,60.25,0.83,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,세종대학교,대양학원,사립,대학,일반,서울,교비,163967811.0,113863577.0,844972.0,69.44,0.52,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,세한대학교,영신학원,사립,대학,일반,전남,교비,38900404.0,23629247.0,446897.0,60.74,1.15,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,송원대학교,송원대학교,사립,대학,일반,광주,교비,26613682.0,17347529.0,229118.0,65.18,0.86,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,수원가톨릭대학교,광암학원,사립,대학,일반,경기,교비,9354445.0,1080655.0,1978642.0,11.55,21.15,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,수원대학교,고운학원,사립,대학,일반,경기,교비,107141286.0,78114437.0,461546.0,72.91,0.43,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,숙명여자대학교,숙명학원,사립,대학,일반,서울,교비,160834477.0,100706128.0,3441639.0,62.61,2.14,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,순천향대학교,동은학원,사립,대학,일반,충남,교비,200536529.0,90963063.0,1579135.0,45.36,0.79,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,숭실대학교,숭실대학교,사립,대학,일반,서울,교비,183911312.0,127099408.0,4320991.0,69.11,2.35,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,신경대학교,신경학원,사립,대학,일반,경기,교비,6229746.0,4753785.0,38786.0,76.31,0.62,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,신라대학교,박영학원,사립,대학,일반,부산,교비,98193400.0,63216654.0,639722.0,64.38,0.65,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,신한대학교,신흥학원,사립,대학,일반,경기,교비,78631780.0,59061533.0,465218.0,75.11,0.59,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,아세아연합신학대학교,아세아연합신학대학원,사립,대학,일반,경기,교비,12735639.0,8386500.0,1187252.0,65.85,9.32,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,아주대학교,대우학원,사립,대학,일반,경기,교비,232889710.0,120281683.0,4511148.0,51.65,1.94,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,안양대학교,우일학원,사립,대학,일반,경기,교비,57382781.0,40592166.0,428045.0,70.74,0.75,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,연세대학교,연세대학교,사립,대학,일반,서울,교비,900932249.377,384212904.69,40042445.076,42.65,4.44,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,영남대학교,영남학원,사립,대학,일반,경북,교비,303973656.0,180024503.0,13575255.0,59.22,4.47,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,영남신학대학교,영남신학대학교,사립,대학,일반,경북,교비,7167119.0,4252201.0,479481.0,59.33,6.69,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,영산대학교,성심학원,사립,대학,일반,경남,교비,75852915.0,39213376.0,961979.0,51.7,1.27,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,영산선학대학교,영산학원,사립,대학,일반,전남,교비,1799891.0,93400.0,271342.0,5.19,15.08,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,예수대학교,예수대학교,사립,대학,일반,전북,교비,6407195.0,3891296.0,53306.0,60.73,0.83,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,예원예술대학교,예원예술대학교,사립,대학,일반,전북,교비,11530686.0,9074088.0,40685.0,78.7,0.35,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,용인대학교,단호학원,사립,대학,일반,경기,교비,73189023.0,53262054.0,1806118.0,72.77,2.47,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,우석대학교,우석학원,사립,대학,일반,전북,교비,77926521.0,50812896.0,1152270.0,65.21,1.48,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,우송대학교,우송학원,사립,대학,일반,대전,교비,112919507.0,73877948.0,864343.0,65.43,0.77,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,울산대학교,울산공업학원,사립,대학,일반,울산,교비,218096737.0,103432832.0,9804710.0,47.43,4.5,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,원광대학교,원광학원,사립,대학,일반,전북,교비,202704743.0,121752279.0,2212356.0,60.06,1.09,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,위덕대학교,회당학원,사립,대학,일반,경북,교비,32658218.0,22513101.0,364812.0,68.94,1.12,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,유원대학교,금강학원,사립,대학,일반,충북,교비,38599881.0,26521025.0,685727.0,68.71,1.78,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,을지대학교,을지학원,사립,대학,일반,대전,교비,84479718.0,46369022.0,8768055.0,54.89,10.38,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,이화여자대학교,이화학당,사립,대학,일반,서울,교비,344157879.0,208257576.0,14746730.0,60.51,4.28,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,인제대학교,인제학원,사립,대학,일반,경남,교비,151138279.0,80135574.0,3926014.0,53.02,2.6,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,인천가톨릭대학교,인천가톨릭학원,사립,대학,일반,인천,교비,12492328.0,6449509.0,1113700.0,51.63,8.92,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,인하대학교,정석인하학원,사립,대학,일반,인천,교비,250350700.0,164476630.0,7099267.0,65.7,2.84,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,장로회신학대학교,장로회신학대학교,사립,대학,일반,서울,교비,27410593.0,16285019.0,4492325.0,59.41,16.39,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,전주대학교,신동아학원,사립,대학,일반,전북,교비,132295245.0,79084246.0,1764894.0,59.78,1.33,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,제주국제대학교,동원교육학원,사립,대학,일반,제주,교비,14793331.0,10252931.0,129817.0,69.31,0.88,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,조선대학교,조선대학교,사립,대학,일반,광주,교비,222113034.0,155266295.0,3113391.0,69.9,1.4,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,중부대학교,중부학원,사립,대학,일반,충남,교비,85763853.0,61320006.0,982768.0,71.5,1.15,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,중앙대학교,중앙대학교,사립,대학,일반,서울,교비,371635534.0,247167492.0,6290994.0,66.51,1.69,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,중앙승가대학교,승가학원,사립,대학,일반,경기,교비,6010926.0,801298.0,1825651.0,13.33,30.37,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,중원대학교,대진교육재단,사립,대학,일반,충북,교비,42448373.0,25176777.0,147666.0,59.31,0.35,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,차의과학대학교,성광학원,사립,대학,일반,경기,교비,103224744.0,26299522.0,1140916.0,25.48,1.11,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,창신대학교,창신대학,사립,대학,일반,경남,교비,17145549.0,10906653.0,123230.0,63.61,0.72,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
2017,청주대학교,청석학원,사립,대학,일반,충북,교비,121543363.0,88346714.0,1831459.0,72.69,1.51,2017회계연도 사립대학 법인교비 결산.xlsx,법인학교(자금) 
