reference_year,university_name,school_type,founding_type,region_name,school_status,lecturer_category,payment_category,paid_lecturer_count,시간당 지급기준 단가(원),총 강의시간 수,지급인원비율(%)
2023,가야대학교(김해),대학교,사립,경남,기존,강사,주간,97,"52,000","5,205",100.0
2023,가천대학교,대학교,사립,경기,기존,강사,주간,22,"112,000",435,2.8
2023,가천대학교,대학교,사립,경기,기존,강사,주간,2,"115,000",60,0.3
2023,가천대학교,대학교,사립,경기,기존,강사,주간,6,"138,000",90,0.8
2023,가천대학교,대학교,사립,경기,기존,강사,주간,7,"140,000",210,0.9
2023,가천대학교,대학교,사립,경기,기존,강사,주간,4,"168,000",60,0.5
2023,가천대학교,대학교,사립,경기,기존,강사,주간,1,"18,400",15,0.1
2023,가천대학교,대학교,사립,경기,기존,강사,주간,3,"224,000",90,0.4
2023,가천대학교,대학교,사립,경기,기존,강사,주간,5,"23,000",150,0.6
2023,가천대학교,대학교,사립,경기,기존,강사,주간,1,"230,000",15,0.1
2023,가천대학교,대학교,사립,경기,기존,강사,주간,4,"28,000",120,0.5
2023,가천대학교,대학교,사립,경기,기존,강사,주간,247,"46,000","8,910",31.8
2023,가천대학교,대학교,사립,경기,기존,강사,주간,1,"50,600",15,0.1
2023,가천대학교,대학교,사립,경기,기존,강사,주간,3,"55,200",105,0.4
2023,가천대학교,대학교,사립,경기,기존,강사,주간,435,"56,000","16,230",56.0
2023,가천대학교,대학교,사립,경기,기존,강사,주간,5,"58,267",225,0.6
2023,가천대학교,대학교,사립,경기,기존,강사,주간,2,"59,800",30,0.3
2023,가천대학교,대학교,사립,경기,기존,강사,주간,1,"67,200",45,0.1
2023,가천대학교,대학교,사립,경기,기존,강사,주간,2,"84,000",75,0.3
2023,가천대학교,대학교,사립,경기,기존,강사,주간,1,"9,200",15,0.1
2023,가천대학교,대학교,사립,경기,기존,강사,주간,24,"92,000",360,3.1
2023,가천대학교,대학교,사립,경기,기존,강사,주간,1,"98,000",30,0.1
2023,가톨릭관동대학교,대학교,사립,강원,기존,강사,주간,5,"40,500",330,8.6
2023,가톨릭관동대학교,대학교,사립,강원,기존,강사,주간,53,"54,000","1,912.5",91.4
2023,가톨릭꽃동네대학교,대학교,사립,충북,기존,강사,주간,9,"57,000",270,27.3
2023,가톨릭꽃동네대학교,대학교,사립,충북,기존,강사,주간,1,"61,000",30,3.0
2023,가톨릭꽃동네대학교,대학교,사립,충북,기존,강사,주간,3,"61,500",120,9.1
2023,가톨릭꽃동네대학교,대학교,사립,충북,기존,강사,주간,14,"62,500",567,42.4
2023,가톨릭꽃동네대학교,대학교,사립,충북,기존,강사,주간,1,"65,500",45,3.0
2023,가톨릭꽃동네대학교,대학교,사립,충북,기존,강사,주간,5,"67,500",186,15.2
2023,가톨릭대학교,대학교,사립,경기,기존,강사,주간,143,"51,500","5,542",31.5
2023,가톨릭대학교,대학교,사립,경기,기존,강사,주간,288,"54,500","11,615",63.4
2023,가톨릭대학교,대학교,사립,경기,기존,강사,주간,3,"56,000",39,0.7
2023,가톨릭대학교,대학교,사립,경기,기존,강사,주간,6,"68,667",270,1.3
2023,가톨릭대학교,대학교,사립,경기,기존,강사,주간,12,"72,667",540,2.6
2023,가톨릭대학교,대학교,사립,경기,기존,강사,주간,2,"90,833",90,0.4
2023,가톨릭대학교_제2캠퍼스,대학교,사립,서울,기존,강사,주간,1,"50,100",32,7.1
2023,가톨릭대학교_제2캠퍼스,대학교,사립,서울,기존,강사,주간,13,"53,900",416,92.9
2023,강남대학교,대학교,사립,경기,기존,강사,주간,1,"46,000",30,0.4
2023,강남대학교,대학교,사립,경기,기존,강사,주간,43,"50,000","1,669.5",15.6
2023,강남대학교,대학교,사립,경기,기존,강사,주간,208,"55,000","8,001",75.4
2023,강남대학교,대학교,사립,경기,기존,강사,야간,4,"50,000",174,1.4
2023,강남대학교,대학교,사립,경기,기존,강사,야간,20,"55,000",855,7.2
2023,강서대학교,대학교,사립,서울,기존,강사,주간,25,"52,000","1,494",42.4
2023,강서대학교,대학교,사립,서울,기존,강사,주간,32,"56,000","1,605",54.2
2023,강서대학교,대학교,사립,서울,기존,강사,주간,2,"58,000",75,3.4
2023,강원대학교,대학교,국립,강원,기존,강사,주간,99,"47,650","3,205.5",8.4
2023,강원대학교,대학교,국립,강원,기존,강사,주간,"1,079","95,300","38,868.4",91.6
2023,강원대학교_제2캠퍼스,대학교,국립,강원,기존,강사,주간,73,"47,650","2,643.9",14.0
2023,강원대학교_제2캠퍼스,대학교,국립,강원,기존,강사,주간,447,"95,300","16,188.6",86.0
2023,건국대학교(글로컬)_분교,대학교,사립,충북,기존,강사,주간,296,"55,700","12,512",100.0
2023,건국대학교,대학교,사립,서울,기존,강사,주간,13,"26,000",208,2.7
2023,건국대학교,대학교,사립,서울,기존,강사,주간,443,"52,000","17,985.6",92.5
2023,건국대학교,대학교,사립,서울,기존,강사,주간,10,"78,000",296,2.1
2023,건국대학교,대학교,사립,서울,기존,강사,야간,13,"52,000",512,2.7
2023,건양대학교,대학교,사립,충남,기존,강사,주간,35,"53,000","1,185",28.5
2023,건양대학교,대학교,사립,충남,기존,강사,주간,88,"56,000","2,940",71.5
2023,건양대학교_제2캠퍼스,대학교,사립,대전,기존,강사,주간,35,"53,000",961,44.3
2023,건양대학교_제2캠퍼스,대학교,사립,대전,기존,강사,주간,44,"56,000","1,350",55.7
2023,건양사이버대학교,사이버대학(대학),사립,대전,기존,강사,주간,16,"35,000",720,25.4
2023,건양사이버대학교,사이버대학(대학),사립,대전,기존,강사,주간,31,"37,000","1,395",49.2
2023,건양사이버대학교,사이버대학(대학),사립,대전,기존,강사,주간,5,"40,000",225,7.9
2023,건양사이버대학교,사이버대학(대학),사립,대전,기존,강사,주간,3,"50,000",135,4.8
2023,건양사이버대학교,사이버대학(대학),사립,대전,기존,강사,주간,1,"52,000",45,1.6
2023,건양사이버대학교,사이버대학(대학),사립,대전,기존,강사,주간,2,"55,000",90,3.2
2023,건양사이버대학교,사이버대학(대학),사립,대전,기존,강사,주간,2,"57,000",90,3.2
2023,건양사이버대학교,사이버대학(대학),사립,대전,기존,강사,주간,2,"70,000",90,3.2
2023,건양사이버대학교,사이버대학(대학),사립,대전,기존,강사,주간,1,"72,000",45,1.6
2023,경기대학교,대학교,사립,경기,기존,강사,주간,441,"54,000","20,222",97.6
2023,경기대학교,대학교,사립,경기,기존,강사,야간,11,"54,000",453,2.4
2023,경기대학교_제2캠퍼스,대학교,사립,서울,기존,강사,주간,86,"54,000","3,648",98.9
2023,경기대학교_제2캠퍼스,대학교,사립,서울,기존,강사,야간,1,"54,000",45,1.1
2023,경남과학기술대학교,대학교,국립,경남,폐교,강사,주간,199,"99,000","8,510",95.7
2023,경남과학기술대학교,대학교,국립,경남,폐교,강사,야간,9,"99,000",425,4.3
2023,경남대학교,대학교,사립,경남,기존,강사,주간,231,"54,000","7,512",90.9
2023,경남대학교,대학교,사립,경남,기존,강사,야간,23,"54,000",581.3,9.1
2023,경동대학교,대학교,사립,강원,기존,강사,주간,8,"54,250",135,100.0
2023,경동대학교_제3캠퍼스,대학교,사립,강원,기존,강사,주간,123,"54,250","4,545",100.0
2023,경동대학교_제4캠퍼스,대학교,사립,경기,기존,강사,주간,61,"54,250","1,980",100.0
2023,경북대학교,대학교,국립,대구,기존,강사,주간,740,"102,800","28,549",62.6
2023,경북대학교,대학교,국립,대구,기존,강사,주간,12,"34,266",252,1.0
2023,경북대학교,대학교,국립,대구,기존,강사,주간,202,"51,400","4,077.5",17.1
2023,경북대학교,대학교,국립,대구,기존,강사,주간,130,"67,800","1,950",11.0
2023,경북대학교,대학교,국립,대구,기존,강사,주간,98,"91,800","1,470",8.3
2023,경상국립대학교,대학교,국립,경남,기존,강사,주간,864,"99,000","30,510",98.0
2023,경상국립대학교,대학교,국립,경남,기존,강사,야간,18,"99,000",777,2.0
2023,경성대학교,대학교,사립,부산,기존,강사,주간,645,"57,000","19,871",99.1
2023,경성대학교,대학교,사립,부산,기존,강사,주간,6,"74,100",90,0.9
2023,경운대학교,대학교,사립,경북,기존,강사,주간,22,"33,000","1,305",10.7
2023,경운대학교,대학교,사립,경북,기존,강사,주간,54,"45,000","1,980",26.3
2023,경운대학교,대학교,사립,경북,기존,강사,주간,129,"63,000","3,750",62.9
2023,경인교육대학교,교육대학,국립,인천,기존,강사,주간,373,"96,500","11,814",100.0
2023,경일대학교,대학교,사립,경북,기존,강사,주간,4,"55,000",195,80.0
2023,경일대학교,대학교,사립,경북,기존,강사,주간,1,"60,000",45,20.0
2023,경희대학교,대학교,사립,서울,기존,강사,주간,13,"100,000",576,0.9
2023,경희대학교,대학교,사립,서울,기존,강사,주간,44,"25,500","1,273.6",3.0
2023,경희대학교,대학교,사립,서울,기존,강사,주간,55,"41,000","1,392",3.8
2023,경희대학교,대학교,사립,서울,기존,강사,주간,3,"50,000",96,0.2
2023,경희대학교,대학교,사립,서울,기존,강사,주간,"1,292","51,000","52,807.9",89.1
2023,경희대학교,대학교,사립,서울,기존,강사,주간,6,"66,667",288,0.4
2023,경희대학교,대학교,사립,서울,기존,강사,주간,1,"76,500",48,0.1
2023,경희대학교,대학교,사립,서울,기존,강사,야간,24,"51,000","1,028",1.7
2023,경희대학교,대학교,사립,서울,기존,강사,야간,12,"66,667",576,0.8
2023,경희사이버대학교,사이버대학(대학),사립,서울,기존,강사,주간,39,"41,667","1,755",26.2
2023,경희사이버대학교,사이버대학(대학),사립,서울,기존,강사,주간,57,"50,000","2,520",38.3
2023,경희사이버대학교,사이버대학(대학),사립,서울,기존,강사,주간,16,"58,333",720,10.7
2023,경희사이버대학교,사이버대학(대학),사립,서울,기존,강사,주간,31,"66,667","1,395",20.8
2023,경희사이버대학교,사이버대학(대학),사립,서울,기존,강사,주간,2,"75,000",90,1.3
2023,경희사이버대학교,사이버대학(대학),사립,서울,기존,강사,주간,1,"83,333",45,0.7
2023,경희사이버대학교,사이버대학(대학),사립,서울,기존,강사,주간,3,"91,667",135,2.0
2023,계명대학교,대학교,사립,대구,기존,강사,주간,3,"118,500",144,0.5
2023,계명대학교,대학교,사립,대구,기존,강사,주간,315,"68,000","13,456",49.4
2023,계명대학교,대학교,사립,대구,기존,강사,주간,287,"79,000","11,552",45.0
2023,계명대학교,대학교,사립,대구,기존,강사,야간,7,"68,000",312,1.1
2023,계명대학교,대학교,사립,대구,기존,강사,야간,26,"79,000","1,152",4.1
2023,고려대학교(세종)_분교,대학교,사립,세종,기존,강사,주간,61,"48,100","2,512",23.3
2023,고려대학교(세종)_분교,대학교,사립,세종,기존,강사,주간,194,"54,800","8,416",74.0
2023,고려대학교(세종)_분교,대학교,사립,세종,기존,강사,주간,1,"69,600",48,0.4
2023,고려대학교(세종)_분교,대학교,사립,세종,기존,강사,주간,2,"73,067",96,0.8
2023,고려대학교(세종)_분교,대학교,사립,세종,기존,강사,주간,4,"79,200",192,1.5
2023,고려대학교,대학교,사립,서울,기존,강사,주간,683,"56,500","31,912",81.6
2023,고려대학교,대학교,사립,서울,기존,강사,주간,91,"63,300","4,744",10.9
2023,고려대학교,대학교,사립,서울,기존,강사,주간,1,"67,850",64,0.1
2023,고려대학교,대학교,사립,서울,기존,강사,주간,1,"72,600",48,0.1
2023,고려대학교,대학교,사립,서울,기존,강사,주간,13,"75,333",624,1.6
2023,고려대학교,대학교,사립,서울,기존,강사,주간,42,"79,200","1,976",5.0
2023,고려대학교,대학교,사립,서울,기존,강사,주간,1,"80,289",3,0.1
2023,고려대학교,대학교,사립,서울,기존,강사,주간,1,"91,433",48,0.1
2023,고려대학교,대학교,사립,서울,기존,강사,주간,4,"98,033",168,0.5
2023,고려사이버대학교,사이버대학(대학),사립,서울,기존,강사,주간,122,"46,667","5,490",77.7
2023,고려사이버대학교,사이버대학(대학),사립,서울,기존,강사,주간,16,"54,222",720,10.2
2023,고려사이버대학교,사이버대학(대학),사립,서울,기존,강사,주간,10,"57,778",450,6.4
2023,고려사이버대학교,사이버대학(대학),사립,서울,기존,강사,주간,4,"61,333",180,2.5
2023,고려사이버대학교,사이버대학(대학),사립,서울,기존,강사,주간,2,"64,889",90,1.3
2023,고려사이버대학교,사이버대학(대학),사립,서울,기존,강사,주간,2,"68,444",90,1.3
2023,고려사이버대학교,사이버대학(대학),사립,서울,기존,강사,주간,1,"88,000",45,0.6
2023,고신대학교,대학교,사립,부산,기존,강사,주간,85,"58,000","6,798",89.5
2023,고신대학교,대학교,사립,부산,기존,강사,야간,10,"59,000",375,10.5
2023,공주교육대학교,교육대학,국립,충남,기존,강사,주간,52,"96,500","3,595.5",100.0
2023,광신대학교,대학교,사립,광주,기존,강사,주간,44,"51,000","1,650",100.0
2023,광운대학교,대학교,사립,서울,기존,강사,주간,67,"47,200","2,925",22.9
2023,광운대학교,대학교,사립,서울,기존,강사,주간,212,"50,800","9,330",72.4
2023,광운대학교,대학교,사립,서울,기존,강사,주간,4,"52,000",180,1.4
2023,광운대학교,대학교,사립,서울,기존,강사,주간,1,"60,960",45,0.3
2023,광운대학교,대학교,사립,서울,기존,강사,야간,2,"47,200",90,0.7
2023,광운대학교,대학교,사립,서울,기존,강사,야간,7,"50,800",315,2.4
2023,광주가톨릭대학교,대학교,사립,전남,기존,강사,주간,5,"57,000",150,100.0
2023,광주교육대학교,교육대학,국립,광주,기존,강사,주간,187,"96,500","4,560",100.0
2023,광주대학교,대학교,사립,광주,기존,강사,주간,91,"55,000","5,685.5",100.0
2023,광주여자대학교,대학교,사립,광주,기존,강사,주간,134,"55,000","4,395",100.0
2023,국립강릉원주대학교,대학교,국립,강원,기존,강사,주간,36,"47,450",872,7.1
2023,국립강릉원주대학교,대학교,국립,강원,기존,강사,주간,468,"94,900","17,275",92.9
2023,국립경국대학교,대학교,국립,경북,기존,강사,주간,1,"32,167",45,0.3
2023,국립경국대학교,대학교,국립,경북,기존,강사,주간,24,"48,250",726,8.1
2023,국립경국대학교,대학교,국립,경북,기존,강사,주간,48,"56,600","1,170",16.3
2023,국립경국대학교,대학교,국립,경북,기존,강사,주간,222,"96,500","8,365.5",75.3
2023,국립공주대학교,대학교,국립,충남,기존,강사,주간,795,"96,500","33,135",100.0
2023,국립군산대학교,대학교,국립,전북,기존,강사,주간,106,"48,250","3,585",25.5
2023,국립군산대학교,대학교,국립,전북,기존,강사,주간,309,"96,500","10,575",74.5
2023,국립금오공과대학교,대학교,국립,경북,기존,강사,주간,28,"48,250",840,8.4
2023,국립금오공과대학교,대학교,국립,경북,기존,강사,주간,281,"96,500","10,347",84.6
2023,국립금오공과대학교,대학교,국립,경북,기존,강사,야간,23,"96,500",972,6.9
2023,국립목포대학교,대학교,국립,전남,기존,강사,주간,3,"24,120",90,0.9
2023,국립목포대학교,대학교,국립,전남,기존,강사,주간,4,"32,160",225,1.2
2023,국립목포대학교,대학교,국립,전남,기존,강사,주간,26,"48,250","1,140",7.9
2023,국립목포대학교,대학교,국립,전남,기존,강사,주간,1,"57,900",75,0.3
2023,국립목포대학교,대학교,국립,전남,기존,강사,주간,25,"72,370","1,470",7.6
2023,국립목포대학교,대학교,국립,전남,기존,강사,주간,272,"96,500","10,698",82.2
2023,국립목포해양대학교,대학교,국립,전남,기존,강사,주간,82,"97,000","4,500",100.0
2023,국립부경대학교,대학교,국립,부산,기존,강사,주간,12,"106,500",370,1.3
2023,국립부경대학교,대학교,국립,부산,기존,강사,주간,2,"116,500",24,0.2
2023,국립부경대학교,대학교,국립,부산,기존,강사,주간,4,"136,500",120,0.4
2023,국립부경대학교,대학교,국립,부산,기존,강사,주간,8,"32,167",360,0.9
2023,국립부경대학교,대학교,국립,부산,기존,강사,주간,184,"48,250","6,165",20.4
2023,국립부경대학교,대학교,국립,부산,기존,강사,주간,692,"96,500","23,858",76.7
2023,국립순천대학교,대학교,국립,전남,기존,강사,주간,2,"12,062.5",35,0.4
2023,국립순천대학교,대학교,국립,전남,기존,강사,주간,7,"24,125",310,1.5
2023,국립순천대학교,대학교,국립,전남,기존,강사,주간,3,"36,187.5",165,0.6
2023,국립순천대학교,대학교,국립,전남,기존,강사,주간,25,"47,500","2,053",5.3
2023,국립순천대학교,대학교,국립,전남,기존,강사,주간,50,"48,250","1,620",10.7
2023,국립순천대학교,대학교,국립,전남,기존,강사,주간,342,"96,500","12,556",72.9
2023,국립순천대학교,대학교,국립,전남,기존,강사,야간,4,"48,250",135,0.9
2023,국립순천대학교,대학교,국립,전남,기존,강사,야간,36,"96,500","1,530",7.7
2023,국립창원대학교,대학교,국립,경남,기존,강사,주간,37,"48,250","1,260",6.4
2023,국립창원대학교,대학교,국립,경남,기존,강사,주간,8,"68,333",360,1.4
2023,국립창원대학교,대학교,국립,경남,기존,강사,주간,504,"96,500","17,712",87.2
2023,국립창원대학교,대학교,국립,경남,기존,강사,야간,29,"96,500","1,275",5.0
2023,국립한국교통대학교,대학교,국립,충북,기존,강사,주간,10,"116,500",315,1.6
2023,국립한국교통대학교,대학교,국립,충북,기존,강사,주간,2,"121,500",60,0.3
2023,국립한국교통대학교,대학교,국립,충북,기존,강사,주간,136,"48,250","4,507",22.3
2023,국립한국교통대학교,대학교,국립,충북,기존,강사,주간,409,"96,500","15,300",67.0
2023,국립한국교통대학교,대학교,국립,충북,기존,강사,야간,12,"45,000",540,2.0
2023,국립한국교통대학교,대학교,국립,충북,기존,강사,야간,5,"48,250",150,0.8
2023,국립한국교통대학교,대학교,국립,충북,기존,강사,야간,36,"96,500","1,440",5.9
2023,국립한국해양대학교,대학교,국립,부산,기존,강사,주간,33,"48,500","1,080",9.7
2023,국립한국해양대학교,대학교,국립,부산,기존,강사,주간,1,"58,200",75,0.3
2023,국립한국해양대학교,대학교,국립,부산,기존,강사,주간,10,"64,670",450,2.9
2023,국립한국해양대학교,대학교,국립,부산,기존,강사,주간,16,"72,750",960,4.7
2023,국립한국해양대학교,대학교,국립,부산,기존,강사,주간,276,"97,000","10,079",81.4
2023,국립한국해양대학교,대학교,국립,부산,기존,강사,야간,3,"97,000",135,0.9
2023,국립한밭대학교,대학교,국립,대전,기존,강사,주간,2,"144,750",90,0.4
2023,국립한밭대학교,대학교,국립,대전,기존,강사,주간,442,"96,500","19,721",84.5
2023,국립한밭대학교,대학교,국립,대전,기존,강사,야간,5,"100,000",225,1.0
2023,국립한밭대학교,대학교,국립,대전,기존,강사,야간,1,"45,000",90,0.2
2023,국립한밭대학교,대학교,국립,대전,기존,강사,야간,3,"90,000",135,0.6
2023,국립한밭대학교,대학교,국립,대전,기존,강사,야간,70,"96,500","3,315",13.4
2023,국민대학교,대학교,사립,서울,기존,강사,주간,3,"27,500",105,0.6
2023,국민대학교,대학교,사립,서울,기존,강사,주간,488,"55,000","16,945.5",95.7
2023,국민대학교,대학교,사립,서울,기존,강사,주간,1,"61,888.9",45,0.2
2023,국민대학교,대학교,사립,서울,기존,강사,야간,18,"57,000",735,3.5
2023,국제사이버대학교,사이버대학(대학),사립,경기,기존,강사,주간,10,"33,333",450,66.7
2023,국제사이버대학교,사이버대학(대학),사립,경기,기존,강사,주간,5,"46,667",225,33.3
2023,극동대학교,대학교,사립,충북,기존,강사,주간,79,"54,000","6,150",100.0
2023,글로벌사이버대학교,사이버대학(대학),사립,충남,기존,강사,주간,10,"33,333",427.5,100.0
2023,금강대학교,대학교,사립,충남,기존,강사,주간,1,"51,500",25,9.1
2023,금강대학교,대학교,사립,충남,기존,강사,주간,3,"52,500",95,27.3
2023,금강대학교,대학교,사립,충남,기존,강사,주간,2,"53,500",90,18.2
2023,금강대학교,대학교,사립,충남,기존,강사,주간,2,"54,500",60,18.2
2023,금강대학교,대학교,사립,충남,기존,강사,주간,3,"55,500",85,27.3
2023,김천대학교,대학교,사립,경북,기존,강사,주간,46,"55,000","1,744",56.1
2023,김천대학교,대학교,사립,경북,기존,강사,주간,36,"60,000","1,299",43.9
2023,나사렛대학교,대학교,사립,충남,기존,강사,주간,195,"55,000","5,428.7",100.0
2023,남부대학교,대학교,사립,광주,기존,강사,주간,52,"51,000","3,615",100.0
2023,남서울대학교,대학교,사립,충남,기존,강사,주간,102,"51,500","4,080",25.3
2023,남서울대학교,대학교,사립,충남,기존,강사,주간,301,"52,500","12,316.5",74.7
2023,단국대학교,대학교,사립,경기,기존,강사,주간,387,"53,000","10,219",48.0
2023,단국대학교,대학교,사립,경기,기존,강사,주간,404,"55,000","13,800",50.1
2023,단국대학교,대학교,사립,경기,기존,강사,주간,2,"82,500",90,0.2
2023,단국대학교,대학교,사립,경기,기존,강사,야간,2,"53,000",90,0.2
2023,단국대학교,대학교,사립,경기,기존,강사,야간,12,"55,000",540,1.5
2023,단국대학교_제2캠퍼스,대학교,사립,충남,기존,강사,주간,416,"53,000","11,535",60.7
2023,단국대학교_제2캠퍼스,대학교,사립,충남,기존,강사,주간,256,"55,000","9,915",37.4
2023,단국대학교_제2캠퍼스,대학교,사립,충남,기존,강사,야간,4,"53,000",180,0.6
2023,단국대학교_제2캠퍼스,대학교,사립,충남,기존,강사,야간,9,"55,000",405,1.3
2023,대구가톨릭대학교,대학교,사립,경북,기존,강사,주간,1,"101,500",30,0.2
2023,대구가톨릭대학교,대학교,사립,경북,기존,강사,주간,1,"119,700",30,0.2
2023,대구가톨릭대학교,대학교,사립,경북,기존,강사,주간,41,"38,667","1,899",8.9
2023,대구가톨릭대학교,대학교,사립,경북,기존,강사,주간,8,"42,000",195,1.7
2023,대구가톨릭대학교,대학교,사립,경북,기존,강사,주간,82,"43,500","4,280.5",17.7
2023,대구가톨릭대학교,대학교,사립,경북,기존,강사,주간,53,"47,250","2,400",11.5
2023,대구가톨릭대학교,대학교,사립,경북,기존,강사,주간,85,"58,000","2,669",18.4
2023,대구가톨릭대학교,대학교,사립,경북,기존,강사,주간,189,"63,000","6,839",40.9
2023,대구가톨릭대학교,대학교,사립,경북,기존,강사,주간,2,"91,350",60,0.4
2023,대구교육대학교,교육대학,국립,대구,기존,강사,주간,173,"96,500","4,612.5",100.0
2023,대구대학교,대학교,사립,경북,기존,강사,주간,1,"16,200",75,0.4
2023,대구대학교,대학교,사립,경북,기존,강사,주간,5,"27,000",315,1.8
2023,대구대학교,대학교,사립,경북,기존,강사,주간,12,"40,500",570,4.2
2023,대구대학교,대학교,사립,경북,기존,강사,주간,1,"48,600",75,0.4
2023,대구대학교,대학교,사립,경북,기존,강사,주간,2,"54,000",90,0.7
2023,대구대학교,대학교,사립,경북,기존,강사,주간,11,"60,750",660,3.9
2023,대구대학교,대학교,사립,경북,기존,강사,주간,252,"81,000","9,930",88.4
2023,대구대학교,대학교,사립,경북,기존,강사,야간,1,"84,000",45,0.4
2023,대구사이버대학교,사이버대학(대학),사립,경북,기존,강사,주간,2,"15,000",90,1.6
2023,대구사이버대학교,사이버대학(대학),사립,경북,기존,강사,주간,107,"30,000","4,800",82.9
2023,대구사이버대학교,사이버대학(대학),사립,경북,기존,강사,주간,16,"33,000",720,12.4
2023,대구사이버대학교,사이버대학(대학),사립,경북,기존,강사,주간,2,"42,900",90,1.6
2023,대구사이버대학교,사이버대학(대학),사립,경북,기존,강사,주간,1,"52,800",45,0.8
2023,대구사이버대학교,사이버대학(대학),사립,경북,기존,강사,주간,1,"72,600",45,0.8
2023,대구예술대학교,대학교,사립,경북,기존,강사,주간,18,"35,000","1,292.8",100.0
2023,대구한의대학교,대학교,사립,경북,기존,강사,주간,2,"117,000",60,1.3
2023,대구한의대학교,대학교,사립,경북,기존,강사,주간,142,"58,500","5,349",95.3
2023,대구한의대학교,대학교,사립,경북,기존,강사,주간,5,"87,750",172.5,3.4
2023,대신대학교,대학교,사립,경북,기존,강사,주간,2,"65,000",60,100.0
2023,대전가톨릭대학교,대학교,사립,세종,기존,강사,주간,14,"50,000",465,100.0
2023,대전대학교,대학교,사립,대전,기존,강사,주간,2,"106,000",90,0.5
2023,대전대학교,대학교,사립,대전,기존,강사,주간,82,"52,000","4,605",20.3
2023,대전대학교,대학교,사립,대전,기존,강사,주간,86,"54,000","3,735",21.3
2023,대전대학교,대학교,사립,대전,기존,강사,주간,223,"55,000","9,585",55.2
2023,대전대학교,대학교,사립,대전,기존,강사,주간,1,"57,333",60,0.2
2023,대전대학교,대학교,사립,대전,기존,강사,주간,2,"61,667",90,0.5
2023,대전대학교,대학교,사립,대전,기존,강사,주간,3,"64,524",105,0.7
2023,대전대학교,대학교,사립,대전,기존,강사,주간,4,"75,000",120,1.0
2023,대전대학교,대학교,사립,대전,기존,강사,주간,1,"88,333",30,0.2
2023,대진대학교,대학교,사립,경기,기존,강사,주간,207,"56,000","8,317.5",98.1
2023,대진대학교,대학교,사립,경기,기존,강사,야간,3,"56,000",135,1.4
2023,대진대학교,대학교,사립,경기,기존,강사,야간,1,"65,000",45,0.5
2023,덕성여자대학교,대학교,사립,서울,기존,강사,주간,70,"54,000","3,082.5",33.7
2023,덕성여자대학교,대학교,사립,서울,기존,강사,주간,134,"60,000","5,617.5",64.4
2023,덕성여자대학교,대학교,사립,서울,기존,강사,주간,3,"72,000",120,1.4
2023,덕성여자대학교,대학교,사립,서울,기존,강사,주간,1,"78,000",15,0.5
2023,동국대학교(WISE)_분교,대학교,사립,경북,기존,강사,주간,14,"28,750",630,3.5
2023,동국대학교(WISE)_분교,대학교,사립,경북,기존,강사,주간,370,"57,500","13,409.9",92.3
2023,동국대학교(WISE)_분교,대학교,사립,경북,기존,강사,주간,15,"74,750",630,3.7
2023,동국대학교(WISE)_분교,대학교,사립,경북,기존,강사,주간,2,"86,250",90,0.5
2023,동국대학교,대학교,사립,서울,기존,강사,주간,731,"55,000","28,399.5",87.8
2023,동국대학교,대학교,사립,서울,기존,강사,주간,6,"60,000",255,0.7
2023,동국대학교,대학교,사립,서울,기존,강사,주간,11,"71,500",405,1.3
2023,동국대학교,대학교,사립,서울,기존,강사,주간,1,"82,500",30,0.1
2023,동국대학교,대학교,사립,서울,기존,강사,야간,80,"55,000","2,858.5",9.6
2023,동국대학교,대학교,사립,서울,기존,강사,야간,2,"60,000",60,0.2
2023,동국대학교,대학교,사립,서울,기존,강사,야간,2,"71,500",60,0.2
2023,동덕여자대학교,대학교,사립,서울,기존,강사,주간,80,"50,000","2,115",25.8
2023,동덕여자대학교,대학교,사립,서울,기존,강사,주간,211,"57,500","7,566.7",68.1
2023,동덕여자대학교,대학교,사립,서울,기존,강사,주간,3,"57,500",75,1.0
2023,동덕여자대학교,대학교,사립,서울,기존,강사,주간,3,"60,000",135,1.0
2023,동덕여자대학교,대학교,사립,서울,기존,강사,야간,2,"57,500",52.5,0.6
2023,동덕여자대학교,대학교,사립,서울,기존,강사,야간,11,"65,000",388.5,3.5
2023,동명대학교,대학교,사립,부산,기존,강사,주간,169,"55,620","5,640",100.0
2023,동서대학교,대학교,사립,부산,기존,강사,주간,3,"116,000",45,1.3
2023,동서대학교,대학교,사립,부산,기존,강사,주간,19,"29,000","1,320",8.2
2023,동서대학교,대학교,사립,부산,기존,강사,주간,1,"43,500",30,0.4
2023,동서대학교,대학교,사립,부산,기존,강사,주간,189,"58,000","7,485",81.1
2023,동서대학교,대학교,사립,부산,기존,강사,주간,12,"69,600",405,5.2
2023,동서대학교,대학교,사립,부산,기존,강사,야간,7,"60,000",300,3.0
2023,동서대학교,대학교,사립,부산,기존,강사,야간,2,"72,000",60,0.9
2023,동신대학교,대학교,사립,전남,기존,강사,주간,108,"55,000","4,087.5",46.6
2023,동신대학교,대학교,사립,전남,기존,강사,주간,117,"58,000","4,530",50.4
2023,동신대학교,대학교,사립,전남,기존,강사,주간,3,"59,833",90,1.3
2023,동신대학교,대학교,사립,전남,기존,강사,주간,3,"59,875",60,1.3
2023,동신대학교,대학교,사립,전남,기존,강사,주간,1,"65,250",30,0.4
2023,동아대학교,대학교,사립,부산,기존,강사,주간,3,"100,000",135,0.5
