reference_year,row_no,university_name,school_type,founding_type,region_name,size_group,regular_staff_certified,regular_staff_not_certified,non_regular_staff_certified,non_regular_staff_not_certified,total_staff_certified,total_staff_not_certified,enrolled_students,library_staff_per_1000_students_original,student_count_basis,schema_group,library_staff_per_1000_students_recalculated,source_file_name,metric_calc_status,metric_value_was_infinite_or_invalid,scope_school_id,is_scope34_exact,is_comparison11,standardization_source
2010,249,숭실대학교,대학,사립,서울,A그룹,12.0,0.0,0.0,0.0,12.0,0.0,15562,0.800000011920929,current_year,legacy_2008_2016,0.7711091119393394,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000143,True,True,processed_csv_candidate_not_raw_verified
2010,269,연세대학교,대학,사립,서울,A그룹,53.0,11.0,26.0,36.0,79.0,47.0,30011,3.4000000953674316,current_year,legacy_2008_2016,3.3521042284495683,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000149,True,False,processed_csv_candidate_not_raw_verified
2010,304,이화여자대학교,대학,사립,서울,A그룹,29.0,4.0,29.0,6.0,58.0,10.0,21246,2.700000047683716,current_year,legacy_2008_2016,2.7487527063917914,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000163,True,True,processed_csv_candidate_not_raw_verified
2010,313,장로회신학대학교,대학,사립,서울,C그룹,3.0,3.0,3.0,0.0,6.0,3.0,2347,3.299999952316284,current_year,legacy_2008_2016,3.3233915636983387,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000170,True,False,processed_csv_candidate_not_raw_verified
2010,334,중앙대학교,대학,사립,서울,A그룹,32.0,0.0,3.0,1.0,35.0,1.0,28664,1.2000000476837158,current_year,legacy_2008_2016,1.2175551214066425,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000175,True,False,processed_csv_candidate_not_raw_verified
2010,348,총신대학교,대학,사립,서울,C그룹,4.0,1.0,1.0,0.0,5.0,1.0,3605,1.600000023841858,current_year,legacy_2008_2016,1.5533980582524272,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000180,True,False,processed_csv_candidate_not_raw_verified
2010,349,추계예술대학교,대학,사립,서울,C그룹,3.0,1.0,0.0,0.0,3.0,1.0,1478,2.5999999046325684,current_year,legacy_2008_2016,2.571041948579161,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000181,True,False,processed_csv_candidate_not_raw_verified
2010,378,한국성서대학교,대학,사립,서울,C그룹,2.0,2.0,0.0,0.0,2.0,2.0,1273,2.799999952316284,current_year,legacy_2008_2016,2.827965435978005,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000191,True,False,processed_csv_candidate_not_raw_verified
2010,384,한국외국어대학교,대학,사립,서울,A그룹,29.0,0.0,0.0,1.0,29.0,1.0,19225,1.5,current_year,legacy_2008_2016,1.5344603381014303,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000192,True,False,processed_csv_candidate_not_raw_verified
2010,436,한성대학교,대학,사립,서울,B그룹,8.0,1.0,5.0,2.0,13.0,3.0,7885,1.7999999523162842,current_year,legacy_2008_2016,1.7501585288522512,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000200,True,True,processed_csv_candidate_not_raw_verified
2010,439,한양대학교,대학,사립,서울,A그룹,35.0,1.0,0.0,1.0,35.0,2.0,23838,1.5,current_year,legacy_2008_2016,1.5227787566070978,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000203,True,False,processed_csv_candidate_not_raw_verified
2010,454,홍익대학교,대학,사립,서울,A그룹,20.0,4.0,11.0,0.0,31.0,4.0,21617,1.5,current_year,legacy_2008_2016,1.4803164176342694,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000212,True,False,processed_csv_candidate_not_raw_verified
2011,8,감리교신학대학교,대학,사립,서울,C그룹,4.0,0.0,1.0,0.0,5.0,0.0,1603,3.0,current_year,legacy_2008_2016,2.9943855271366187,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000050,True,False,processed_csv_candidate_not_raw_verified
2011,12,강서대학교,대학,사립,서울,C그룹,1.0,0.0,1.0,0.0,2.0,0.0,1734,1.0,current_year,legacy_2008_2016,1.0380622837370244,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000079,True,False,processed_csv_candidate_not_raw_verified
2011,18,건국대학교,대학,사립,서울,A그룹,13.0,7.0,22.0,4.0,35.0,11.0,20834,1.7999999523162842,current_year,legacy_2008_2016,1.8335413266775464,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000052,True,False,processed_csv_candidate_not_raw_verified
2011,43,경희대학교,대학,사립,서울,A그룹,30.0,6.0,20.0,10.0,50.0,16.0,32584,1.7000000476837158,current_year,legacy_2008_2016,1.712496931009084,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000066,True,False,processed_csv_candidate_not_raw_verified
2011,48,고려대학교,대학,사립,서울,A그룹,45.0,3.0,14.0,1.0,59.0,4.0,29627,2.0,current_year,legacy_2008_2016,1.9948020386809329,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000069,True,False,processed_csv_candidate_not_raw_verified
2011,57,광운대학교,대학,사립,서울,B그룹,5.0,3.0,6.0,0.0,11.0,3.0,10083,1.2000000476837158,current_year,legacy_2008_2016,1.209957353962115,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000074,True,True,processed_csv_candidate_not_raw_verified
2011,80,국민대학교,대학,사립,서울,A그룹,12.0,0.0,7.0,13.0,19.0,13.0,17341,1.399999976158142,current_year,legacy_2008_2016,1.3897699094631222,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000078,True,False,processed_csv_candidate_not_raw_verified
2011,130,덕성여자대학교,대학,사립,서울,B그룹,13.0,1.0,0.0,3.0,13.0,4.0,6403,2.4000000953674316,current_year,legacy_2008_2016,2.389504919568952,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000099,True,True,processed_csv_candidate_not_raw_verified
2011,132,동국대학교,대학,사립,서울,A그룹,15.0,1.0,1.0,1.0,16.0,2.0,17638,1.0,current_year,legacy_2008_2016,0.9694976754734098,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000100,True,False,processed_csv_candidate_not_raw_verified
2011,135,동덕여자대학교,대학,사립,서울,B그룹,8.0,0.0,7.0,0.0,15.0,0.0,7891,1.7000000476837158,current_year,legacy_2008_2016,1.7234824483588902,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000102,True,True,processed_csv_candidate_not_raw_verified
2011,183,삼육대학교,대학,사립,서울,B그룹,6.0,4.0,0.0,1.0,6.0,5.0,5872,1.7000000476837158,current_year,legacy_2008_2016,1.6519073569482288,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000116,True,False,processed_csv_candidate_not_raw_verified
2011,185,상명대학교,대학,사립,서울,A그룹,14.0,4.0,10.0,1.0,24.0,5.0,14085,1.7999999523162842,current_year,legacy_2008_2016,1.8246361377351792,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000117,True,False,processed_csv_candidate_not_raw_verified
2011,188,서강대학교,대학,사립,서울,A그룹,20.0,4.0,6.0,3.0,26.0,7.0,11824,2.5,current_year,legacy_2008_2016,2.4949255751014885,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000120,True,False,processed_csv_candidate_not_raw_verified
2011,189,서경대학교,대학,사립,서울,B그룹,2.0,5.0,3.0,2.0,5.0,7.0,6629,1.399999976158142,current_year,legacy_2008_2016,1.4180117664806156,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000121,True,True,processed_csv_candidate_not_raw_verified
2011,196,서울기독대학교,대학,사립,서울,C그룹,1.0,0.0,0.0,1.0,1.0,1.0,923,1.600000023841858,current_year,legacy_2008_2016,1.6251354279523291,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000098,True,False,processed_csv_candidate_not_raw_verified
2011,209,서울여자대학교,대학,사립,서울,B그룹,7.0,1.0,8.0,0.0,15.0,1.0,8502,1.7000000476837158,current_year,legacy_2008_2016,1.6701952481768996,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000126,True,True,processed_csv_candidate_not_raw_verified
2011,213,서울한영대학교,대학,사립,서울,C그룹,3.0,1.0,0.0,1.0,3.0,2.0,912,4.699999809265137,current_year,legacy_2008_2016,4.714912280701754,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000205,True,False,processed_csv_candidate_not_raw_verified
2011,223,성공회대학교,대학,사립,서울,C그룹,4.0,1.0,0.0,0.0,4.0,1.0,2784,1.7000000476837158,current_year,legacy_2008_2016,1.7241379310344829,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000132,True,False,processed_csv_candidate_not_raw_verified
2011,224,성균관대학교,대학,사립,서울,A그룹,22.0,7.0,30.0,5.0,52.0,12.0,26926,2.0,current_year,legacy_2008_2016,2.0092104285820396,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000133,True,False,processed_csv_candidate_not_raw_verified
2011,227,성신여자대학교,대학,사립,서울,A그룹,6.0,1.0,8.0,9.0,14.0,10.0,11366,1.600000023841858,current_year,legacy_2008_2016,1.5572760865739927,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000136,True,True,processed_csv_candidate_not_raw_verified
2011,233,세종대학교,대학,사립,서울,A그룹,12.0,0.0,0.0,3.0,12.0,3.0,13516,1.0,current_year,legacy_2008_2016,0.9988162178159218,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000138,True,True,processed_csv_candidate_not_raw_verified
2011,244,숙명여자대학교,대학,사립,서울,A그룹,15.0,1.0,3.0,3.0,18.0,4.0,13513,1.5,current_year,legacy_2008_2016,1.457855398505143,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000141,True,True,processed_csv_candidate_not_raw_verified
2011,249,숭실대학교,대학,사립,서울,A그룹,13.0,0.0,0.0,1.0,13.0,1.0,16406,0.800000011920929,current_year,legacy_2008_2016,0.8228696818237231,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000143,True,True,processed_csv_candidate_not_raw_verified
2011,269,연세대학교,대학,사립,서울,A그룹,53.0,10.0,27.0,28.0,80.0,38.0,30367,3.200000047683716,current_year,legacy_2008_2016,3.1810847301346854,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000149,True,False,processed_csv_candidate_not_raw_verified
2011,304,이화여자대학교,대학,사립,서울,A그룹,29.0,3.0,29.0,6.0,58.0,9.0,21642,2.700000047683716,current_year,legacy_2008_2016,2.6614915442195732,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000163,True,True,processed_csv_candidate_not_raw_verified
2011,313,장로회신학대학교,대학,사립,서울,C그룹,3.0,3.0,3.0,0.0,6.0,3.0,2289,3.4000000953674316,current_year,legacy_2008_2016,3.4076015727391877,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000170,True,False,processed_csv_candidate_not_raw_verified
2011,334,중앙대학교,대학,사립,서울,A그룹,27.0,0.0,3.0,1.0,30.0,1.0,28543,1.0,current_year,legacy_2008_2016,1.04754230459307,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000175,True,False,processed_csv_candidate_not_raw_verified
2011,348,총신대학교,대학,사립,서울,C그룹,4.0,1.0,1.0,0.0,5.0,1.0,3584,1.600000023841858,current_year,legacy_2008_2016,1.5624999999999998,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000180,True,False,processed_csv_candidate_not_raw_verified
2011,349,추계예술대학교,대학,사립,서울,C그룹,3.0,1.0,0.0,0.0,3.0,1.0,1484,2.5999999046325684,current_year,legacy_2008_2016,2.560646900269542,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000181,True,False,processed_csv_candidate_not_raw_verified
2011,378,한국성서대학교,대학,사립,서울,C그룹,2.0,1.0,0.0,0.0,2.0,1.0,1284,2.200000047683716,current_year,legacy_2008_2016,2.1806853582554515,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000191,True,False,processed_csv_candidate_not_raw_verified
2011,384,한국외국어대학교,대학,사립,서울,A그룹,26.0,0.0,0.0,1.0,26.0,1.0,19599,1.399999976158142,current_year,legacy_2008_2016,1.3521098015204858,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000192,True,False,processed_csv_candidate_not_raw_verified
2011,436,한성대학교,대학,사립,서울,B그룹,6.0,3.0,6.0,1.0,12.0,4.0,8203,1.7000000476837158,current_year,legacy_2008_2016,1.6701206875533343,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000200,True,True,processed_csv_candidate_not_raw_verified
2011,439,한양대학교,대학,사립,서울,A그룹,34.0,0.0,0.0,0.0,34.0,0.0,23877,1.399999976158142,current_year,legacy_2008_2016,1.4239644846505004,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000203,True,False,processed_csv_candidate_not_raw_verified
2011,454,홍익대학교,대학,사립,서울,A그룹,19.0,4.0,11.0,1.0,30.0,5.0,22138,1.399999976158142,current_year,legacy_2008_2016,1.4228927635739452,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000212,True,False,processed_csv_candidate_not_raw_verified
2012,8,감리교신학대학교,대학,사립,서울,C그룹,3.0,0.0,0.0,0.0,3.0,0.0,1591,1.899999976158142,current_year,legacy_2008_2016,1.8856065367693275,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000050,True,False,processed_csv_candidate_not_raw_verified
2012,12,강서대학교,대학,사립,서울,C그룹,1.0,0.0,1.0,0.0,2.0,0.0,1760,1.0,current_year,legacy_2008_2016,1.0227272727272727,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000079,True,False,processed_csv_candidate_not_raw_verified
2012,18,건국대학교,대학,사립,서울,A그룹,14.0,5.0,24.0,0.0,38.0,5.0,21018,1.7999999523162842,current_year,legacy_2008_2016,1.7699115044247788,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000052,True,False,processed_csv_candidate_not_raw_verified
2012,43,경희대학교,대학,사립,서울,A그룹,31.0,5.0,17.0,11.0,48.0,16.0,32402,1.7000000476837158,current_year,legacy_2008_2016,1.6696500216036048,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000066,True,False,processed_csv_candidate_not_raw_verified
2012,48,고려대학교,대학,사립,서울,A그룹,40.0,1.0,15.0,1.0,55.0,2.0,29777,1.7999999523162842,current_year,legacy_2008_2016,1.789972126137623,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000069,True,False,processed_csv_candidate_not_raw_verified
2012,57,광운대학교,대학,사립,서울,B그룹,4.0,3.0,7.0,0.0,11.0,3.0,10347,1.2000000476837158,current_year,legacy_2008_2016,1.1597564511452596,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000074,True,True,processed_csv_candidate_not_raw_verified
2012,80,국민대학교,대학,사립,서울,A그룹,11.0,1.0,10.0,14.0,21.0,15.0,18015,1.5,current_year,legacy_2008_2016,1.4876491812378574,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000078,True,False,processed_csv_candidate_not_raw_verified
2012,130,덕성여자대학교,대학,사립,서울,B그룹,8.0,1.0,4.0,3.0,12.0,4.0,6628,2.0,current_year,legacy_2008_2016,2.0368135184067593,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000099,True,True,processed_csv_candidate_not_raw_verified
2012,132,동국대학교,대학,사립,서울,A그룹,13.0,0.0,5.0,2.0,18.0,2.0,17589,1.0,current_year,legacy_2008_2016,1.0233668770254136,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000100,True,False,processed_csv_candidate_not_raw_verified
2012,135,동덕여자대학교,대학,사립,서울,B그룹,8.0,0.0,6.0,0.0,14.0,0.0,8124,1.600000023841858,current_year,legacy_2008_2016,1.5755785327424914,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000102,True,True,processed_csv_candidate_not_raw_verified
2012,183,삼육대학교,대학,사립,서울,B그룹,7.0,3.0,0.0,3.0,7.0,6.0,5924,1.7999999523162842,current_year,legacy_2008_2016,1.8399729912221472,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000116,True,False,processed_csv_candidate_not_raw_verified
2012,185,상명대학교,대학,사립,서울,A그룹,14.0,4.0,10.0,1.0,24.0,5.0,14089,1.7999999523162842,current_year,legacy_2008_2016,1.8241181063240823,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000117,True,False,processed_csv_candidate_not_raw_verified
2012,188,서강대학교,대학,사립,서울,A그룹,20.0,4.0,5.0,3.0,25.0,7.0,11868,2.4000000953674316,current_year,legacy_2008_2016,2.418267610380856,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000120,True,False,processed_csv_candidate_not_raw_verified
2012,189,서경대학교,대학,사립,서울,B그룹,1.0,5.0,3.0,7.0,4.0,12.0,7052,1.5,current_year,legacy_2008_2016,1.545660805445264,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000121,True,True,processed_csv_candidate_not_raw_verified
2012,196,서울기독대학교,대학,사립,서울,C그룹,1.0,0.0,0.0,1.0,1.0,1.0,999,1.5,current_year,legacy_2008_2016,1.5015015015015014,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000098,True,False,processed_csv_candidate_not_raw_verified
2012,209,서울여자대학교,대학,사립,서울,B그룹,7.0,2.0,7.0,4.0,14.0,6.0,8722,1.899999976158142,current_year,legacy_2008_2016,1.8573721623480857,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000126,True,True,processed_csv_candidate_not_raw_verified
2012,213,서울한영대학교,대학,사립,서울,C그룹,2.0,2.0,0.0,1.0,2.0,3.0,952,4.300000190734863,current_year,legacy_2008_2016,4.30672268907563,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000205,True,False,processed_csv_candidate_not_raw_verified
2012,223,성공회대학교,대학,사립,서울,C그룹,4.0,1.0,0.0,0.0,4.0,1.0,2763,1.7000000476837158,current_year,legacy_2008_2016,1.7372421281216068,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000132,True,False,processed_csv_candidate_not_raw_verified
2012,224,성균관대학교,대학,사립,서울,A그룹,23.0,6.0,30.0,4.0,53.0,10.0,26353,2.0,current_year,legacy_2008_2016,2.041513300193526,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000133,True,False,processed_csv_candidate_not_raw_verified
2012,227,성신여자대학교,대학,사립,서울,A그룹,6.0,1.0,6.0,8.0,12.0,9.0,11381,1.399999976158142,current_year,legacy_2008_2016,1.3707055619014148,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000136,True,True,processed_csv_candidate_not_raw_verified
2012,233,세종대학교,대학,사립,서울,A그룹,10.0,0.0,0.0,3.0,10.0,3.0,13610,0.800000011920929,current_year,legacy_2008_2016,0.8449669360764144,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000138,True,True,processed_csv_candidate_not_raw_verified
2012,244,숙명여자대학교,대학,사립,서울,A그룹,15.0,2.0,1.0,7.0,16.0,9.0,13643,1.5,current_year,legacy_2008_2016,1.5319211317158985,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000141,True,True,processed_csv_candidate_not_raw_verified
2012,249,숭실대학교,대학,사립,서울,A그룹,13.0,0.0,0.0,0.0,13.0,0.0,17073,0.800000011920929,current_year,legacy_2008_2016,0.7614361857904294,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000143,True,True,processed_csv_candidate_not_raw_verified
2012,269,연세대학교,대학,사립,서울,A그룹,51.0,6.0,30.0,25.0,81.0,31.0,30753,3.0,current_year,legacy_2008_2016,3.001333203264722,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000149,True,False,processed_csv_candidate_not_raw_verified
2012,304,이화여자대학교,대학,사립,서울,A그룹,29.0,3.0,34.0,6.0,63.0,9.0,21954,2.799999952316284,current_year,legacy_2008_2016,2.8058668124259816,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000163,True,True,processed_csv_candidate_not_raw_verified
2012,313,장로회신학대학교,대학,사립,서울,C그룹,4.0,2.0,2.0,1.0,6.0,3.0,2279,3.4000000953674316,current_year,legacy_2008_2016,3.3786748573935936,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000170,True,False,processed_csv_candidate_not_raw_verified
2012,334,중앙대학교,대학,사립,서울,A그룹,24.0,0.0,0.0,2.0,24.0,2.0,28525,0.8999999761581421,current_year,legacy_2008_2016,0.8764241893076249,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000175,True,False,processed_csv_candidate_not_raw_verified
2012,348,총신대학교,대학,사립,서울,C그룹,5.0,1.0,0.0,0.0,5.0,1.0,3612,1.600000023841858,current_year,legacy_2008_2016,1.6057585825027685,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000180,True,False,processed_csv_candidate_not_raw_verified
2012,349,추계예술대학교,대학,사립,서울,C그룹,3.0,1.0,0.0,0.0,3.0,1.0,1421,2.700000047683716,current_year,legacy_2008_2016,2.674173117522871,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000181,True,False,processed_csv_candidate_not_raw_verified
2012,378,한국성서대학교,대학,사립,서울,C그룹,2.0,1.0,0.0,0.0,2.0,1.0,1327,2.0999999046325684,current_year,legacy_2008_2016,2.110022607385079,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000191,True,False,processed_csv_candidate_not_raw_verified
2012,384,한국외국어대학교,대학,사립,서울,A그룹,25.0,0.0,0.0,0.0,25.0,0.0,19934,1.2999999523162842,current_year,legacy_2008_2016,1.254138657569981,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000192,True,False,processed_csv_candidate_not_raw_verified
2012,436,한성대학교,대학,사립,서울,B그룹,6.0,3.0,6.0,1.0,12.0,4.0,8295,1.7000000476837158,current_year,legacy_2008_2016,1.6515973477998795,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000200,True,True,processed_csv_candidate_not_raw_verified
2012,439,한양대학교,대학,사립,서울,A그룹,31.0,0.0,1.0,0.0,32.0,0.0,23385,1.399999976158142,current_year,legacy_2008_2016,1.3598460551635665,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000203,True,False,processed_csv_candidate_not_raw_verified
2012,454,홍익대학교,대학,사립,서울,A그룹,18.0,4.0,12.0,1.0,30.0,5.0,22373,1.399999976158142,current_year,legacy_2008_2016,1.3990077325347516,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000212,True,False,processed_csv_candidate_not_raw_verified
2013,8,감리교신학대학교,대학,사립,서울,C그룹,4.0,0.0,0.0,0.0,4.0,0.0,1587,2.5,current_year,legacy_2008_2016,2.520478890989288,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000050,True,False,processed_csv_candidate_not_raw_verified
2013,12,강서대학교,대학,사립,서울,C그룹,1.0,0.0,1.0,1.0,2.0,1.0,1633,1.399999976158142,current_year,legacy_2008_2016,1.408450704225352,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000079,True,False,processed_csv_candidate_not_raw_verified
2013,18,건국대학교,대학,사립,서울,A그룹,16.0,3.0,24.0,0.0,40.0,3.0,21115,1.7999999523162842,current_year,legacy_2008_2016,1.7807246033625386,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000052,True,False,processed_csv_candidate_not_raw_verified
2013,43,경희대학교,대학,사립,서울,A그룹,29.0,5.0,21.0,7.0,50.0,12.0,32118,1.7000000476837158,current_year,legacy_2008_2016,1.6595055731988293,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000066,True,False,processed_csv_candidate_not_raw_verified
2013,48,고려대학교,대학,사립,서울,A그룹,39.0,1.0,16.0,1.0,55.0,2.0,29549,1.7999999523162842,current_year,legacy_2008_2016,1.797015127415479,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000069,True,False,processed_csv_candidate_not_raw_verified
2013,57,광운대학교,대학,사립,서울,B그룹,5.0,2.0,7.0,0.0,12.0,2.0,10387,1.2000000476837158,current_year,legacy_2008_2016,1.174545104457495,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000074,True,True,processed_csv_candidate_not_raw_verified
2013,80,국민대학교,대학,사립,서울,A그룹,10.0,1.0,10.0,14.0,20.0,15.0,18162,1.399999976158142,current_year,legacy_2008_2016,1.4205483977535514,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000078,True,False,processed_csv_candidate_not_raw_verified
2013,130,덕성여자대학교,대학,사립,서울,B그룹,8.0,1.0,5.0,3.0,13.0,4.0,6840,2.0999999046325684,current_year,legacy_2008_2016,2.090643274853801,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000099,True,True,processed_csv_candidate_not_raw_verified
2013,132,동국대학교,대학,사립,서울,A그룹,13.0,0.0,5.0,2.0,18.0,2.0,17456,1.0,current_year,legacy_2008_2016,1.0311640696608615,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000100,True,False,processed_csv_candidate_not_raw_verified
2013,135,동덕여자대학교,대학,사립,서울,B그룹,8.0,0.0,6.0,0.0,14.0,0.0,8435,1.5,current_year,legacy_2008_2016,1.5174866627148786,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000102,True,True,processed_csv_candidate_not_raw_verified
2013,183,삼육대학교,대학,사립,서울,B그룹,6.0,3.0,0.0,5.0,6.0,8.0,6087,1.7999999523162842,current_year,legacy_2008_2016,1.7907014949893214,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000116,True,False,processed_csv_candidate_not_raw_verified
2013,185,상명대학교,대학,사립,서울,A그룹,11.0,4.0,9.0,7.0,20.0,11.0,14352,1.7000000476837158,current_year,legacy_2008_2016,1.7349498327759196,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000117,True,False,processed_csv_candidate_not_raw_verified
2013,188,서강대학교,대학,사립,서울,A그룹,20.0,4.0,6.0,3.0,26.0,7.0,11756,2.5,current_year,legacy_2008_2016,2.5093569241238516,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000120,True,False,processed_csv_candidate_not_raw_verified
2013,189,서경대학교,대학,사립,서울,B그룹,1.0,5.0,4.0,7.0,5.0,12.0,7122,1.600000023841858,current_year,legacy_2008_2016,1.6427969671440603,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000121,True,True,processed_csv_candidate_not_raw_verified
2013,196,서울기독대학교,대학,사립,서울,C그룹,1.0,0.0,0.0,1.0,1.0,1.0,951,1.600000023841858,current_year,legacy_2008_2016,1.5772870662460567,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000098,True,False,processed_csv_candidate_not_raw_verified
2013,209,서울여자대학교,대학,사립,서울,B그룹,5.0,1.0,9.0,0.0,14.0,1.0,8533,1.5,current_year,legacy_2008_2016,1.5234970116020157,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000126,True,True,processed_csv_candidate_not_raw_verified
2013,213,서울한영대학교,대학,사립,서울,C그룹,2.0,2.0,0.0,1.0,2.0,3.0,955,4.300000190734863,current_year,legacy_2008_2016,4.293193717277487,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000205,True,False,processed_csv_candidate_not_raw_verified
2013,223,성공회대학교,대학,사립,서울,C그룹,4.0,2.0,0.0,0.0,4.0,2.0,2730,2.0999999046325684,current_year,legacy_2008_2016,2.051282051282051,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000132,True,False,processed_csv_candidate_not_raw_verified
2013,224,성균관대학교,대학,사립,서울,A그룹,22.0,5.0,32.0,3.0,54.0,8.0,26673,2.0,current_year,legacy_2008_2016,1.990777190417276,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000133,True,False,processed_csv_candidate_not_raw_verified
2013,227,성신여자대학교,대학,사립,서울,A그룹,6.0,1.0,6.0,8.0,12.0,9.0,11384,1.399999976158142,current_year,legacy_2008_2016,1.3703443429374562,기본통계_인적자원_20260422112934(7).xlsx,ok,False,0000136,True,True,processed_csv_candidate_not_raw_verified
