공시연도,대표학교코드,학교코드,학교명,본분교명,대학구분,학교종류,설립유형,설립구분,소재지유형,지역명,학교상태,기준년도,입학정원(학부),재학생수(학부),졸업생수(학부),"전임
교원",논문실적 총계,논문실적(국내),"논문실적(국내, 연구재단등재지(후보포함))",논문실적(기타국내발간일반학술지),논문실적(국제),"논문실적(국제, SCI급/SCOPUS학술지)","논문실적(국제, 기타국제발간일반학술지)",전임교원1인당논문실적(국내),전임교원1인당논문실적(국제),"전임교원1인당논문실적(국내, 연구재단등재지(후보포함))","전임교원1인당논문실적(국제, SCI급/SCOPUS학술지)"
2017,0000205,0000205,서울한영대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,180,714,175,42,28.3096,27.6596,11.4096,16.25,0.65,0.65,0,0.6586,0.0155,0.2717,0.0155
2017,0000132,0000132,성공회대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,502,2159,513,83,52.2952,42.5762,38.0762,4.5,9.719,6.719,3,0.513,0.1171,0.4587,0.081
2017,0000133,0000133,성균관대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,3303,19108,4227,1437,2024.1548,577.6884,537.9956,39.6928,1446.4664,1373.7186,72.7478,0.402,1.0066,0.3744,0.956
2017,0000136,0000136,성신여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,2060,9233,2432,333,338.0914,283.1138,263.5114,19.6024,54.9776,50.1347,4.8429,0.8502,0.1651,0.7913,0.1506
2017,0000138,0000138,세종대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,2320,11730,2596,483,401.1374,173.7063,163.673,10.0333,227.4311,218.8858,8.5453,0.3596,0.4709,0.3389,0.4532
2017,0000141,0000141,숙명여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,2198,10257,2635,464,461.2282,345.9311,326.1311,19.8,115.2971,108.2322,7.0649,0.7455,0.2485,0.7029,0.2333
2017,0000143,0000143,숭실대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,2675,12926,3034,503,729.2797,490.1319,437.5296,52.6023,239.1478,207.7282,31.4196,0.9744,0.4754,0.8698,0.413
2017,0000149,0000149,연세대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,3384,19114,4229,1687,2173.3344,684.6155,608.5262,76.0893,1488.7189,1446.3592,42.3597,0.4058,0.8825,0.3607,0.8574
2017,0000163,0000163,이화여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,3004,15540,3429,997,1135.943,657.582,619.6441,37.9379,478.361,453.4445,24.9165,0.6596,0.4798,0.6215,0.4548
2017,0000170,0000170,장로회신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,150,678,134,79,115,106,72,34,9,2,7,1.3418,0.1139,0.9114,0.0253
2017,0000175,0000175,중앙대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,3258,17665,3577,898,1177.6231,589.6191,566.8652,22.7539,588.004,578.5712,9.4328,0.6566,0.6548,0.6313,0.6443
2017,0000180,0000180,총신대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,360,1906,493,126,168.1679,164.4667,91.9667,72.5,3.7012,3.4333,0.2679,1.3053,0.0294,0.7299,0.0272
2017,0000181,0000181,추계예술대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,290,1249,255,49,19.25,19.25,2.25,17,0,0,0,0.3929,0,0.0459,0
2017,0000079,0000079,케이씨대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,310,1382,308,50,26.4722,23.6834,22.1834,1.5,2.7888,2.7888,0,0.4737,0.0558,0.4437,0.0558
2017,0000191,0000191,한국성서대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,240,1074,217,46,30.3329,26.2025,23.3025,2.9,4.1304,3.1749,0.9555,0.5696,0.0898,0.5066,0.069
2017,0000192,0000192,한국외국어대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,3377,17042,3844,693,939.7588,650.1503,562.9518,87.1985,289.6085,187.4919,102.1166,0.9382,0.4179,0.8123,0.2706
2017,0000032,0000032,한국체육대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2016,590,2549,539,112,107.306,102.2853,87.0996,15.1857,5.0207,2.7659,2.2548,0.9133,0.0448,0.7777,0.0247
2017,0000200,0000200,한성대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,1458,6342,1490,257,178.5992,140.0648,134.0648,6,38.5344,33.7011,4.8333,0.545,0.1499,0.5217,0.1311
2017,0000203,0000203,한양대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,2804,15457,3673,1005,1252.0048,524.001,478.7903,45.2107,728.0038,704.6643,23.3395,0.5214,0.7244,0.4764,0.7012
2017,0000212,0000212,홍익대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,2470,12039,2737,533,435.8287,301.6031,295.6031,6,134.2256,128.1662,6.0594,0.5659,0.2518,0.5546,0.2405
2016,0000046,0000048,가톨릭대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2015,145,488,107,880,912.2295,211.8809,165.6915,46.1894,700.3486,687.3678,12.9808,0.2408,0.7959,0.1883,0.7811
2016,0000046,0000049,가톨릭대학교,제3캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2015,60,207,39,25,14,14,4,10,0,0,0,0.56,0,0.16,0
2016,0000050,0000050,감리교신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,200,840,219,27,36.5,36.5,10.5,26,0,0,0,1.3519,0,0.3889,0
2016,0000052,0000052,건국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,3000,15583,3809,712,958.4531,502.02,469.5974,32.4226,456.4331,431.2463,25.1868,0.7051,0.6411,0.6595,0.6057
2016,0000056,0000058,경기대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2015,328,2065,476,40,44.8667,41.8334,38.5834,3.25,3.0333,3.0333,0,1.0458,0.0758,0.9646,0.0758
2016,0000066,0000066,경희대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,4798,25508,5439,1419,1680.3341,716.8513,647.2123,69.639,963.4828,939.3001,24.1827,0.5052,0.679,0.4561,0.6619
2016,0000069,0000069,고려대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,3767,20416,4393,1446,1890.9791,738.5046,702.9355,35.5691,1152.4745,1124.2932,28.1813,0.5107,0.797,0.4861,0.7775
2016,0000074,0000074,광운대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,1712,8502,2073,331,458.314,234.8211,221.5211,13.3,223.4929,202.8317,20.6612,0.7094,0.6752,0.6692,0.6128
2016,0000078,0000078,국민대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,2887,15162,3538,653,597.8669,421.3018,381.1577,40.1441,176.5651,170.1409,6.4242,0.6452,0.2704,0.5837,0.2606
2016,0000099,0000099,덕성여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,1210,5888,1231,191,219.6432,185.8575,182.3575,3.5,33.7857,31.9761,1.8096,0.9731,0.1769,0.9548,0.1674
2016,0000100,0000100,동국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,2685,13570,3140,672,792.8865,461.6952,425.8544,35.8408,331.1913,315.0242,16.1671,0.687,0.4928,0.6337,0.4688
2016,0000102,0000102,동덕여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,1507,7040,1928,238,187.183,160.4128,123.0271,37.3857,26.7702,20.4845,6.2857,0.674,0.1125,0.5169,0.0861
2016,0000109,0000111,명지대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2015,1263,6980,1781,251,251.3906,231.3453,220.862,10.4833,20.0453,12.4453,7.6,0.9217,0.0799,0.8799,0.0496
2016,0000116,0000116,삼육대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,1167,5630,1348,203,229.1417,158.2555,152.1126,6.1429,70.8862,68.3862,2.5,0.7796,0.3492,0.7493,0.3369
2016,0000117,0000117,상명대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,1316,7331,1615,263,279.2296,220.4,208.1334,12.2666,58.8296,51.6189,7.2107,0.838,0.2237,0.7914,0.1963
2016,0000120,0000120,서강대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,1600,7982,2276,434,513.9857,257.8237,253.0737,4.75,256.162,234.5319,21.6301,0.5941,0.5902,0.5831,0.5404
2016,0000121,0000121,서경대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,1410,6753,1448,222,99.5464,85.4023,60.169,25.2333,14.1441,13.2441,0.9,0.3847,0.0637,0.271,0.0597
2016,0000036,0000036,서울과학기술대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2015,2132,8274,396,369,514.1894,296.5965,293.1132,3.4833,217.5929,205.0072,12.5857,0.8038,0.5897,0.7943,0.5556
2016,0000098,0000098,서울기독대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,161,589,155,32,14.75,14.75,14.75,0,0,0,0,0.4609,0,0.4609,0
2016,0000019,0000019,서울대학교,본교,대학,대학교,국공립,국립대법인,수도권,서울,기존,2015,3090,16511,3375,2248,3156.1603,960.8707,837.2301,123.6406,2195.2896,2138.8497,56.4399,0.4274,0.9766,0.3724,0.9514
2016,0000040,0000040,서울시립대학교,본교,대학,대학교,국공립,공립,수도권,서울,기존,2015,1711,9147,2102,418,450.4434,307.1114,295.0685,12.0429,143.332,130.8253,12.5067,0.7347,0.3429,0.7059,0.313
2016,0000126,0000126,서울여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,1592,7624,1825,242,274.9514,223.8423,175.6613,48.181,51.1091,48.0202,3.0889,0.925,0.2112,0.7259,0.1984
2016,0000132,0000132,성공회대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,513,2161,478,84,50.1598,45.1002,41.6002,3.5,5.0596,2.5596,2.5,0.5369,0.0602,0.4952,0.0305
2016,0000133,0000133,성균관대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,3319,19224,4417,1426,2151.7791,682.8261,631.2576,51.5685,1468.953,1403.4707,65.4823,0.4788,1.0301,0.4427,0.9842
2016,0000136,0000136,성신여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,2060,9620,2409,332,346.8423,296.9021,279.6664,17.2357,49.9402,46.6973,3.2429,0.8943,0.1504,0.8424,0.1407
2016,0000138,0000138,세종대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,2320,11499,2502,447,405.0918,173.9568,153.906,20.0508,231.135,219.7709,11.3641,0.3892,0.5171,0.3443,0.4917
2016,0000141,0000141,숙명여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,2198,10492,2528,470,496.1608,392.1358,373.6775,18.4583,104.025,94.1615,9.8635,0.8343,0.2213,0.7951,0.2003
2016,0000143,0000143,숭실대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,2675,12757,3149,494,655.5074,439.1929,408.0296,31.1633,216.3145,203.3479,12.9666,0.8891,0.4379,0.826,0.4116
2016,0000149,0000149,연세대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,3366,19465,4414,1648,2251.8729,749.6378,664.4709,85.1669,1502.2351,1446.7735,55.4616,0.4549,0.9116,0.4032,0.8779
2016,0000163,0000163,이화여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,3027,15315,3504,1001,1210.1111,751.6357,695.3646,56.2711,458.4754,423.3826,35.0928,0.7509,0.458,0.6947,0.423
2016,0000170,0000170,장로회신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,150,681,160,78,91.1667,78.1667,61,17.1667,13,2,11,1.0021,0.1667,0.7821,0.0256
2016,0000175,0000175,중앙대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,3232,17002,3495,881,1284.6717,667.5701,626.3736,41.1965,617.1016,580.6095,36.4921,0.7577,0.7005,0.711,0.659
2016,0000180,0000180,총신대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,360,2026,482,129,153.869,151.3524,80.4024,70.95,2.5166,2.5166,0,1.1733,0.0195,0.6233,0.0195
2016,0000181,0000181,추계예술대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,290,1208,288,49,19,19,2,17,0,0,0,0.3878,0,0.0408,0
2016,0000079,0000079,케이씨대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,310,1433,295,52,24.0187,22.2,13.2,9,1.8187,1.7076,0.1111,0.4269,0.035,0.2538,0.0328
2016,0000191,0000191,한국성서대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,240,1022,289,45,47.1072,43.081,28.062,15.019,4.0262,3.1833,0.8429,0.9574,0.0895,0.6236,0.0707
2016,0000192,0000192,한국외국어대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,3377,16715,4177,687,933.6201,572.7804,540.4304,32.35,360.8397,247.6397,113.2,0.8337,0.5252,0.7867,0.3605
2016,0000032,0000032,한국체육대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2015,590,2505,553,109,97.7232,95.2149,73.5316,21.6833,2.5083,2.0083,0.5,0.8735,0.023,0.6746,0.0184
2016,0000200,0000200,한성대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,1480,6651,1593,260,213.8094,178.9363,152.1363,26.8,34.8731,30.4206,4.4525,0.6882,0.1341,0.5851,0.117
2016,0000203,0000203,한양대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,2817,15499,3696,1012,1363.1759,587.5247,543.5768,43.9479,775.6512,754.0292,21.622,0.5806,0.7665,0.5371,0.7451
2016,0000205,0000205,한영신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,200,752,169,43,27.5715,26.1786,12.1786,14,1.3929,1.3929,0,0.6088,0.0324,0.2832,0.0324
2016,0000212,0000212,홍익대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2015,2470,12145,2834,526,424.2952,294.9161,290.9161,4,129.3791,116.7334,12.6457,0.5607,0.246,0.5531,0.2219
2015,0000046,0000048,가톨릭대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2014,145,454,115,872,846.7708,223.2838,180.9278,42.356,623.487,611.9695,11.5175,0.2561,0.715,0.2075,0.7018
2015,0000046,0000049,가톨릭대학교,제3캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2014,60,182,66,25,14.1667,14,5,9,0.1667,0.1667,0,0.56,0.0067,0.2,0.0067
2015,0000050,0000050,감리교신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,200,858,234,28,42,42,15,27,0,0,0,1.5,0,0.5357,0
2015,0000052,0000052,건국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,3000,15698,3749,706,920.2232,472.1278,420.052,52.0758,448.0954,433.2405,14.8549,0.6687,0.6347,0.595,0.6137
2015,0000056,0000058,경기대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2014,332,2142,523,50,40.5548,37.0215,35.2715,1.75,3.5333,3.0333,0.5,0.7404,0.0707,0.7054,0.0607
2015,0000066,0000066,경희대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,4915,25259,5569,1421,1700.6509,794.5034,738.1109,56.3925,906.1475,888.1573,17.9902,0.5591,0.6377,0.5194,0.625
2015,0000069,0000069,고려대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,3767,20254,4215,1439,1933.8548,675.5227,637.5261,37.9966,1258.3321,1223.3895,34.9426,0.4694,0.8744,0.443,0.8502
2015,0000074,0000074,광운대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,1755,8751,2428,331,456.5592,244.5971,231.6542,12.9429,211.9621,170.6135,41.3486,0.739,0.6404,0.6999,0.5154
2015,0000078,0000078,국민대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,2983,15617,3329,633,587.1427,412.3224,377.847,34.4754,174.8203,165.4507,9.3696,0.6514,0.2762,0.5969,0.2614
2015,0000099,0000099,덕성여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,1210,6094,1634,199,243.2689,212.1142,193.5405,18.5737,31.1547,27.9342,3.2205,1.0659,0.1566,0.9726,0.1404
2015,0000100,0000100,동국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,2685,13759,2922,683,782.6762,477.6537,432.973,44.6807,305.0225,292.5001,12.5224,0.6993,0.4466,0.6339,0.4283
2015,0000102,0000102,동덕여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,1574,7918,1724,241,194.8205,167.5582,124.6082,42.95,27.2623,25.2623,2,0.6953,0.1131,0.517,0.1048
2015,0000109,0000111,명지대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2014,1263,7326,1668,249,228.4085,217.3216,204.193,13.1286,11.0869,11.0869,0,0.8728,0.0445,0.8201,0.0445
2015,0000116,0000116,삼육대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,1207,5751,1393,191,176.3806,123.191,106.644,16.547,53.1896,45.0646,8.125,0.645,0.2785,0.5583,0.2359
2015,0000117,0000117,상명대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,1344,7275,1377,261,273.9229,203.5839,191.891,11.6929,70.339,61.4061,8.9329,0.78,0.2695,0.7352,0.2353
2015,0000120,0000120,서강대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,1640,8001,1881,439,495.6281,253.1671,250.0242,3.1429,242.461,226.0943,16.3667,0.5767,0.5523,0.5695,0.515
2015,0000121,0000121,서경대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,1410,6745,1377,211,189.0903,153.087,129.787,23.3,36.0033,32.3366,3.6667,0.7255,0.1706,0.6151,0.1533
2015,0000036,0000036,서울과학기술대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2014,2204,6712,99,359,550.0035,342.5814,337.3814,5.2,207.4221,198.9245,8.4976,0.9543,0.5778,0.9398,0.5541
2015,0000098,0000098,서울기독대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,161,673,126,33,14.6,14.6,14.6,0,0,0,0,0.4424,0,0.4424,0
2015,0000019,0000019,서울대학교,본교,대학,대학교,국공립,국립대법인,수도권,서울,기존,2014,3090,16511,3394,2231,3034.4881,922.3708,785.3638,137.007,2112.1173,2043.1738,68.9435,0.4134,0.9467,0.352,0.9158
2015,0000040,0000040,서울시립대학교,본교,대학,대학교,국공립,공립,수도권,서울,기존,2014,1768,9516,1941,403,464.7219,317.5298,293.4631,24.0667,147.1921,132.8982,14.2939,0.7879,0.3652,0.7282,0.3298
2015,0000126,0000126,서울여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,1643,7770,1853,246,251.2889,220.1406,156.4287,63.7119,31.1483,28.1566,2.9917,0.8949,0.1266,0.6359,0.1145
2015,0000132,0000132,성공회대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,513,2335,512,83,23.1501,21.95,19.95,2,1.2001,0.9501,0.25,0.2645,0.0145,0.2404,0.0114
2015,0000133,0000133,성균관대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,3432,19357,4193,1423,1978.2532,658.9635,597.5098,61.4537,1319.2897,1245.2555,74.0342,0.4631,0.9271,0.4199,0.8751
2015,0000136,0000136,성신여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,2216,9962,2366,345,330.2373,291.0362,264.3627,26.6735,39.2011,35.9427,3.2584,0.8436,0.1136,0.7663,0.1042
2015,0000138,0000138,세종대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,2320,11293,2412,442,372.2356,165.5071,153.3755,12.1316,206.7285,193.9206,12.8079,0.3745,0.4677,0.347,0.4387
2015,0000141,0000141,숙명여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,2198,10674,2400,453,533.063,437.3986,385.9969,51.4017,95.6644,86.1227,9.5417,0.9656,0.2112,0.8521,0.1901
2015,0000143,0000143,숭실대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,2675,12935,2970,488,617.2671,454.1732,402.7315,51.4417,163.0939,147.4314,15.6625,0.9307,0.3342,0.8253,0.3021
2015,0000149,0000149,연세대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,3366,19546,4298,1637,2132.9376,745.7455,664.1881,81.5574,1387.1921,1354.1791,33.013,0.4556,0.8474,0.4057,0.8272
2015,0000163,0000163,이화여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,3027,15183,3322,1004,1170.2857,724.7421,675.0338,49.7083,445.5436,400.5623,44.9813,0.7219,0.4438,0.6723,0.399
2015,0000170,0000170,장로회신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,150,683,177,79,122.75,112.75,76.75,36,10,1,9,1.4272,0.1266,0.9715,0.0127
2015,0000175,0000175,중앙대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,3232,16547,3070,881,1187.0829,616.0101,600.5934,15.4167,571.0728,554.8926,16.1802,0.6992,0.6482,0.6817,0.6298
2015,0000180,0000180,총신대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,360,2026,441,123,171.0786,167.2453,78.9596,88.2857,3.8333,2.3333,1.5,1.3597,0.0312,0.6419,0.019
2015,0000181,0000181,추계예술대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,290,1196,299,49,35.25,35.25,1.25,34,0,0,0,0.7194,0,0.0255,0
2015,0000079,0000079,케이씨대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,330,1455,279,51,31.3096,29.3096,21.3096,8,2,0,2,0.5747,0.0392,0.4178,0
2015,0000191,0000191,한국성서대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,240,1126,300,48,41.0733,33.4441,22.9691,10.475,7.6292,7.6292,0,0.6968,0.1589,0.4785,0.1589
2015,0000192,0000192,한국외국어대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,3377,16629,3849,692,981.0304,691.62,585.201,106.419,289.4104,186.4438,102.9666,0.9995,0.4182,0.8457,0.2694
2015,0000032,0000032,한국체육대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2014,590,2460,555,111,87.3942,85.0267,70.3267,14.7,2.3675,2.3675,0,0.766,0.0213,0.6336,0.0213
2015,0000200,0000200,한성대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,1539,7031,1616,265,243.7039,216.23,165.9586,50.2714,27.4739,25.3072,2.1667,0.816,0.1037,0.6263,0.0955
2015,0000203,0000203,한양대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,2888,15269,3556,1009,1436.3615,652.2166,595.7552,56.4614,784.1449,768.5114,15.6335,0.6464,0.7772,0.5904,0.7617
2015,0000205,0000205,한영신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,200,791,166,43,29.0168,29.0168,11.5168,17.5,0,0,0,0.6748,0,0.2678,0
2015,0000212,0000212,홍익대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2014,2470,11938,2641,526,458.0198,334.5272,316.2272,18.3,123.4926,106.7501,16.7425,0.636,0.2348,0.6012,0.2029
2014,0000046,0000049,가톨릭대학교,제3캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2013,60,210,62,26,15,15,4,11,0,0,0,0.5769,0,0.1538,0
2014,0000046,0000048,가톨릭대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2013,80,405,166,883,860.6343,223.4751,184.2725,39.2026,637.1592,624.9379,12.2213,0.2531,0.7216,0.2087,0.7077
2014,0000050,0000050,감리교신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,200,910,189,29,38.35,37.35,13.35,24,1,0,1,1.2879,0.0345,0.4603,0
2014,0000052,0000052,건국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,3000,15829,3644,676,891.8692,501.6523,450.395,51.2573,390.2169,362.1362,28.0807,0.7421,0.5772,0.6663,0.5357
2014,0000056,0000058,경기대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2013,544,2669,540,52,42.1692,37.3596,36.4596,0.9,4.8096,3.8096,1,0.7185,0.0925,0.7011,0.0733
2014,0000066,0000066,경희대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,4820,24966,5433,1449,1778.5426,843.4457,756.3257,87.12,935.0969,907.0564,28.0405,0.5821,0.6453,0.522,0.626
2014,0000069,0000069,고려대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,3793,20090,4071,1431,2001.6789,790.8698,748.7927,42.0771,1210.8091,1165.8959,44.9132,0.5527,0.8461,0.5233,0.8147
2014,0000074,0000074,광운대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,1755,9265,1845,324,462.4047,291.8105,266.3332,25.4773,170.5942,150.7237,19.8705,0.9006,0.5265,0.822,0.4652
2014,0000078,0000078,국민대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,2983,15493,3186,623,578.0188,394.1204,340.5513,53.5691,183.8984,168.8253,15.0731,0.6326,0.2952,0.5466,0.271
2014,0000079,0000079,그리스도대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,330,1385,285,49,44.3429,41.2179,21.2179,20,3.125,0.125,3,0.8412,0.0638,0.433,0.0026
2014,0000099,0000099,덕성여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,1210,6311,1421,191,197.7673,172.1041,156.2042,15.8999,25.6632,25.2664,0.3968,0.9011,0.1344,0.8178,0.1323
2014,0000100,0000100,동국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,2685,13627,2852,676,837.3048,555.6241,472.4183,83.2058,281.6807,264.833,16.8477,0.8219,0.4167,0.6988,0.3918
2014,0000102,0000102,동덕여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,1657,8092,1697,245,213.9013,183.9005,144.756,39.1445,30.0008,25.1008,4.9,0.7506,0.1225,0.5908,0.1025
2014,0000109,0000111,명지대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2013,1263,7528,1575,216,183.6515,169.6451,161.0618,8.5833,14.0064,13.0064,1,0.7854,0.0648,0.7457,0.0602
2014,0000116,0000116,삼육대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,1212,5875,1225,190,186.618,143.1622,130.2517,12.9105,43.4558,33.9115,9.5443,0.7535,0.2287,0.6855,0.1785
2014,0000117,0000117,상명대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,1400,6947,1445,250,304.9462,226.0695,213.4786,12.5909,78.8767,68.5712,10.3055,0.9043,0.3155,0.8539,0.2743
2014,0000120,0000120,서강대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,1640,8150,1777,441,541.2501,287.9497,281.5497,6.4,253.3004,229.6242,23.6762,0.6529,0.5744,0.6384,0.5207
2014,0000121,0000121,서경대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,1410,6702,1259,202,121.5179,105.0538,52.5038,52.55,16.4641,15.1308,1.3333,0.5201,0.0815,0.2599,0.0749
2014,0000036,0000036,서울과학기술대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2013,2240,5198,124,363,539.1189,334.8102,325.5506,9.2596,204.3087,194.3421,9.9666,0.9223,0.5628,0.8968,0.5354
2014,0000098,0000098,서울기독대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2013,161,682,177,32,15.25,15.25,14.25,1,0,0,0,0.4766,0,0.4453,0
2014,0000019,0000019,서울대학교,본교,대학,대학교,국공립,국립대법인,수도권,서울,기존,2013,3124,16453,3524,2209,3063.4728,977.9609,839.9657,137.9952,2085.5119,2006.7118,78.8001,0.4427,0.9441,0.3802,0.9084
