공시연도,대표학교코드,학교코드,학교명,본분교명,대학구분,학교종류,설립유형,설립구분,소재지유형,지역명,학교상태,기준년도,입학정원(학부),재학생수(학부),졸업생수(학부),"전임
교원",논문실적 총계,논문실적(국내),"논문실적(국내, 연구재단등재지(후보포함))",논문실적(기타국내발간일반학술지),논문실적(국제),"논문실적(국제, SCI급/SCOPUS학술지)","논문실적(국제, 기타국제발간일반학술지)",전임교원1인당논문실적(국내),전임교원1인당논문실적(국제),"전임교원1인당논문실적(국내, 연구재단등재지(후보포함))","전임교원1인당논문실적(국제, SCI급/SCOPUS학술지)"
2020,0000132,0000132,성공회대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,502,2112,452,87,36.025,30.3667,27.0334,3.3333,5.6583,3.325,2.3333,0.349,0.065,0.3107,0.0382
2020,0000133,0000133,성균관대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,3303,19305,4047,1487,2012.7841,505.618,479.3148,26.3032,1507.1661,1461.0132,46.1529,0.34,1.0136,0.3223,0.9825
2020,0000136,0000136,성신여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,2060,8868,1982,306,271.5335,231.6069,228.6069,3,39.9266,39.5266,0.4,0.7569,0.1305,0.7471,0.1292
2020,0000138,0000138,세종대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,2320,11943,2614,516,557.5382,176.2208,163.3851,12.8357,381.3174,377.8151,3.5023,0.3415,0.739,0.3166,0.7322
2020,0000141,0000141,숙명여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,2110,10123,2371,453,415.1443,286.6848,267.0966,19.5882,128.4595,126.9262,1.5333,0.6329,0.2836,0.5896,0.2802
2020,0000143,0000143,숭실대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,2675,13613,2999,523,653.8099,449.0759,434.8108,14.2651,204.734,193.7925,10.9415,0.8587,0.3915,0.8314,0.3705
2020,0000149,0000149,연세대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,3417,18924,3939,1724,2155.4014,593.7549,536.448,57.3069,1561.6465,1539.3073,22.3392,0.3444,0.9058,0.3112,0.8929
2020,0000163,0000163,이화여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,3027,15698,3384,972,1035.1433,582.6865,559.6932,22.9933,452.4568,436.123,16.3338,0.5995,0.4655,0.5758,0.4487
2020,0000170,0000170,장로회신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,150,648,141,79,98.5,91.5,78.5,13,7,7,0,1.1582,0.0886,0.9937,0.0886
2020,0000175,0000175,중앙대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,3150,18747,3807,943,1243.6642,610.7158,587.3818,23.334,632.9484,621.8372,11.1112,0.6476,0.6712,0.6229,0.6594
2020,0000180,0000180,총신대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,334,1693,410,112,130.0167,125.5167,113.0167,12.5,4.5,2.5,2,1.1207,0.0402,1.0091,0.0223
2020,0000181,0000181,추계예술대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,269,1111,305,52,2.4167,2.4167,1.4167,1,0,0,0,0.0465,0,0.0272,0
2020,0000079,0000079,케이씨대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,277,1351,278,47,31.8914,29.8136,19.8136,10,2.0778,1.9111,0.1667,0.6343,0.0442,0.4216,0.0407
2020,0000191,0000191,한국성서대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,223,1049,230,45,39.8189,37.6189,27.1189,10.5,2.2,1.3,0.9,0.836,0.0489,0.6026,0.0289
2020,0000192,0000192,한국외국어대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,3377,17438,3605,680,792.0384,561.9612,502.2947,59.6665,230.0772,144.3509,85.7263,0.8264,0.3383,0.7387,0.2123
2020,0000032,0000032,한국체육대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2019,545,2512,591,110,102.3455,98.0586,95.5586,2.5,4.2869,4.2869,0,0.8914,0.039,0.8687,0.039
2020,0000200,0000200,한성대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,1458,6567,1443,262,190.0861,137.4366,135.4366,2,52.6495,46.0161,6.6334,0.5246,0.201,0.5169,0.1756
2020,0000203,0000203,한양대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,2804,15709,3637,1063,1249.4539,455.3058,434.8154,20.4904,794.1481,782.296,11.8521,0.4283,0.7471,0.409,0.7359
2020,0000212,0000212,홍익대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2019,2371,12136,2689,567,457.1808,314.5858,303.987,10.5988,142.595,134.795,7.8,0.5548,0.2515,0.5361,0.2377
2019,0000046,0000049,가톨릭대학교,제3캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2018,50,192,41,22,11.125,11,5,6,0.125,0.125,0,0.5,0.0057,0.2273,0.0057
2019,0000046,0000048,가톨릭대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2018,173,807,88,884,789.9257,141.1025,112.9097,28.1928,648.8232,639.5502,9.273,0.1596,0.734,0.1277,0.7235
2019,0000050,0000050,감리교신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,200,833,187,25,26,26,7,19,0,0,0,1.04,0,0.28,0
2019,0000052,0000052,건국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,3000,15933,3274,698,853.259,404.2272,381.5693,22.6579,449.0318,432.4941,16.5377,0.5791,0.6433,0.5467,0.6196
2019,0000056,0000058,경기대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2018,328,1997,497,32,28.3333,25.0333,25.0333,0,3.3,3.3,0,0.7823,0.1031,0.7823,0.1031
2019,0000066,0000066,경희대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,4720,26430,5812,1434,1658.0575,721.755,678.5514,43.2036,936.3025,913.5122,22.7903,0.5033,0.6529,0.4732,0.637
2019,0000069,0000069,고려대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,3799,21165,4345,1442,1781.1873,612.8963,561.0631,51.8332,1168.291,1133.2114,35.0796,0.425,0.8102,0.3891,0.7859
2019,0000074,0000074,광운대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,1684,8199,1905,320,398.0534,198.004,189.9671,8.0369,200.0494,185.4706,14.5788,0.6188,0.6252,0.5936,0.5796
2019,0000078,0000078,국민대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,2863,15575,3108,624,576.2538,418.7442,393.2561,25.4881,157.5096,152.5429,4.9667,0.6711,0.2524,0.6302,0.2445
2019,0000099,0000099,덕성여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,1161,5620,1218,187,166.6386,138.5728,137.3728,1.2,28.0658,27.2658,0.8,0.741,0.1501,0.7346,0.1458
2019,0000100,0000100,동국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,2685,13975,3027,688,768.5737,438.4966,388.0234,50.4732,330.0771,316.2358,13.8413,0.6373,0.4798,0.564,0.4596
2019,0000102,0000102,동덕여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,1507,6837,1621,231,179.8221,149.5376,118.8376,30.7,30.2845,26.2845,4,0.6473,0.1311,0.5144,0.1138
2019,0000109,0000111,명지대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2018,1263,7300,1566,247,207.5436,185.9456,174.8206,11.125,21.598,19.598,2,0.7528,0.0874,0.7078,0.0793
2019,0000116,0000116,삼육대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,1122,5498,1324,204,167.9145,124.4886,116.8886,7.6,43.4259,36.9409,6.485,0.6102,0.2129,0.573,0.1811
2019,0000117,0000117,상명대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,1302,6750,1589,259,290,214.0912,213.3912,0.7,75.9088,69.2421,6.6667,0.8266,0.2931,0.8239,0.2673
2019,0000120,0000120,서강대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,1574,8522,1502,413,412.1695,233.6295,232.6295,1,178.54,166.8734,11.6666,0.5657,0.4323,0.5633,0.4041
2019,0000121,0000121,서경대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,1269,6468,1337,235,188.258,156.9105,150.0105,6.9,31.3475,26.9475,4.4,0.6677,0.1334,0.6383,0.1147
2019,0000036,0000036,서울과학기술대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2018,2067,10635,2039,376,475.2028,245.9958,227.8625,18.1333,229.207,218.2281,10.9789,0.6542,0.6096,0.606,0.5804
2019,0000098,0000098,서울기독대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,136,537,87,33,21.5,21.1,21.1,0,0.4,0.4,0,0.6394,0.0121,0.6394,0.0121
2019,0000019,0000019,서울대학교,본교,대학,대학교,국공립,국립대법인,수도권,서울,기존,2018,3130,16556,3313,2260,3031.9153,886.9677,768.9906,117.9771,2144.9476,2078.6093,66.3383,0.3925,0.9491,0.3403,0.9197
2019,0000040,0000040,서울시립대학교,본교,대학,대학교,국공립,공립,수도권,서울,기존,2018,1697,9059,1951,420,445.975,288.766,279.366,9.4,157.209,141.7234,15.4856,0.6875,0.3743,0.6652,0.3374
2019,0000126,0000126,서울여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,1592,7075,1645,219,176.4563,141.4601,123.2601,18.2,34.9962,32.9962,2,0.6459,0.1598,0.5628,0.1507
2019,0000205,0000205,서울한영대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,180,675,163,38,25.75,25.75,16.25,9.5,0,0,0,0.6776,0,0.4276,0
2019,0000132,0000132,성공회대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,502,2086,450,83,38.1945,32.8278,26.8278,6,5.3667,3.3667,2,0.3955,0.0647,0.3232,0.0406
2019,0000133,0000133,성균관대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,3303,19798,3925,1448,1869.9258,507.4742,476.0134,31.4608,1362.4516,1321.9799,40.4717,0.3505,0.9409,0.3287,0.913
2019,0000136,0000136,성신여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,2060,8966,2050,316,294.5306,262.1858,261.0653,1.1205,32.3448,30.8448,1.5,0.8297,0.1024,0.8262,0.0976
2019,0000138,0000138,세종대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,2320,11799,2584,514,513.7354,204.2128,192.9962,11.2166,309.5226,303.5773,5.9453,0.3973,0.6022,0.3755,0.5906
2019,0000141,0000141,숙명여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,2110,10146,2376,453,454.8922,337.7207,301.487,36.2337,117.1715,113.4036,3.7679,0.7455,0.2587,0.6655,0.2503
2019,0000143,0000143,숭실대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,2675,13617,2838,513,663.6564,469.979,447.829,22.15,193.6774,184.7917,8.8857,0.9161,0.3775,0.873,0.3602
2019,0000149,0000149,연세대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,3417,19084,3921,1684,2001.7272,587.1815,529.9154,57.2661,1414.5457,1390.6067,23.939,0.3487,0.84,0.3147,0.8258
2019,0000163,0000163,이화여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,3027,16088,3086,962,1045.5473,593.4172,566.9136,26.5036,452.1301,429.8385,22.2916,0.6169,0.47,0.5893,0.4468
2019,0000170,0000170,장로회신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,150,637,163,80,102.75,89.75,76.75,13,13,9,4,1.1219,0.1625,0.9594,0.1125
2019,0000175,0000175,중앙대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,3150,18543,3574,939,1196.2875,603.0565,581.8482,21.2083,593.231,577.42,15.811,0.6422,0.6318,0.6196,0.6149
2019,0000180,0000180,총신대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,360,1746,450,110,113.7812,113.0312,63.6312,49.4,0.75,0.75,0,1.0276,0.0068,0.5785,0.0068
2019,0000181,0000181,추계예술대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,269,1176,258,48,19.05,19.05,7.05,12,0,0,0,0.3969,0,0.1469,0
2019,0000079,0000079,케이씨대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,277,1389,288,46,22.9239,19.4168,14.4168,5,3.5071,2.396,1.1111,0.4221,0.0762,0.3134,0.0521
2019,0000191,0000191,한국성서대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,223,1088,246,43,48.0713,45.1046,34.6046,10.5,2.9667,2.5667,0.4,1.0489,0.069,0.8048,0.0597
2019,0000192,0000192,한국외국어대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,3377,17770,3569,694,875.4288,621.1245,554.3626,66.7619,254.3043,161.571,92.7333,0.895,0.3664,0.7988,0.2328
2019,0000032,0000032,한국체육대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2018,545,2455,573,114,102.2449,93.9884,90.9884,3,8.2565,8.1136,0.1429,0.8245,0.0724,0.7981,0.0712
2019,0000200,0000200,한성대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,1458,6568,1287,257,180.7668,130.4369,128.0369,2.4,50.3299,47.52,2.8099,0.5075,0.1958,0.4982,0.1849
2019,0000203,0000203,한양대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,2804,16142,3574,1044,1225.4454,425.6691,392.1358,33.5333,799.7763,755.6454,44.1309,0.4077,0.7661,0.3756,0.7238
2019,0000212,0000212,홍익대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2018,2371,12339,2702,557,410.2634,285.6543,273.721,11.9333,124.6091,118.196,6.4131,0.5128,0.2237,0.4914,0.2122
2018,0000046,0000048,가톨릭대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2017,145,679,76,890,785.1516,139.0839,111.5598,27.5241,646.0677,637.9091,8.1586,0.1563,0.7259,0.1253,0.7168
2018,0000046,0000049,가톨릭대학교,제3캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2017,50,178,43,21,8,8,5,3,0,0,0,0.381,0,0.2381,0
2018,0000050,0000050,감리교신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,200,823,178,25,34,34,10,24,0,0,0,1.36,0,0.4,0
2018,0000052,0000052,건국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,3000,15908,3399,716,908.758,452.0409,429.541,22.4999,456.7171,429.4903,27.2268,0.6313,0.6379,0.5999,0.5998
2018,0000056,0000058,경기대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2017,328,2030,487,39,26.1333,24.9,24.9,0,1.2333,1.2333,0,0.6385,0.0316,0.6385,0.0316
2018,0000066,0000066,경희대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,4663,26063,5462,1442,1659.043,723.5477,668.5245,55.0232,935.4953,914.3712,21.1241,0.5018,0.6487,0.4636,0.6341
2018,0000069,0000069,고려대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,3799,21080,4427,1432,1700.6764,589.6308,541.2318,48.399,1111.0456,1077.0114,34.0342,0.4118,0.7759,0.378,0.7521
2018,0000074,0000074,광운대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,1684,8019,1822,325,422.3371,228.567,219.5312,9.0358,193.7701,181.161,12.6091,0.7033,0.5962,0.6755,0.5574
2018,0000078,0000078,국민대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,2863,15290,3132,627,575.2205,402.0346,377.6585,24.3761,173.1859,159.8502,13.3357,0.6412,0.2762,0.6023,0.2549
2018,0000099,0000099,덕성여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,1210,5716,1145,196,187.4649,150.9912,147.4912,3.5,36.4737,35.507,0.9667,0.7704,0.1861,0.7525,0.1812
2018,0000100,0000100,동국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,2685,13872,2993,714,792.9016,467.2628,421.7082,45.5546,325.6388,315.4007,10.2381,0.6544,0.4561,0.5906,0.4417
2018,0000102,0000102,동덕여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,1507,6818,1610,240,199.404,176.1415,155.5558,20.5857,23.2625,19.5625,3.7,0.7339,0.0969,0.6481,0.0815
2018,0000109,0000111,명지대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2017,1263,6966,1617,244,204.6071,183.3979,175.6479,7.75,21.2092,18.2092,3,0.7516,0.0869,0.7199,0.0746
2018,0000116,0000116,삼육대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,1122,5662,1202,209,183.8958,116.87,110.2843,6.5857,67.0258,63.8592,3.1666,0.5592,0.3207,0.5277,0.3055
2018,0000117,0000117,상명대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,1302,6808,1742,262,288.7951,218.7902,216.2902,2.5,70.0049,59.112,10.8929,0.8351,0.2672,0.8255,0.2256
2018,0000120,0000120,서강대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,1574,8302,1642,411,410.2181,205.9964,204.8535,1.1429,204.2217,192.4788,11.7429,0.5012,0.4969,0.4984,0.4683
2018,0000121,0000121,서경대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,1269,6468,1405,241,198.3134,168.0221,151.8721,16.15,30.2913,26.3913,3.9,0.6972,0.1257,0.6302,0.1095
2018,0000036,0000036,서울과학기술대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2017,2067,10406,1339,376,485.119,260.6681,248.1824,12.4857,224.4509,205.0805,19.3704,0.6933,0.5969,0.6601,0.5454
2018,0000098,0000098,서울기독대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,136,604,114,33,22.4833,22.4833,22.4833,0,0,0,0,0.6813,0,0.6813,0
2018,0000019,0000019,서울대학교,본교,대학,대학교,국공립,국립대법인,수도권,서울,기존,2017,3130,16511,3166,2227,3103.4995,865.0135,753.823,111.1905,2238.486,2166.1307,72.3553,0.3884,1.0052,0.3385,0.9727
2018,0000040,0000040,서울시립대학교,본교,대학,대학교,국공립,공립,수도권,서울,기존,2017,1697,8990,1920,429,431.6397,294.924,286.3954,8.5286,136.7157,122.8575,13.8582,0.6875,0.3187,0.6676,0.2864
2018,0000126,0000126,서울여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,1592,7187,1576,233,237.9914,202.7649,170.4649,32.3,35.2265,33.7098,1.5167,0.8702,0.1512,0.7316,0.1447
2018,0000205,0000205,서울한영대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,180,662,173,41,27.6358,27.4929,16.9929,10.5,0.1429,0,0.1429,0.6706,0.0035,0.4145,0
2018,0000132,0000132,성공회대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,502,2063,478,90,39.0806,29.8306,26.8306,3,9.25,2.25,7,0.3315,0.1028,0.2981,0.025
2018,0000133,0000133,성균관대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,3303,19541,4114,1459,1890.77,478.8887,442.4938,36.3949,1411.8813,1334.8304,77.0509,0.3282,0.9677,0.3033,0.9149
2018,0000136,0000136,성신여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,2060,9124,2286,326,300.3471,257.2206,250.1849,7.0357,43.1265,42.5598,0.5667,0.789,0.1323,0.7674,0.1306
2018,0000138,0000138,세종대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,2320,11861,2588,519,485.5851,185.8646,174.0694,11.7952,299.7205,294.5622,5.1583,0.3581,0.5775,0.3354,0.5676
2018,0000141,0000141,숙명여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,2110,10158,2353,460,497.8644,390.9455,365.9027,25.0428,106.9189,101.6412,5.2777,0.8499,0.2324,0.7954,0.221
2018,0000143,0000143,숭실대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,2675,13402,2707,521,671.3551,473.4312,439.2622,34.169,197.9239,178.0537,19.8702,0.9087,0.3799,0.8431,0.3418
2018,0000149,0000149,연세대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,3417,19164,4156,1696,2070.1314,607.4042,556.5201,50.8841,1462.7272,1434.5569,28.1703,0.3581,0.8625,0.3281,0.8458
2018,0000163,0000163,이화여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,3004,15789,3293,999,1127.7309,643.6928,608.5386,35.1542,484.0381,456.67,27.3681,0.6443,0.4845,0.6091,0.4571
2018,0000170,0000170,장로회신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,150,622,177,79,92.1524,80.95,57.95,23,11.2024,5.2857,5.9167,1.0247,0.1418,0.7335,0.0669
2018,0000175,0000175,중앙대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,3258,18366,3574,952,1293.4774,622.4607,597.9732,24.4875,671.0167,651.2407,19.776,0.6538,0.7048,0.6281,0.6841
2018,0000180,0000180,총신대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,360,1785,521,122,175.2524,167.1857,102.6857,64.5,8.0667,5.0667,3,1.3704,0.0661,0.8417,0.0415
2018,0000181,0000181,추계예술대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,269,1179,350,50,29.5,29.5,2.5,27,0,0,0,0.59,0,0.05,0
2018,0000079,0000079,케이씨대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,277,1444,265,43,24.7172,21.8826,20.8826,1,2.8346,2.8346,0,0.5089,0.0659,0.4856,0.0659
2018,0000191,0000191,한국성서대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,223,1109,242,44,46.56,43.3671,32.2004,11.1667,3.1929,2.4596,0.7333,0.9856,0.0726,0.7318,0.0559
2018,0000192,0000192,한국외국어대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,3377,17345,3516,697,891.3865,641.5105,564.8606,76.6499,249.876,163.6093,86.2667,0.9204,0.3585,0.8104,0.2347
2018,0000032,0000032,한국체육대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2017,545,2541,497,114,104.8934,98.1854,90.683,7.5024,6.708,6.5651,0.1429,0.8613,0.0588,0.7955,0.0576
2018,0000200,0000200,한성대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,1458,6482,1452,256,162.986,133.4987,130.9987,2.5,29.4873,28.4873,1,0.5215,0.1152,0.5117,0.1113
2018,0000203,0000203,한양대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,2804,15833,3511,1042,1316.0309,536.1242,490.342,45.7822,779.9067,764.1595,15.7472,0.5145,0.7485,0.4706,0.7334
2018,0000212,0000212,홍익대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2017,2371,12203,2573,540,440.1084,284.4049,271.7511,12.6538,155.7035,143.6368,12.0667,0.5267,0.2883,0.5032,0.266
2017,0000046,0000049,가톨릭대학교,제3캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2016,60,179,55,21,17,17,6,11,0,0,0,0.8095,0,0.2857,0
2017,0000046,0000048,가톨릭대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2016,145,583,92,880,828.8846,207.2021,158.2818,48.9203,621.6825,605.5009,16.1816,0.2355,0.7065,0.1799,0.6881
2017,0000050,0000050,감리교신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,200,835,196,26,34,34,16,18,0,0,0,1.3077,0,0.6154,0
2017,0000052,0000052,건국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,3000,15552,3676,702,953.53,485.168,451.5894,33.5786,468.362,457.0367,11.3253,0.6911,0.6672,0.6433,0.651
2017,0000056,0000058,경기대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2016,328,2080,440,41,45.5,41.4333,40.5333,0.9,4.0667,3.0667,1,1.0106,0.0992,0.9886,0.0748
2017,0000066,0000066,경희대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,4663,25197,5693,1452,1673.5418,699.5142,639.5132,60.001,974.0276,950.2813,23.7463,0.4818,0.6708,0.4404,0.6545
2017,0000069,0000069,고려대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,3799,21110,4483,1449,1837.9104,644.6937,595.3814,49.3123,1193.2167,1157.9638,35.2529,0.4449,0.8235,0.4109,0.7991
2017,0000074,0000074,광운대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,1684,8213,2020,330,404.4293,206.7078,183.0411,23.6667,197.7215,174.6639,23.0576,0.6264,0.5992,0.5547,0.5293
2017,0000078,0000078,국민대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,2863,14944,3405,648,560.9059,416.6786,383.6359,33.0427,144.2273,133.5011,10.7262,0.643,0.2226,0.592,0.206
2017,0000099,0000099,덕성여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,1210,5747,1306,195,227.4343,189.4353,183.4163,6.019,37.999,35.9768,2.0222,0.9715,0.1949,0.9406,0.1845
2017,0000100,0000100,동국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,2685,13701,3114,716,727.4889,406.157,383.024,23.133,321.3319,309.1728,12.1591,0.5673,0.4488,0.5349,0.4318
2017,0000102,0000102,동덕여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,1507,6763,1814,238,180.4825,155.4269,141.3889,14.038,25.0556,19.8556,5.2,0.6531,0.1053,0.5941,0.0834
2017,0000109,0000111,명지대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2016,1263,6835,1744,242,245.4044,221.7576,212.091,9.6666,23.6468,22.4801,1.1667,0.9164,0.0977,0.8764,0.0929
2017,0000116,0000116,삼육대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,1158,5585,1396,220,205.6797,147.1678,136.7678,10.4,58.5119,54.994,3.5179,0.6689,0.266,0.6217,0.25
2017,0000117,0000117,상명대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,1302,7106,1609,258,266.7276,209.2418,205.9918,3.25,57.4858,47.6905,9.7953,0.811,0.2228,0.7984,0.1848
2017,0000120,0000120,서강대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,1574,8119,1799,424,430.9315,224.559,220.559,4,206.3725,199.7618,6.6107,0.5296,0.4867,0.5202,0.4711
2017,0000121,0000121,서경대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,1367,6631,1469,223,93.1037,74.9369,64.0425,10.8944,18.1668,14.8001,3.3667,0.336,0.0815,0.2872,0.0664
2017,0000036,0000036,서울과학기술대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2016,2067,9320,889,369,496.6062,284.9918,266.1772,18.8146,211.6144,190.1372,21.4772,0.7723,0.5735,0.7213,0.5153
2017,0000098,0000098,서울기독대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,149,573,126,33,11.375,10.375,10.375,0,1,1,0,0.3144,0.0303,0.3144,0.0303
2017,0000019,0000019,서울대학교,본교,대학,대학교,국공립,국립대법인,수도권,서울,기존,2016,3090,16451,3273,2237,3032.662,871.0665,761.8279,109.2386,2161.5955,2068.7376,92.8579,0.3894,0.9663,0.3406,0.9248
2017,0000040,0000040,서울시립대학교,본교,대학,대학교,국공립,공립,수도권,서울,기존,2016,1697,9109,1991,420,466.6019,301.4814,286.4314,15.05,165.1205,142.6805,22.44,0.7178,0.3931,0.682,0.3397
2017,0000126,0000126,서울여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2016,1592,7243,1824,241,258.9751,223.7513,176.8814,46.8699,35.2238,34.1238,1.1,0.9284,0.1462,0.7339,0.1416
