기준년도,학교명,본분교명,설립유형,"전임교원1인당논문실적(국내, 연구재단등재지(후보포함))","전임교원1인당논문실적(국제, SCI급/SCOPUS학술지)"
2024,고려대학교,본교,사립,0.2971,0.8427
2024,성신여자대학교,본교,사립,0.5373,0.2309
2024,연세대학교,본교,사립,0.2579,0.8745
2023,고려대학교,본교,사립,0.3101,0.8036
2023,성신여자대학교,본교,사립,0.5633,0.2099
2023,연세대학교,본교,사립,0.2853,0.8594
2022,고려대학교,본교,사립,0.3246,0.838
2022,성신여자대학교,본교,사립,0.5559,0.1594
2022,연세대학교,본교,사립,0.3191,0.9468
